Time(s),h(m),V(V),Encoder,ADC
0,0,-8,0,-0.00515187
0.005,0,-8,0,-0.00515187
0.01,0,-8,0,-0.00515187
0.015,0.000238,-8,1,-0.00515187
0.02,0.000476,-8,2,-0.00515187
0.025,0.000714,-8,3,-0.00515187
0.03,0.000952,-8,4,-0.00515187
0.035,0.001428,-8,6,-0.00515187
0.04,0.002142,-8,9,-0.00515187
0.045,0.002618,-8,11,-0.00515187
0.05,0.003332,-8,14,-0.00515187
0.055,0.004046,-8,17,-0.00515187
0.06,0.00476,-8,20,-0.00515187
0.065,0.005712,-8,24,-0.00515187
0.07,0.006664,-8,28,-0.00515187
0.075,0.007616,-8,32,-0.00515187
0.08,0.008568,-8,36,-0.00515187
0.085,0.00952,-8,40,-0.00515187
0.09,0.01071,-8,45,-3.39543
0.095,0.011662,-8,49,-3.39543
0.1,0.012852,-8,54,-3.39543
0.105,0.014042,-8,59,-3.39543
0.11,0.015232,-8,64,-3.39543
0.115,0.016422,-8,69,-3.39543
0.12,0.01785,-8,75,-3.39543
0.125,0.01904,-8,80,-3.39543
0.13,0.02023,-8,85,-3.39543
0.135,0.021658,-8,91,-3.39543
0.14,0.023086,-8,97,-3.39543
0.145,0.024276,-8,102,-3.39543
0.15,0.025704,-8,108,-3.39543
0.155,0.026894,-8,113,-3.39543
0.16,0.028322,-8,119,-3.39543
0.165,0.02975,-8,125,-3.39543
0.17,0.031178,-8,131,-3.39543
0.175,0.032606,-8,137,-3.39543
0.18,0.034034,-8,143,-3.39543
0.185,0.035462,-8,149,-3.39543
0.19,0.03689,-8,155,-3.39543
0.195,0.038318,-8,161,-3.39543
0.2,0.039746,-8,167,-2.76471
0.205,0.041412,-8,174,-2.76471
0.21,0.04284,-8,180,-2.76471
0.215,0.044506,-8,187,-2.76471
0.22,0.045934,-8,193,-2.76471
0.225,0.0476,-8,200,-2.76471
0.23,0.049266,-8,207,-2.76471
0.235,0.050694,-8,213,-2.76471
0.24,0.05236,-8,220,-2.76471
0.245,0.054026,-8,227,-2.76471
0.25,0.05593,-8,235,-2.76471
0.255,0.057596,-8,242,-2.76471
0.26,0.059262,-8,249,-2.76471
0.265,0.061166,-8,257,-2.76471
0.27,0.062832,-8,264,-2.76471
0.275,0.064736,-8,272,-2.76471
0.28,0.066402,-8,279,-2.76471
0.285,0.068306,-8,287,-2.76471
0.29,0.07021,-8,295,-2.76471
0.295,0.072114,-8,303,-2.76471
0.3,0.074018,-8,311,-2.76471
0.305,0.075922,-8,319,-2.38235
0.31,0.077826,-8,327,-2.38235
0.315,0.07973,-8,335,-2.38235
0.32,0.081634,-8,343,-2.38235
0.325,0.083538,-8,351,-2.38235
0.33,0.08568,-8,360,-2.38235
0.335,0.087584,-8,368,-2.38235
0.34,0.089488,-8,376,-2.38235
0.345,0.091392,-8,384,-2.38235
0.35,0.093296,-8,392,-2.38235
0.355,0.095438,-8,401,-2.38235
0.36,0.097342,-8,409,-2.38235
0.365,0.099246,-8,417,-2.38235
0.37,0.10115,-8,425,-2.38235
0.375,0.10329,-8,434,-2.38235
0.38,0.1052,-8,442,-2.38235
0.385,0.1071,-8,450,-2.38235
0.39,0.10924,-8,459,-2.38235
0.395,0.11115,-8,467,-2.38235
0.4,0.11305,-8,475,-2.38235
0.405,0.11519,-8,484,-2.38235
0.41,0.1171,-8,492,-2.3268
0.415,0.11924,-8,501,-2.3268
0.42,0.12114,-8,509,-2.3268
0.425,0.12328,-8,518,-2.3268
0.43,0.12543,-8,527,-2.3268
0.435,0.12733,-8,535,-2.3268
0.44,0.12947,-8,544,-2.3268
0.445,0.13161,-8,553,-2.3268
0.45,0.13352,-8,561,-2.3268
0.455,0.13566,-8,570,-2.3268
0.46,0.1378,-8,579,-2.3268
0.465,0.13994,-8,588,-2.3268
0.47,0.14209,-8,597,-2.3268
0.475,0.14423,-8,606,-2.3268
0.48,0.14637,-8,615,-2.3268
0.485,0.14851,-8,624,-2.3268
0.49,0.15065,-8,633,-2.3268
0.495,0.1528,-8,642,-2.3268
0.5,0.15494,-8,651,-2.3268
0.505,0.15732,-8,661,-2.3268
0.51,0.15946,-8,670,-2.3268
0.515,0.1616,-8,679,-2.03922
0.52,0.16374,-8,688,-2.03922
0.525,0.16589,-8,697,-2.03922
0.53,0.16827,-8,707,-2.03922
0.535,0.17041,-8,716,-2.03922
0.54,0.17255,-8,725,-2.03922
0.545,0.17469,-8,734,-2.03922
0.55,0.17683,-8,743,-2.03922
0.555,0.17921,-8,753,-2.03922
0.56,0.18136,-8,762,-2.03922
0.565,0.1835,-8,771,-2.03922
0.57,0.18564,-8,780,-2.03922
0.575,0.18778,-8,789,-2.03922
0.58,0.19016,-8,799,-2.03922
0.585,0.1923,-8,808,-2.03922
0.59,0.19445,-8,817,-2.03922
0.595,0.19659,-8,826,-2.03922
0.6,0.19873,-8,835,-2.03922
0.605,0.20111,-8,845,-2.03922
0.61,0.20325,-8,854,-2.03922
0.615,0.20539,-8,863,-2.03922
0.62,0.20777,-8,873,-2.03922
0.625,0.20992,-8,882,-1.71242
0.63,0.21206,-8,891,-1.71242
0.635,0.21444,-8,901,-1.71242
0.64,0.21658,-8,910,-1.71242
0.645,0.21872,-8,919,-1.71242
0.65,0.2211,-8,929,-1.71242
0.655,0.22324,-8,938,-1.71242
0.66,0.22539,-8,947,-1.71242
0.665,0.22777,-8,957,-1.71242
0.67,0.22991,-8,966,-1.71242
0.675,0.23229,-8,976,-1.71242
0.68,0.23443,-8,985,-1.71242
0.685,0.23681,-8,995,-1.71242
0.69,0.23895,-8,1004,-1.71242
0.695,0.24133,-8,1014,-1.71242
0.7,0.24347,-8,1023,-1.71242
0.705,0.24585,-8,1033,-1.71242
0.71,0.248,-8,1042,-1.71242
0.715,0.25014,-8,1051,-1.71242
0.72,0.25252,-8,1061,-1.71242
0.725,0.2549,-8,1071,-1.71242
0.73,0.25704,-8,1080,-1.73856
0.735,0.25918,-8,1089,-1.73856
0.74,0.26156,-8,1099,-1.73856
0.745,0.2637,-8,1108,-1.73856
0.75,0.26608,-8,1118,-1.73856
0.755,0.26823,-8,1127,-1.73856
0.76,0.27061,-8,1137,-1.73856
0.765,0.27275,-8,1146,-1.73856
0.77,0.27513,-8,1156,-1.73856
0.775,0.27727,-8,1165,-1.73856
0.78,0.27965,-8,1175,-1.73856
