Time(s),h(m),V(V),Encoder,ADC
0,0,8,0,0.0232218
0.005,0,8,0,0.0232218
0.01,0,8,0,0.0232218
0.015,-0.000238,8,-1,0.0232218
0.02,-0.000476,8,-2,0.0232218
0.025,-0.000714,8,-3,0.0232218
0.03,-0.00119,8,-5,0.0232218
0.035,-0.001666,8,-7,0.0232218
0.04,-0.002142,8,-9,0.0232218
0.045,-0.002618,8,-11,0.0232218
0.05,-0.003332,8,-14,0.0232218
0.055,-0.003808,8,-16,0.0232218
0.06,-0.004522,8,-19,0.0232218
0.065,-0.005236,8,-22,0.0232218
0.07,-0.00595,8,-25,0.0232218
0.075,-0.006902,8,-29,0.0232218
0.08,-0.007616,8,-32,0.0232218
0.085,-0.008568,8,-36,0.0232218
0.09,-0.00952,8,-40,0.0232218
0.095,-0.010472,8,-44,0.0232218
0.1,-0.011424,8,-48,3.63399
0.105,-0.012376,8,-52,3.63399
0.11,-0.013566,8,-57,3.63399
0.115,-0.014518,8,-61,3.63399
0.12,-0.015708,8,-66,3.63399
0.125,-0.01666,8,-70,3.63399
0.13,-0.01785,8,-75,3.63399
0.135,-0.018802,8,-79,3.63399
0.14,-0.019992,8,-84,3.63399
0.145,-0.021182,8,-89,3.63399
0.15,-0.022372,8,-94,3.63399
0.155,-0.023562,8,-99,3.63399
0.16,-0.024752,8,-104,3.63399
0.165,-0.025942,8,-109,3.63399
0.17,-0.027132,8,-114,3.63399
0.175,-0.028322,8,-119,3.63399
0.18,-0.029512,8,-124,3.63399
0.185,-0.03094,8,-130,3.63399
0.19,-0.03213,8,-135,3.63399
0.195,-0.033558,8,-141,3.63399
0.2,-0.034748,8,-146,3.63399
0.205,-0.036176,8,-152,2.97059
0.21,-0.037604,8,-158,2.97059
0.215,-0.039032,8,-164,2.97059
0.22,-0.04046,8,-170,2.97059
0.225,-0.041888,8,-176,2.97059
0.23,-0.043316,8,-182,2.97059
0.235,-0.044744,8,-188,2.97059
0.24,-0.04641,8,-195,2.97059
0.245,-0.047838,8,-201,2.97059
0.25,-0.049504,8,-208,2.97059
0.255,-0.050932,8,-214,2.97059
0.26,-0.052598,8,-221,2.97059
0.265,-0.054264,8,-228,2.97059
0.27,-0.05593,8,-235,2.97059
0.275,-0.057596,8,-242,2.97059
0.28,-0.059262,8,-249,2.97059
0.285,-0.060928,8,-256,2.97059
0.29,-0.062832,8,-264,2.97059
0.295,-0.064498,8,-271,2.97059
0.3,-0.066164,8,-278,2.97059
0.305,-0.068068,8,-286,2.97059
0.31,-0.069734,8,-293,2.60784
0.315,-0.0714,8,-300,2.60784
0.32,-0.073304,8,-308,2.60784
0.325,-0.07497,8,-315,2.60784
0.33,-0.076874,8,-323,2.60784
0.335,-0.07854,8,-330,2.60784
