Time(s),h(m),V(V),Encoder,ADC
0,0,-8,0,0.0011534
0.005,-0.000238,-8,-1,0.0011534
0.01,-0.000476,-8,-2,0.0011534
0.015,-0.000714,-8,-3,0.0011534
0.02,-0.000952,-8,-4,0.0011534
0.025,-0.001428,-8,-6,0.0011534
0.03,-0.001904,-8,-8,0.0011534
0.035,-0.00238,-8,-10,0.0011534
0.04,-0.003094,-8,-13,0.0011534
0.045,-0.003808,-8,-16,0.0011534
0.05,-0.004522,-8,-19,0.0011534
0.055,-0.005236,-8,-22,0.0011534
0.06,-0.006188,-8,-26,0.0011534
0.065,-0.00714,-8,-30,0.0011534
0.07,-0.008092,-8,-34,0.0011534
0.075,-0.009044,-8,-38,0.0011534
0.08,-0.010234,-8,-43,0.0011534
0.085,-0.011424,-8,-48,0.0011534
0.09,-0.012376,-8,-52,0.0011534
0.095,-0.013566,-8,-57,-3.65359
0.1,-0.014756,-8,-62,-3.65359
0.105,-0.015946,-8,-67,-3.65359
0.11,-0.017136,-8,-72,-3.65359
0.115,-0.018564,-8,-78,-3.65359
0.12,-0.019754,-8,-83,-3.65359
0.125,-0.021182,-8,-89,-3.65359
0.13,-0.022372,-8,-94,-3.65359
0.135,-0.0238,-8,-100,-3.65359
0.14,-0.025228,-8,-106,-3.65359
0.145,-0.026418,-8,-111,-3.65359
0.15,-0.027846,-8,-117,-3.65359
0.155,-0.029036,-8,-122,-3.65359
0.16,-0.030464,-8,-128,-3.65359
0.165,-0.031892,-8,-134,-3.65359
0.17,-0.033082,-8,-139,-3.65359
0.175,-0.03451,-8,-145,-3.65359
0.18,-0.035938,-8,-151,-3.65359
0.185,-0.037128,-8,-156,-3.65359
0.19,-0.038556,-8,-162,-3.65359
0.195,-0.039984,-8,-168,-3.65359
0.2,-0.041412,-8,-174,-3.36928
0.205,-0.042602,-8,-179,-3.36928
0.21,-0.04403,-8,-185,-3.36928
0.215,-0.045458,-8,-191,-3.36928
0.22,-0.046886,-8,-197,-3.36928
0.225,-0.048076,-8,-202,-3.36928
0.23,-0.049504,-8,-208,-3.36928
0.235,-0.050932,-8,-214,-3.36928
0.24,-0.05236,-8,-220,-3.36928
0.245,-0.053788,-8,-226,-3.36928
0.25,-0.055454,-8,-233,-3.36928
0.255,-0.056882,-8,-239,-3.36928
0.26,-0.05831,-8,-245,-3.36928
0.265,-0.059976,-8,-252,-3.36928
0.27,-0.061404,-8,-258,-3.36928
0.275,-0.06307,-8,-265,-3.36928
0.28,-0.064498,-8,-271,-3.36928
0.285,-0.066164,-8,-278,-3.36928
0.29,-0.06783,-8,-285,-3.36928
0.295,-0.069496,-8,-292,-3.36928
0.3,-0.071162,-8,-299,-3.36928
0.305,-0.072828,-8,-306,-2.76797
0.31,-0.074494,-8,-313,-2.76797
0.315,-0.07616,-8,-320,-2.76797
0.32,-0.077826,-8,-327,-2.76797
0.325,-0.079492,-8,-334,-2.76797
0.33,-0.081396,-8,-342,-2.76797
0.335,-0.083062,-8,-349,-2.76797
0.34,-0.084728,-8,-356,-2.76797
0.345,-0.086632,-8,-364,-2.76797
0.35,-0.088298,-8,-371,-2.76797
0.355,-0.090202,-8,-379,-2.76797
0.36,-0.091868,-8,-386,-2.76797
0.365,-0.093772,-8,-394,-2.76797
0.37,-0.095676,-8,-402,-2.76797
0.375,-0.097342,-8,-409,-2.76797
0.38,-0.099246,-8,-417,-2.76797
0.385,-0.10091,-8,-424,-2.76797
0.39,-0.10282,-8,-432,-2.76797
0.395,-0.10448,-8,-439,-2.76797
0.4,-0.10639,-8,-447,-2.76797
0.405,-0.10805,-8,-454,-2.76797
0.41,-0.10996,-8,-462,-2.76797
0.415,-0.11162,-8,-469,-2.77778
0.42,-0.11353,-8,-477,-2.77778
0.425,-0.11519,-8,-484,-2.77778
0.43,-0.1171,-8,-492,-2.77778
0.435,-0.11876,-8,-499,-2.77778
0.44,-0.12067,-8,-507,-2.77778
0.445,-0.12233,-8,-514,-2.77778
0.45,-0.12424,-8,-522,-2.77778
0.455,-0.12614,-8,-530,-2.77778
0.46,-0.12781,-8,-537,-2.77778
0.465,-0.12971,-8,-545,-2.77778
0.47,-0.13138,-8,-552,-2.77778
0.475,-0.13328,-8,-560,-2.77778
0.48,-0.13518,-8,-568,-2.77778
0.485,-0.13685,-8,-575,-2.77778
0.49,-0.13875,-8,-583,-2.77778
0.495,-0.14066,-8,-591,-2.77778
0.5,-0.14232,-8,-598,-2.77778
0.505,-0.14423,-8,-606,-2.77778
0.51,-0.14613,-8,-614,-2.77778
0.515,-0.14804,-8,-622,-2.77778
0.52,-0.14994,-8,-630,-2.53268
0.525,-0.15184,-8,-638,-2.53268
0.53,-0.15375,-8,-646,-2.53268
0.535,-0.15565,-8,-654,-2.53268
0.54,-0.15756,-8,-662,-2.53268
0.545,-0.15946,-8,-670,-2.53268
0.55,-0.16136,-8,-678,-2.53268
0.555,-0.16327,-8,-686,-2.53268
0.56,-0.16517,-8,-694,-2.53268
0.565,-0.16708,-8,-702,-2.53268
0.57,-0.16922,-8,-711,-2.53268
0.575,-0.17112,-8,-719,-2.53268
0.58,-0.17303,-8,-727,-2.53268
0.585,-0.17493,-8,-735,-2.53268
0.59,-0.17683,-8,-743,-2.53268
0.595,-0.17874,-8,-751,-2.53268
0.6,-0.18088,-8,-760,-2.53268
0.605,-0.18278,-8,-768,-2.53268
