Time(s),h(m),V(V),Encoder,ADC
0,0,8,0,0.0196078
0.005,0,8,0,0.0196078
0.01,-0.000238,8,-1,0.0196078
0.015,-0.000476,8,-2,0.0196078
0.02,-0.000952,8,-4,0.0196078
0.025,-0.00119,8,-5,0.0196078
0.03,-0.001904,8,-8,0.0196078
0.035,-0.00238,8,-10,0.0196078
0.04,-0.003094,8,-13,0.0196078
0.045,-0.003808,8,-16,0.0196078
0.05,-0.004522,8,-19,0.0196078
0.055,-0.005474,8,-23,0.0196078
0.06,-0.006188,8,-26,0.0196078
0.065,-0.00714,8,-30,0.0196078
0.07,-0.00833,8,-35,0.0196078
0.075,-0.009282,8,-39,0.0196078
0.08,-0.010472,8,-44,0.0196078
0.085,-0.011662,8,-49,0.0196078
0.09,-0.012852,8,-54,0.0196078
0.095,-0.01428,8,-60,0.0196078
0.1,-0.01547,8,-65,3.34967
0.105,-0.016898,8,-71,3.34967
0.11,-0.018326,8,-77,3.34967
0.115,-0.019992,8,-84,3.34967
0.12,-0.02142,8,-90,3.34967
0.125,-0.023086,8,-97,3.34967
0.13,-0.024514,8,-103,3.34967
0.135,-0.02618,8,-110,3.34967
0.14,-0.028084,8,-118,3.34967
0.145,-0.02975,8,-125,3.34967
0.15,-0.031416,8,-132,3.34967
0.155,-0.03332,8,-140,3.34967
0.16,-0.035224,8,-148,3.34967
0.165,-0.03689,8,-155,3.34967
0.17,-0.038794,8,-163,3.34967
0.175,-0.040936,8,-172,3.34967
0.18,-0.04284,8,-180,3.34967
0.185,-0.044744,8,-188,3.34967
0.19,-0.046886,8,-197,3.34967
0.195,-0.04879,8,-205,3.34967
0.2,-0.050932,8,-214,3.34967
0.205,-0.053074,8,-223,3.34967
0.21,-0.055216,8,-232,2.15033
0.215,-0.057358,8,-241,2.15033
0.22,-0.059738,8,-251,2.15033
0.225,-0.06188,8,-260,2.15033
0.23,-0.064022,8,-269,2.15033
0.235,-0.066402,8,-279,2.15033
0.24,-0.068544,8,-288,2.15033
0.245,-0.070924,8,-298,2.15033
0.25,-0.073304,8,-308,2.15033
0.255,-0.075684,8,-318,2.15033
0.26,-0.077826,8,-327,2.15033
0.265,-0.080206,8,-337,2.15033
0.27,-0.082586,8,-347,2.15033
0.275,-0.085204,8,-358,2.15033
0.28,-0.087584,8,-368,2.15033
0.285,-0.089964,8,-378,2.15033
0.29,-0.092582,8,-389,2.15033
0.295,-0.094962,8,-399,2.15033
0.3,-0.09758,8,-410,2.15033
0.305,-0.09996,8,-420,2.15033
0.31,-0.10258,8,-431,2.15033
0.315,-0.1052,8,-442,1.61111
0.32,-0.10758,8,-452,1.61111
0.325,-0.11019,8,-463,1.61111
0.33,-0.11281,8,-474,1.61111
0.335,-0.11543,8,-485,1.61111
0.34,-0.11805,8,-496,1.61111
0.345,-0.12067,8,-507,1.61111
0.35,-0.12328,8,-518,1.61111
0.355,-0.1259,8,-529,1.61111
0.36,-0.12852,8,-540,1.61111
0.365,-0.13138,8,-552,1.61111
0.37,-0.13399,8,-563,1.61111
0.375,-0.13661,8,-574,1.61111
0.38,-0.13947,8,-586,1.61111
0.385,-0.14209,8,-597,1.61111
0.39,-0.14494,8,-609,1.61111
0.395,-0.14756,8,-620,1.61111
0.4,-0.15018,8,-631,1.61111
0.405,-0.15303,8,-643,1.61111
0.41,-0.15589,8,-655,1.61111
0.415,-0.15851,8,-666,1.61111
0.42,-0.16136,8,-678,1.22876
0.425,-0.16422,8,-690,1.22876
0.43,-0.16684,8,-701,1.22876
0.435,-0.16969,8,-713,1.22876
0.44,-0.17255,8,-725,1.22876
0.445,-0.17541,8,-737,1.22876
0.45,-0.17826,8,-749,1.22876
0.455,-0.18112,8,-761,1.22876
0.46,-0.18397,8,-773,1.22876
0.465,-0.18683,8,-785,1.22876
0.47,-0.18969,8,-797,1.22876
0.475,-0.19254,8,-809,1.22876
0.48,-0.1954,8,-821,1.22876
0.485,-0.19825,8,-833,1.22876
0.49,-0.20111,8,-845,1.22876
0.495,-0.20397,8,-857,1.22876
0.5,-0.20682,8,-869,1.22876
0.505,-0.20992,8,-882,1.22876
0.51,-0.21277,8,-894,1.22876
0.515,-0.21563,8,-906,1.22876
0.52,-0.21872,8,-919,1.22876
0.525,-0.22158,8,-931,1.22876
0.53,-0.22443,8,-943,1.16667
0.535,-0.22729,8,-955,1.16667
0.54,-0.23038,8,-968,1.16667
0.545,-0.23324,8,-980,1.16667
0.55,-0.23633,8,-993,1.16667
0.555,-0.23919,8,-1005,1.16667
0.56,-0.24228,8,-1018,1.16667
0.565,-0.24514,8,-1030,1.16667
0.57,-0.24823,8,-1043,1.16667
0.575,-0.25109,8,-1055,1.16667
0.58,-0.25418,8,-1068,1.16667
0.585,-0.25728,8,-1081,1.16667
0.59,-0.26013,8,-1093,1.16667
0.595,-0.26323,8,-1106,1.16667
0.6,-0.26608,8,-1118,1.16667
0.605,-0.26918,8,-1131,1.16667
0.61,-0.27227,8,-1144,1.16667
0.615,-0.27513,8,-1156,1.16667
0.62,-0.27822,8,-1169,1.16667
0.625,-0.28108,8,-1181,1.16667
0.63,-0.28417,8,-1194,1.16667
0.635,-0.28727,8,-1207,1.02614
0.64,-0.29036,8,-1220,1.02614
0.645,-0.29322,8,-1232,1.02614
0.65,-0.29631,8,-1245,1.02614
0.655,-0.2994,8,-1258,1.02614
0.66,-0.3025,8,-1271,1.02614
0.665,-0.30535,8,-1283,1.02614
0.67,-0.30845,8,-1296,1.02614
0.675,-0.31154,8,-1309,1.02614
