Time(s),h(m),V(V),Encoder,ADC
0,0,-8,0,0.00530565
0.005,0,-8,0,0.00530565
0.01,0.000238,-8,1,0.00530565
0.015,0.000476,-8,2,0.00530565
0.02,0.000952,-8,4,0.00530565
0.025,0.00119,-8,5,0.00530565
0.03,0.001904,-8,8,0.00530565
0.035,0.00238,-8,10,0.00530565
0.04,0.003094,-8,13,0.00530565
0.045,0.003808,-8,16,0.00530565
0.05,0.004522,-8,19,0.00530565
0.055,0.005474,-8,23,0.00530565
0.06,0.006188,-8,26,0.00530565
0.065,0.00714,-8,30,0.00530565
0.07,0.008092,-8,34,0.00530565
0.075,0.009282,-8,39,0.00530565
0.08,0.010234,-8,43,0.00530565
0.085,0.011424,-8,48,0.00530565
0.09,0.012376,-8,52,0.00530565
0.095,0.013566,-8,57,0.00530565
0.1,0.014756,-8,62,-3.7549
0.105,0.016184,-8,68,-3.7549
0.11,0.017374,-8,73,-3.7549
0.115,0.018564,-8,78,-3.7549
0.12,0.019992,-8,84,-3.7549
0.125,0.021182,-8,89,-3.7549
0.13,0.02261,-8,95,-3.7549
0.135,0.024038,-8,101,-3.7549
0.14,0.025228,-8,106,-3.7549
0.145,0.026656,-8,112,-3.7549
0.15,0.028322,-8,119,-3.7549
0.155,0.02975,-8,125,-3.7549
0.16,0.031178,-8,131,-3.7549
0.165,0.032844,-8,138,-3.7549
0.17,0.034272,-8,144,-3.7549
0.175,0.035938,-8,151,-3.7549
0.18,0.037604,-8,158,-3.7549
0.185,0.03927,-8,165,-3.7549
0.19,0.040936,-8,172,-3.7549
0.195,0.042602,-8,179,-3.7549
0.2,0.044268,-8,186,-3.7549
0.205,0.046172,-8,194,-2.37255
0.21,0.047838,-8,201,-2.37255
0.215,0.049742,-8,209,-2.37255
0.22,0.051408,-8,216,-2.37255
0.225,0.053312,-8,224,-2.37255
0.23,0.055216,-8,232,-2.37255
0.235,0.05712,-8,240,-2.37255
0.24,0.059024,-8,248,-2.37255
0.245,0.060928,-8,256,-2.37255
0.25,0.06307,-8,265,-2.37255
0.255,0.064974,-8,273,-2.37255
0.26,0.066878,-8,281,-2.37255
0.265,0.06902,-8,290,-2.37255
0.27,0.070924,-8,298,-2.37255
0.275,0.072828,-8,306,-2.37255
0.28,0.07497,-8,315,-2.37255
0.285,0.077112,-8,324,-2.37255
0.29,0.079016,-8,332,-2.37255
0.295,0.081158,-8,341,-2.37255
0.3,0.083062,-8,349,-2.37255
0.305,0.085204,-8,358,-2.37255
0.31,0.087346,-8,367,-2.37255
0.315,0.089488,-8,376,-2.0098
0.32,0.091392,-8,384,-2.0098
0.325,0.093534,-8,393,-2.0098
0.33,0.095676,-8,402,-2.0098
0.335,0.097818,-8,411,-2.0098
0.34,0.09996,-8,420,-2.0098
0.345,0.1021,-8,429,-2.0098
0.35,0.10424,-8,438,-2.0098
0.355,0.10639,-8,447,-2.0098
0.36,0.10853,-8,456,-2.0098
0.365,0.11091,-8,466,-2.0098
0.37,0.11305,-8,475,-2.0098
0.375,0.11519,-8,484,-2.0098
0.38,0.11757,-8,494,-2.0098
0.385,0.11971,-8,503,-2.0098
0.39,0.12209,-8,513,-2.0098
0.395,0.12424,-8,522,-2.0098
0.4,0.12662,-8,532,-2.0098
0.405,0.129,-8,542,-2.0098
0.41,0.13114,-8,551,-2.0098
0.415,0.13352,-8,561,-2.0098
0.42,0.1359,-8,571,-1.78431
0.425,0.13804,-8,580,-1.78431
0.43,0.14042,-8,590,-1.78431
0.435,0.1428,-8,600,-1.78431
0.44,0.14518,-8,610,-1.78431
0.445,0.14756,-8,620,-1.78431
0.45,0.14994,-8,630,-1.78431
0.455,0.15208,-8,639,-1.78431
0.46,0.15446,-8,649,-1.78431
0.465,0.15684,-8,659,-1.78431
0.47,0.15922,-8,669,-1.78431
0.475,0.1616,-8,679,-1.78431
0.48,0.16398,-8,689,-1.78431
0.485,0.16636,-8,699,-1.78431
0.49,0.16874,-8,709,-1.78431
0.495,0.17112,-8,719,-1.78431
0.5,0.1735,-8,729,-1.78431
0.505,0.17588,-8,739,-1.78431
0.51,0.17826,-8,749,-1.78431
0.515,0.18064,-8,759,-1.78431
0.52,0.18302,-8,769,-1.78431
0.525,0.1854,-8,779,-1.55882
0.53,0.18778,-8,789,-1.55882
0.535,0.1904,-8,800,-1.55882
0.54,0.19278,-8,810,-1.55882
0.545,0.19516,-8,820,-1.55882
0.55,0.19754,-8,830,-1.55882
0.555,0.19992,-8,840,-1.55882
0.56,0.2023,-8,850,-1.55882
0.565,0.20492,-8,861,-1.55882
0.57,0.2073,-8,871,-1.55882
0.575,0.20968,-8,881,-1.55882
0.58,0.2123,-8,892,-1.55882
0.585,0.21468,-8,902,-1.55882
0.59,0.21706,-8,912,-1.55882
0.595,0.21967,-8,923,-1.55882
0.6,0.22205,-8,933,-1.55882
0.605,0.22443,-8,943,-1.55882
0.61,0.22705,-8,954,-1.55882
0.615,0.22943,-8,964,-1.55882
0.62,0.23181,-8,974,-1.55882
0.625,0.23443,-8,985,-1.55882
0.63,0.23681,-8,995,-1.73529
0.635,0.23943,-8,1006,-1.73529
0.64,0.24181,-8,1016,-1.73529
0.645,0.24419,-8,1026,-1.73529
0.65,0.24681,-8,1037,-1.73529
0.655,0.24919,-8,1047,-1.73529
0.66,0.2518,-8,1058,-1.73529
0.665,0.25418,-8,1068,-1.73529
0.67,0.2568,-8,1079,-1.73529
0.675,0.25918,-8,1089,-1.73529
0.68,0.2618,-8,1100,-1.73529
0.685,0.26418,-8,1110,-1.73529
0.69,0.2668,-8,1121,-1.73529
0.695,0.26918,-8,1131,-1.73529
0.7,0.2718,-8,1142,-1.73529
0.705,0.27418,-8,1152,-1.73529
0.71,0.27679,-8,1163,-1.73529
0.715,0.27917,-8,1173,-1.73529
0.72,0.28179,-8,1184,-1.73529
0.725,0.28417,-8,1194,-1.73529
0.73,0.28679,-8,1205,-1.73529
0.735,0.28941,-8,1216,-1.73529
0.74,0.29179,-8,1226,-1.55882
0.745,0.29441,-8,1237,-1.55882
0.75,0.29702,-8,1248,-1.55882
0.755,0.2994,-8,1258,-1.55882
0.76,0.30202,-8,1269,-1.55882
0.765,0.30464,-8,1280,-1.55882
0.77,0.30702,-8,1290,-1.55882
0.775,0.30964,-8,1301,-1.55882
0.78,0.31202,-8,1311,-1.55882
0.785,0.31464,-8,1322,-1.55882
0.79,0.31725,-8,1333,-1.55882
0.795,0.31963,-8,1343,-1.55882
0.8,0.32225,-8,1354,-1.55882
0.805,0.32487,-8,1365,-1.55882
0.81,0.32725,-8,1375,-1.55882
0.815,0.32987,-8,1386,-1.55882
0.82,0.33249,-8,1397,-1.55882
0.825,0.33487,-8,1407,-1.55882
0.83,0.33748,-8,1418,-1.55882
0.835,0.3401,-8,1429,-1.55882
0.84,0.34272,-8,1440,-1.55882
0.845,0.3451,-8,1450,-1.42157
0.85,0.34772,-8,1461,-1.42157
0.855,0.35034,-8,1472,-1.42157
0.86,0.35272,-8,1482,-1.42157
0.865,0.35533,-8,1493,-1.42157
0.87,0.35795,-8,1504,-1.42157
0.875,0.36057,-8,1515,-1.42157
0.88,0.36295,-8,1525,-1.42157
0.885,0.36557,-8,1536,-1.42157
0.89,0.36819,-8,1547,-1.42157
0.895,0.3708,-8,1558,-1.42157
0.9,0.37318,-8,1568,-1.42157
0.905,0.3758,-8,1579,-1.42157
0.91,0.37842,-8,1590,-1.42157
0.915,0.3808,-8,1600,-1.42157
0.92,0.38342,-8,1611,-1.42157
0.925,0.38604,-8,1622,-1.42157
0.93,0.38842,-8,1632,-1.42157
0.935,0.39103,-8,1643,-1.42157
0.94,0.39365,-8,1654,-1.42157
0.945,0.39627,-8,1665,-1.42157
0.95,0.39865,-8,1675,-1.44771
0.955,0.40127,-8,1686,-1.44771
0.96,0.40388,-8,1697,-1.44771
0.965,0.4065,-8,1708,-1.44771
0.97,0.40888,-8,1718,-1.44771
0.975,0.4115,-8,1729,-1.44771
0.98,0.41412,-8,1740,-1.44771
0.985,0.4165,-8,1750,-1.44771
0.99,0.41912,-8,1761,-1.44771
0.995,0.42173,-8,1772,-1.44771
1,0.42435,-8,1783,-1.44771
1.005,0.42673,-8,1793,-1.44771
1.01,0.42935,-8,1804,-1.44771
1.015,0.43197,-8,1815,-1.44771
1.02,0.43459,-8,1826,-1.44771
1.025,0.43697,-8,1836,-1.44771
1.03,0.43958,-8,1847,-1.44771
1.035,0.4422,-8,1858,-1.44771
1.04,0.44482,-8,1869,-1.44771
1.045,0.4472,-8,1879,-1.44771
1.05,0.44982,-8,1890,-1.44771
1.055,0.45244,-8,1901,-1.44771
1.06,0.45505,-8,1912,-1.36601
1.065,0.45743,-8,1922,-1.36601
1.07,0.46005,-8,1933,-1.36601
1.075,0.46267,-8,1944,-1.36601
1.08,0.46529,-8,1955,-1.36601
1.085,0.46791,-8,1966,-1.36601
1.09,0.47029,-8,1976,-1.36601
1.095,0.4729,-8,1987,-1.36601
1.1,0.47552,-8,1998,-1.36601
1.105,0.47814,-8,2009,-1.36601
1.11,0.48052,-8,2019,-1.36601
1.115,0.48314,-8,2030,-1.36601
1.12,0.48576,-8,2041,-1.36601
1.125,0.48837,-8,2052,-1.36601
1.13,0.49099,-8,2063,-1.36601
1.135,0.49337,-8,2073,-1.36601
1.14,0.49599,-8,2084,-1.36601
1.145,0.49861,-8,2095,-1.36601
1.15,0.50123,-8,2106,-1.36601
1.155,0.50384,-8,2117,-1.36601
1.16,0.50622,-8,2127,-1.36601
1.165,0.50884,-8,2138,-1.44444
1.17,0.51146,-8,2149,-1.44444
1.175,0.51408,-8,2160,-1.44444
1.18,0.51646,-8,2170,-1.44444
1.185,0.51908,-8,2181,-1.44444
1.19,0.52169,-8,2192,-1.44444
1.195,0.52431,-8,2203,-1.44444
