Time(s),h(m),V(V),Encoder,ADC
0,0,8,0,0.0351403
0.005,0,8,0,0.0351403
0.01,-0.000238,8,-1,0.0351403
0.015,-0.000476,8,-2,0.0351403
0.02,-0.000952,8,-4,0.0351403
0.025,-0.001428,8,-6,0.0351403
0.03,-0.001904,8,-8,0.0351403
0.035,-0.00238,8,-10,0.0351403
0.04,-0.002856,8,-12,0.0351403
0.045,-0.00357,8,-15,0.0351403
0.05,-0.004522,8,-19,0.0351403
0.055,-0.005236,8,-22,0.0351403
0.06,-0.006188,8,-26,0.0351403
0.065,-0.006902,8,-29,0.0351403
0.07,-0.008092,8,-34,0.0351403
0.075,-0.009044,8,-38,0.0351403
0.08,-0.009996,8,-42,0.0351403
0.085,-0.010948,8,-46,0.0351403
0.09,-0.012138,8,-51,0.0351403
0.095,-0.013328,8,-56,3.38562
0.1,-0.014518,8,-61,3.38562
0.105,-0.015708,8,-66,3.38562
0.11,-0.016898,8,-71,3.38562
0.115,-0.018088,8,-76,3.38562
0.12,-0.019278,8,-81,3.38562
0.125,-0.020468,8,-86,3.38562
0.13,-0.021896,8,-92,3.38562
0.135,-0.023086,8,-97,3.38562
0.14,-0.024276,8,-102,3.38562
0.145,-0.025704,8,-108,3.38562
0.15,-0.026894,8,-113,3.38562
0.155,-0.028322,8,-119,3.38562
0.16,-0.029512,8,-124,3.38562
0.165,-0.03094,8,-130,3.38562
0.17,-0.03213,8,-135,3.38562
0.175,-0.03332,8,-140,3.38562
0.18,-0.034748,8,-146,3.38562
0.185,-0.035938,8,-151,3.38562
0.19,-0.037366,8,-157,3.38562
0.195,-0.038556,8,-162,3.38562
0.2,-0.039984,8,-168,2.80719
0.205,-0.041174,8,-173,2.80719
0.21,-0.042364,8,-178,2.80719
0.215,-0.043792,8,-184,2.80719
0.22,-0.044982,8,-189,2.80719
0.225,-0.046172,8,-194,2.80719
0.23,-0.0476,8,-200,2.80719
0.235,-0.049028,8,-206,2.80719
0.24,-0.050218,8,-211,2.80719
0.245,-0.051646,8,-217,2.80719
0.25,-0.052836,8,-222,2.80719
0.255,-0.054264,8,-228,2.80719
0.26,-0.055692,8,-234,2.80719
0.265,-0.05712,8,-240,2.80719
0.27,-0.058548,8,-246,2.80719
0.275,-0.059976,8,-252,2.80719
0.28,-0.061404,8,-258,2.80719
0.285,-0.062832,8,-264,2.80719
0.29,-0.064498,8,-271,2.80719
0.295,-0.065926,8,-277,2.80719
0.3,-0.067592,8,-284,2.80719
0.305,-0.06902,8,-290,2.75817
0.31,-0.070686,8,-297,2.75817
0.315,-0.072114,8,-303,2.75817
0.32,-0.07378,8,-310,2.75817
0.325,-0.075446,8,-317,2.75817
0.33,-0.077112,8,-324,2.75817
0.335,-0.07854,8,-330,2.75817
0.34,-0.080444,8,-338,2.75817
0.345,-0.081872,8,-344,2.75817
0.35,-0.083776,8,-352,2.75817
0.355,-0.085442,8,-359,2.75817
0.36,-0.087108,8,-366,2.75817
0.365,-0.088774,8,-373,2.75817
0.37,-0.09044,8,-380,2.75817
0.375,-0.092106,8,-387,2.75817
0.38,-0.093772,8,-394,2.75817
0.385,-0.095676,8,-402,2.75817
0.39,-0.097342,8,-409,2.75817
0.395,-0.099008,8,-416,2.75817
0.4,-0.10067,8,-423,2.75817
0.405,-0.10234,8,-430,2.75817
0.41,-0.10401,8,-437,2.48039
0.415,-0.10567,8,-444,2.48039
0.42,-0.10758,8,-452,2.48039
0.425,-0.10924,8,-459,2.48039
0.43,-0.11091,8,-466,2.48039
0.435,-0.11257,8,-473,2.48039
0.44,-0.11424,8,-480,2.48039
0.445,-0.11591,8,-487,2.48039
0.45,-0.11757,8,-494,2.48039
0.455,-0.11924,8,-501,2.48039
0.46,-0.1209,8,-508,2.48039
0.465,-0.12257,8,-515,2.48039
0.47,-0.12424,8,-522,2.48039
0.475,-0.12614,8,-530,2.48039
0.48,-0.12757,8,-536,2.48039
0.485,-0.12947,8,-544,2.48039
0.49,-0.13114,8,-551,2.48039
0.495,-0.1328,8,-558,2.48039
0.5,-0.13447,8,-565,2.48039
0.505,-0.13614,8,-572,2.48039
0.51,-0.13804,8,-580,2.48039
0.515,-0.13971,8,-587,2.48039
0.52,-0.14137,8,-594,2.4281
0.525,-0.14304,8,-601,2.4281
0.53,-0.14494,8,-609,2.4281
0.535,-0.14661,8,-616,2.4281
0.54,-0.14827,8,-623,2.4281
0.545,-0.15018,8,-631,2.4281
0.55,-0.15184,8,-638,2.4281
0.555,-0.15375,8,-646,2.4281
0.56,-0.15541,8,-653,2.4281
0.565,-0.15732,8,-661,2.4281
0.57,-0.15898,8,-668,2.4281
0.575,-0.16089,8,-676,2.4281
0.58,-0.16255,8,-683,2.4281
0.585,-0.16446,8,-691,2.4281
0.59,-0.16636,8,-699,2.4281
0.595,-0.16803,8,-706,2.4281
0.6,-0.16993,8,-714,2.4281
0.605,-0.1716,8,-721,2.4281
0.61,-0.1735,8,-729,2.4281
0.615,-0.17541,8,-737,2.4281
0.62,-0.17707,8,-744,2.4281
0.625,-0.17898,8,-752,2.35621
0.63,-0.18064,8,-759,2.35621
0.635,-0.18255,8,-767,2.35621
0.64,-0.18421,8,-774,2.35621
0.645,-0.18612,8,-782,2.35621
0.65,-0.18802,8,-790,2.35621
0.655,-0.18969,8,-797,2.35621
0.66,-0.19159,8,-805,2.35621
0.665,-0.19326,8,-812,2.35621
0.67,-0.19516,8,-820,2.35621
0.675,-0.19706,8,-828,2.35621
0.68,-0.19873,8,-835,2.35621
0.685,-0.20063,8,-843,2.35621
0.69,-0.2023,8,-850,2.35621
0.695,-0.2042,8,-858,2.35621
0.7,-0.20587,8,-865,2.35621
0.705,-0.20777,8,-873,2.35621
0.71,-0.20944,8,-880,2.35621
0.715,-0.21134,8,-888,2.35621
0.72,-0.21325,8,-896,2.35621
0.725,-0.21491,8,-903,2.35621
0.73,-0.21682,8,-911,2.31046
0.735,-0.21872,8,-919,2.31046
0.74,-0.22039,8,-926,2.31046
0.745,-0.22229,8,-934,2.31046
0.75,-0.2242,8,-942,2.31046
0.755,-0.22586,8,-949,2.31046
0.76,-0.22777,8,-957,2.31046
0.765,-0.22967,8,-965,2.31046
0.77,-0.23157,8,-973,2.31046
0.775,-0.23324,8,-980,2.31046
0.78,-0.23514,8,-988,2.31046
0.785,-0.23705,8,-996,2.31046
0.79,-0.23895,8,-1004,2.31046
0.795,-0.24086,8,-1012,2.31046
0.8,-0.24252,8,-1019,2.31046
0.805,-0.24443,8,-1027,2.31046
0.81,-0.24633,8,-1035,2.31046
0.815,-0.24823,8,-1043,2.31046
0.82,-0.25014,8,-1051,2.31046
0.825,-0.2518,8,-1058,2.31046
0.83,-0.25371,8,-1066,2.31046
0.835,-0.25561,8,-1074,2.30719
0.84,-0.25752,8,-1082,2.30719
0.845,-0.25942,8,-1090,2.30719
0.85,-0.26132,8,-1098,2.30719
0.855,-0.26299,8,-1105,2.30719
0.86,-0.26489,8,-1113,2.30719
0.865,-0.2668,8,-1121,2.30719
0.87,-0.2687,8,-1129,2.30719
0.875,-0.27037,8,-1136,2.30719
0.88,-0.27227,8,-1144,2.30719
0.885,-0.27418,8,-1152,2.30719
0.89,-0.27608,8,-1160,2.30719
0.895,-0.27775,8,-1167,2.30719
0.9,-0.27965,8,-1175,2.30719
0.905,-0.28155,8,-1183,2.30719
0.91,-0.28322,8,-1190,2.30719
0.915,-0.28512,8,-1198,2.30719
0.92,-0.28703,8,-1206,2.30719
0.925,-0.28869,8,-1213,2.30719
0.93,-0.2906,8,-1221,2.30719
0.935,-0.2925,8,-1229,2.30719
0.94,-0.29417,8,-1236,2.30719
0.945,-0.29607,8,-1244,2.21895
0.95,-0.29798,8,-1252,2.21895
0.955,-0.29988,8,-1260,2.21895
0.96,-0.30155,8,-1267,2.21895
0.965,-0.30345,8,-1275,2.21895
0.97,-0.30535,8,-1283,2.21895
0.975,-0.30702,8,-1290,2.21895
0.98,-0.30892,8,-1298,2.21895
0.985,-0.31083,8,-1306,2.21895
0.99,-0.31273,8,-1314,2.21895
0.995,-0.31464,8,-1322,2.21895
1,-0.3163,8,-1329,2.21895
1.005,-0.31821,8,-1337,2.21895
1.01,-0.32011,8,-1345,2.21895
1.015,-0.32201,8,-1353,2.21895
1.02,-0.32368,8,-1360,2.21895
1.025,-0.32558,8,-1368,2.21895
1.03,-0.32749,8,-1376,2.21895
1.035,-0.32939,8,-1384,2.21895
1.04,-0.3313,8,-1392,2.21895
1.045,-0.33296,8,-1399,2.21895
1.05,-0.33487,8,-1407,2.36928
1.055,-0.33677,8,-1415,2.36928
1.06,-0.33867,8,-1423,2.36928
1.065,-0.34034,8,-1430,2.36928
1.07,-0.34224,8,-1438,2.36928
1.075,-0.34415,8,-1446,2.36928
1.08,-0.34605,8,-1454,2.36928
1.085,-0.34796,8,-1462,2.36928
1.09,-0.34962,8,-1469,2.36928
1.095,-0.35153,8,-1477,2.36928
1.1,-0.35343,8,-1485,2.36928
1.105,-0.3551,8,-1492,2.36928
1.11,-0.357,8,-1500,2.36928
1.115,-0.3589,8,-1508,2.36928
1.12,-0.36081,8,-1516,2.36928
1.125,-0.36271,8,-1524,2.36928
1.13,-0.36438,8,-1531,2.36928
1.135,-0.36628,8,-1539,2.36928
1.14,-0.36819,8,-1547,2.36928
1.145,-0.37009,8,-1555,2.36928
1.15,-0.37176,8,-1562,2.36928
1.155,-0.37366,8,-1570,2.26144
1.16,-0.37556,8,-1578,2.26144
1.165,-0.37747,8,-1586,2.26144
1.17,-0.37937,8,-1594,2.26144
1.175,-0.38104,8,-1601,2.26144
1.18,-0.38294,8,-1609,2.26144
1.185,-0.38485,8,-1617,2.26144
1.19,-0.38675,8,-1625,2.26144
1.195,-0.38865,8,-1633,2.26144
1.2,-0.39032,8,-1640,2.26144
1.205,-0.39222,8,-1648,2.26144
1.21,-0.39413,8,-1656,2.26144
1.215,-0.39603,8,-1664,2.26144
1.22,-0.39793,8,-1672,2.26144
1.225,-0.39984,8,-1680,2.26144
1.23,-0.40174,8,-1688,2.26144
1.235,-0.40341,8,-1695,2.26144
1.24,-0.40531,8,-1703,2.26144
1.245,-0.40722,8,-1711,2.26144
1.25,-0.40912,8,-1719,2.26144
1.255,-0.41102,8,-1727,2.26144
1.26,-0.41293,8,-1735,2.26144
1.265,-0.41459,8,-1742,2.24183
1.27,-0.4165,8,-1750,2.24183
1.275,-0.4184,8,-1758,2.24183
1.28,-0.42031,8,-1766,2.24183
1.285,-0.42221,8,-1774,2.24183
1.29,-0.42411,8,-1782,2.24183
1.295,-0.42578,8,-1789,2.24183
1.3,-0.42768,8,-1797,2.24183
1.305,-0.42959,8,-1805,2.24183
1.31,-0.43149,8,-1813,2.24183
1.315,-0.43316,8,-1820,2.24183
1.32,-0.43506,8,-1828,2.24183
1.325,-0.43697,8,-1836,2.24183
1.33,-0.43887,8,-1844,2.24183
1.335,-0.44054,8,-1851,2.24183
1.34,-0.44244,8,-1859,2.24183
1.345,-0.44434,8,-1867,2.24183
1.35,-0.44601,8,-1874,2.24183
1.355,-0.44791,8,-1882,2.24183
1.36,-0.44982,8,-1890,2.24183
1.365,-0.45172,8,-1898,2.24183
1.37,-0.45363,8,-1906,2.21242
1.375,-0.45529,8,-1913,2.21242
1.38,-0.4572,8,-1921,2.21242
1.385,-0.4591,8,-1929,2.21242
1.39,-0.46077,8,-1936,2.21242
1.395,-0.46267,8,-1944,2.21242
1.4,-0.46457,8,-1952,2.21242
1.405,-0.46648,8,-1960,2.21242
1.41,-0.46814,8,-1967,2.21242
1.415,-0.47005,8,-1975,2.21242
1.42,-0.47195,8,-1983,2.21242
1.425,-0.47386,8,-1991,2.21242
1.43,-0.47552,8,-1998,2.21242
1.435,-0.47743,8,-2006,2.21242
1.44,-0.47933,8,-2014,2.21242
1.445,-0.48123,8,-2022,2.21242
1.45,-0.48314,8,-2030,2.21242
1.455,-0.4848,8,-2037,2.21242
1.46,-0.48671,8,-2045,2.21242
1.465,-0.48861,8,-2053,2.21242
1.47,-0.49052,8,-2061,2.21242
1.475,-0.49218,8,-2068,2.35294
1.48,-0.49409,8,-2076,2.35294
1.485,-0.49599,8,-2084,2.35294
1.49,-0.49789,8,-2092,2.35294
1.495,-0.4998,8,-2100,2.35294
1.5,-0.50146,8,-2107,2.35294
1.505,-0.50337,8,-2115,2.35294
1.51,-0.50527,8,-2123,2.35294
1.515,-0.50694,8,-2130,2.35294
1.52,-0.50884,8,-2138,2.35294
1.525,-0.51075,8,-2146,2.35294
1.53,-0.51265,8,-2154,2.35294
1.535,-0.51455,8,-2162,2.35294
1.54,-0.51622,8,-2169,2.35294
1.545,-0.51812,8,-2177,2.35294
1.55,-0.52003,8,-2185,2.35294
1.555,-0.52193,8,-2193,2.35294
1.56,-0.52384,8,-2201,2.35294
1.565,-0.5255,8,-2208,2.35294
1.57,-0.52741,8,-2216,2.35294
1.575,-0.52931,8,-2224,2.35294
1.58,-0.53121,8,-2232,2.2549
1.585,-0.53312,8,-2240,2.2549
1.59,-0.53478,8,-2247,2.2549
1.595,-0.53669,8,-2255,2.2549
1.6,-0.53859,8,-2263,2.2549
1.605,-0.5405,8,-2271,2.2549
1.61,-0.54216,8,-2278,2.2549
1.615,-0.54407,8,-2286,2.2549
1.62,-0.54597,8,-2294,2.2549
1.625,-0.54787,8,-2302,2.2549
1.63,-0.54978,8,-2310,2.2549
1.635,-0.55144,8,-2317,2.2549
1.64,-0.55335,8,-2325,2.2549
1.645,-0.55525,8,-2333,2.2549
1.65,-0.55716,8,-2341,2.2549
1.655,-0.55882,8,-2348,2.2549
1.66,-0.56073,8,-2356,2.2549
1.665,-0.56263,8,-2364,2.2549
1.67,-0.56453,8,-2372,2.2549
1.675,-0.56644,8,-2380,2.2549
1.68,-0.5681,8,-2387,2.2549
1.685,-0.57001,8,-2395,2.2549
1.69,-0.57191,8,-2403,2.20261
1.695,-0.57382,8,-2411,2.20261
1.7,-0.57548,8,-2418,2.20261
1.705,-0.57739,8,-2426,2.20261
1.71,-0.57929,8,-2434,2.20261
1.715,-0.58119,8,-2442,2.20261
1.72,-0.5831,8,-2450,2.20261
1.725,-0.58476,8,-2457,2.20261
1.73,-0.58667,8,-2465,2.20261
1.735,-0.58857,8,-2473,2.20261
1.74,-0.59024,8,-2480,2.20261
1.745,-0.59214,8,-2488,2.20261
1.75,-0.59405,8,-2496,2.20261
1.755,-0.59595,8,-2504,2.20261
1.76,-0.59762,8,-2511,2.20261
1.765,-0.59952,8,-2519,2.20261
1.77,-0.60142,8,-2527,2.20261
1.775,-0.60309,8,-2534,2.20261
1.78,-0.60499,8,-2542,2.20261
1.785,-0.6069,8,-2550,2.20261
1.79,-0.6088,8,-2558,2.20261
1.795,-0.61047,8,-2565,2.3268
1.8,-0.61237,8,-2573,2.3268
1.805,-0.61428,8,-2581,2.3268
1.81,-0.61618,8,-2589,2.3268
1.815,-0.61785,8,-2596,2.3268
1.82,-0.61975,8,-2604,2.3268
1.825,-0.62165,8,-2612,2.3268
1.83,-0.62356,8,-2620,2.3268
1.835,-0.62522,8,-2627,2.3268
1.84,-0.62713,8,-2635,2.3268
1.845,-0.62903,8,-2643,2.3268
1.85,-0.6307,8,-2650,2.3268
1.855,-0.6326,8,-2658,2.3268
1.86,-0.63451,8,-2666,2.3268
1.865,-0.63641,8,-2674,2.3268
1.87,-0.63808,8,-2681,2.3268
1.875,-0.63998,8,-2689,2.3268
1.88,-0.64188,8,-2697,2.3268
1.885,-0.64379,8,-2705,2.3268
1.89,-0.64545,8,-2712,2.3268
1.895,-0.64736,8,-2720,2.3268
1.9,-0.64926,8,-2728,2.20588
1.905,-0.65117,8,-2736,2.20588
1.91,-0.65283,8,-2743,2.20588
1.915,-0.65474,8,-2751,2.20588
1.92,-0.65664,8,-2759,2.20588
1.925,-0.65831,8,-2766,2.20588
1.93,-0.66021,8,-2774,2.20588
1.935,-0.66211,8,-2782,2.20588
1.94,-0.66402,8,-2790,2.20588
1.945,-0.66592,8,-2798,2.20588
1.95,-0.66759,8,-2805,2.20588
1.955,-0.66949,8,-2813,2.20588
1.96,-0.6714,8,-2821,2.20588
1.965,-0.6733,8,-2829,2.20588
1.97,-0.67497,8,-2836,2.20588
1.975,-0.67687,8,-2844,2.20588
1.98,-0.67877,8,-2852,2.20588
1.985,-0.68068,8,-2860,2.20588
1.99,-0.68258,8,-2868,2.20588
1.995,-0.68425,8,-2875,2.20588
2,-0.68615,8,-2883,2.20588
2.005,-0.68806,8,-2891,2.20588
2.01,-0.68996,8,-2899,2.22876
2.015,-0.69163,8,-2906,2.22876
2.02,-0.69353,8,-2914,2.22876
2.025,-0.69543,8,-2922,2.22876
2.03,-0.69734,8,-2930,2.22876
2.035,-0.69924,8,-2938,2.22876
2.04,-0.70115,8,-2946,2.22876
2.045,-0.70281,8,-2953,2.22876
2.05,-0.70472,8,-2961,2.22876
2.055,-0.70662,8,-2969,2.22876
2.06,-0.70852,8,-2977,2.22876
2.065,-0.71019,8,-2984,2.22876
2.07,-0.71209,8,-2992,2.22876
2.075,-0.714,8,-3000,2.22876
2.08,-0.7159,8,-3008,2.22876
2.085,-0.71781,8,-3016,2.22876
2.09,-0.71971,8,-3024,2.22876
2.095,-0.72161,8,-3032,2.22876
2.1,-0.72328,8,-3039,2.22876
2.105,-0.72518,8,-3047,2.22876
2.11,-0.72709,8,-3055,2.22876
2.115,-0.72899,8,-3063,2.28105
2.12,-0.7309,8,-3071,2.28105
2.125,-0.73256,8,-3078,2.28105
2.13,-0.73447,8,-3086,2.28105
2.135,-0.73637,8,-3094,2.28105
2.14,-0.73827,8,-3102,2.28105
2.145,-0.74018,8,-3110,2.28105
2.15,-0.74184,8,-3117,2.28105
2.155,-0.74375,8,-3125,2.28105
2.16,-0.74565,8,-3133,2.28105
2.165,-0.74756,8,-3141,2.28105
2.17,-0.74922,8,-3148,2.28105
2.175,-0.75113,8,-3156,2.28105
2.18,-0.75303,8,-3164,2.28105
2.185,-0.75493,8,-3172,2.28105
2.19,-0.7566,8,-3179,2.28105
2.195,-0.7585,8,-3187,2.28105
2.2,-0.76041,8,-3195,2.28105
2.205,-0.76231,8,-3203,2.28105
2.21,-0.76398,8,-3210,2.28105
2.215,-0.76588,8,-3218,2.28105
2.22,-0.76779,8,-3226,2.17647
2.225,-0.76969,8,-3234,2.17647
2.23,-0.77136,8,-3241,2.17647
2.235,-0.77326,8,-3249,2.17647
2.24,-0.77516,8,-3257,2.17647
2.245,-0.77707,8,-3265,2.17647
2.25,-0.77873,8,-3272,2.17647
2.255,-0.78064,8,-3280,2.17647
2.26,-0.78254,8,-3288,2.17647
2.265,-0.78445,8,-3296,2.17647
2.27,-0.78635,8,-3304,2.17647
