Time(s),h(m),V(V),Encoder,ADC
0,0,-8,0,0.0146867
0.005,0,-8,0,0.0146867
0.01,-0.000238,-8,-1,0.0146867
0.015,-0.000476,-8,-2,0.0146867
0.02,-0.000714,-8,-3,0.0146867
0.025,-0.000952,-8,-4,0.0146867
0.03,-0.001428,-8,-6,0.0146867
0.035,-0.001904,-8,-8,0.0146867
0.04,-0.002618,-8,-11,0.0146867
0.045,-0.003094,-8,-13,0.0146867
0.05,-0.003808,-8,-16,0.0146867
0.055,-0.004522,-8,-19,0.0146867
0.06,-0.005236,-8,-22,0.0146867
0.065,-0.006188,-8,-26,0.0146867
0.07,-0.00714,-8,-30,0.0146867
0.075,-0.008092,-8,-34,0.0146867
0.08,-0.009044,-8,-38,0.0146867
0.085,-0.009996,-8,-42,0.0146867
0.09,-0.011186,-8,-47,0.0146867
0.095,-0.012138,-8,-51,-4.03268
0.1,-0.013328,-8,-56,-4.03268
0.105,-0.014518,-8,-61,-4.03268
0.11,-0.015708,-8,-66,-4.03268
0.115,-0.017136,-8,-72,-4.03268
0.12,-0.018564,-8,-78,-4.03268
0.125,-0.019754,-8,-83,-4.03268
0.13,-0.021182,-8,-89,-4.03268
0.135,-0.02261,-8,-95,-4.03268
0.14,-0.024276,-8,-102,-4.03268
0.145,-0.025704,-8,-108,-4.03268
0.15,-0.02737,-8,-115,-4.03268
0.155,-0.029036,-8,-122,-4.03268
0.16,-0.030702,-8,-129,-4.03268
0.165,-0.032368,-8,-136,-4.03268
0.17,-0.034034,-8,-143,-4.03268
0.175,-0.0357,-8,-150,-4.03268
0.18,-0.037604,-8,-158,-4.03268
0.185,-0.03927,-8,-165,-4.03268
0.19,-0.041174,-8,-173,-4.03268
0.195,-0.043078,-8,-181,-4.03268
0.2,-0.044982,-8,-189,-4.03268
0.205,-0.046886,-8,-197,-2.9902
0.21,-0.04879,-8,-205,-2.9902
0.215,-0.050694,-8,-213,-2.9902
0.22,-0.052598,-8,-221,-2.9902
0.225,-0.05474,-8,-230,-2.9902
0.23,-0.056644,-8,-238,-2.9902
0.235,-0.058548,-8,-246,-2.9902
0.24,-0.06069,-8,-255,-2.9902
0.245,-0.062832,-8,-264,-2.9902
0.25,-0.064736,-8,-272,-2.9902
0.255,-0.066878,-8,-281,-2.9902
0.26,-0.06902,-8,-290,-2.9902
0.265,-0.071162,-8,-299,-2.9902
0.27,-0.073304,-8,-308,-2.9902
0.275,-0.075684,-8,-318,-2.9902
0.28,-0.077826,-8,-327,-2.9902
0.285,-0.079968,-8,-336,-2.9902
0.29,-0.082348,-8,-346,-2.9902
0.295,-0.08449,-8,-355,-2.9902
0.3,-0.08687,-8,-365,-2.9902
0.305,-0.089012,-8,-374,-2.9902
0.31,-0.091392,-8,-384,-2.37909
0.315,-0.093772,-8,-394,-2.37909
0.32,-0.096152,-8,-404,-2.37909
0.325,-0.098532,-8,-414,-2.37909
0.33,-0.10091,-8,-424,-2.37909
0.335,-0.10329,-8,-434,-2.37909
0.34,-0.10567,-8,-444,-2.37909
0.345,-0.10805,-8,-454,-2.37909
0.35,-0.11043,-8,-464,-2.37909
0.355,-0.11281,-8,-474,-2.37909
0.36,-0.11519,-8,-484,-2.37909
0.365,-0.11757,-8,-494,-2.37909
0.37,-0.12019,-8,-505,-2.37909
0.375,-0.12257,-8,-515,-2.37909
0.38,-0.12495,-8,-525,-2.37909
0.385,-0.12757,-8,-536,-2.37909
0.39,-0.12995,-8,-546,-2.37909
0.395,-0.13233,-8,-556,-2.37909
0.4,-0.13495,-8,-567,-2.37909
0.405,-0.13756,-8,-578,-2.37909
0.41,-0.13994,-8,-588,-2.37909
0.415,-0.14256,-8,-599,-1.71895
0.42,-0.14494,-8,-609,-1.71895
0.425,-0.14756,-8,-620,-1.71895
0.43,-0.15018,-8,-631,-1.71895
0.435,-0.1528,-8,-642,-1.71895
0.44,-0.15518,-8,-652,-1.71895
0.445,-0.15779,-8,-663,-1.71895
0.45,-0.16041,-8,-674,-1.71895
0.455,-0.16303,-8,-685,-1.71895
0.46,-0.16565,-8,-696,-1.71895
0.465,-0.16827,-8,-707,-1.71895
0.47,-0.17088,-8,-718,-1.71895
0.475,-0.1735,-8,-729,-1.71895
0.48,-0.17612,-8,-740,-1.71895
0.485,-0.17874,-8,-751,-1.71895
0.49,-0.18136,-8,-762,-1.71895
0.495,-0.18397,-8,-773,-1.71895
0.5,-0.18659,-8,-784,-1.71895
0.505,-0.18921,-8,-795,-1.71895
0.51,-0.19183,-8,-806,-1.71895
0.515,-0.19445,-8,-817,-1.71895
0.52,-0.19706,-8,-828,-1.46732
0.525,-0.19968,-8,-839,-1.46732
0.53,-0.20254,-8,-851,-1.46732
0.535,-0.20516,-8,-862,-1.46732
0.54,-0.20777,-8,-873,-1.46732
0.545,-0.21039,-8,-884,-1.46732
0.55,-0.21325,-8,-896,-1.46732
0.555,-0.21587,-8,-907,-1.46732
0.56,-0.21848,-8,-918,-1.46732
0.565,-0.2211,-8,-929,-1.46732
0.57,-0.22396,-8,-941,-1.46732
0.575,-0.22658,-8,-952,-1.46732
0.58,-0.22943,-8,-964,-1.46732
0.585,-0.23205,-8,-975,-1.46732
0.59,-0.23467,-8,-986,-1.46732
0.595,-0.23752,-8,-998,-1.46732
0.6,-0.24014,-8,-1009,-1.46732
0.605,-0.243,-8,-1021,-1.46732
0.61,-0.24562,-8,-1032,-1.46732
0.615,-0.24847,-8,-1044,-1.46732
0.62,-0.25109,-8,-1055,-1.46732
0.625,-0.25395,-8,-1067,-1.46732
0.63,-0.25656,-8,-1078,-1.33007
0.635,-0.25942,-8,-1090,-1.33007
0.64,-0.26228,-8,-1102,-1.33007
0.645,-0.26489,-8,-1113,-1.33007
0.65,-0.26775,-8,-1125,-1.33007
0.655,-0.27037,-8,-1136,-1.33007
0.66,-0.27322,-8,-1148,-1.33007
0.665,-0.27584,-8,-1159,-1.33007
0.67,-0.2787,-8,-1171,-1.33007
0.675,-0.28132,-8,-1182,-1.33007
0.68,-0.28417,-8,-1194,-1.33007
0.685,-0.28703,-8,-1206,-1.33007
0.69,-0.28965,-8,-1217,-1.33007
0.695,-0.2925,-8,-1229,-1.33007
0.7,-0.29512,-8,-1240,-1.33007
0.705,-0.29798,-8,-1252,-1.33007
0.71,-0.30083,-8,-1264,-1.33007
0.715,-0.30345,-8,-1275,-1.33007
0.72,-0.30631,-8,-1287,-1.33007
0.725,-0.30916,-8,-1299,-1.33007
0.73,-0.31178,-8,-1310,-1.33007
