Time(s),h(m),V(V),Encoder,ADC
0,0,8,0,0.0176855
0.005,0,8,0,0.0176855
0.01,0,8,0,0.0176855
0.015,0.000238,8,1,0.0176855
0.02,0.000476,8,2,0.0176855
0.025,0.000714,8,3,0.0176855
0.03,0.00119,8,5,0.0176855
0.035,0.001666,8,7,0.0176855
0.04,0.002142,8,9,0.0176855
0.045,0.002856,8,12,0.0176855
0.05,0.00357,8,15,0.0176855
0.055,0.004284,8,18,0.0176855
0.06,0.004998,8,21,0.0176855
0.065,0.00595,8,25,0.0176855
0.07,0.006902,8,29,0.0176855
0.075,0.007854,8,33,0.0176855
0.08,0.009044,8,38,0.0176855
0.085,0.009996,8,42,0.0176855
0.09,0.011186,8,47,0.0176855
0.095,0.012376,8,52,0.0176855
0.1,0.013804,8,58,4.12418
0.105,0.014994,8,63,4.12418
0.11,0.016422,8,69,4.12418
0.115,0.01785,8,75,4.12418
0.12,0.019278,8,81,4.12418
0.125,0.020706,8,87,4.12418
0.13,0.022134,8,93,4.12418
0.135,0.0238,8,100,4.12418
0.14,0.025466,8,107,4.12418
0.145,0.027132,8,114,4.12418
0.15,0.028798,8,121,4.12418
0.155,0.030464,8,128,4.12418
0.16,0.032368,8,136,4.12418
0.165,0.034034,8,143,4.12418
0.17,0.035938,8,151,4.12418
0.175,0.037842,8,159,4.12418
0.18,0.039746,8,167,4.12418
0.185,0.04165,8,175,4.12418
0.19,0.043554,8,183,4.12418
0.195,0.045458,8,191,4.12418
0.2,0.0476,8,200,4.12418
0.205,0.049504,8,208,2.58824
0.21,0.051646,8,217,2.58824
0.215,0.053788,8,226,2.58824
0.22,0.05593,8,235,2.58824
0.225,0.057834,8,243,2.58824
0.23,0.060214,8,253,2.58824
0.235,0.062356,8,262,2.58824
0.24,0.064498,8,271,2.58824
0.245,0.06664,8,280,2.58824
0.25,0.06902,8,290,2.58824
0.255,0.071162,8,299,2.58824
0.26,0.073542,8,309,2.58824
0.265,0.075922,8,319,2.58824
0.27,0.078302,8,329,2.58824
0.275,0.080444,8,338,2.58824
0.28,0.082824,8,348,2.58824
0.285,0.085204,8,358,2.58824
0.29,0.087822,8,369,2.58824
0.295,0.090202,8,379,2.58824
0.3,0.092582,8,389,2.58824
0.305,0.094962,8,399,2.58824
0.31,0.097342,8,409,2.58824
0.315,0.09996,8,420,2.00654
0.32,0.10234,8,430,2.00654
0.325,0.10496,8,441,2.00654
0.33,0.10758,8,452,2.00654
0.335,0.10996,8,462,2.00654
0.34,0.11257,8,473,2.00654
0.345,0.11519,8,484,2.00654
0.35,0.11781,8,495,2.00654
0.355,0.12043,8,506,2.00654
0.36,0.12305,8,517,2.00654
0.365,0.12566,8,528,2.00654
0.37,0.12828,8,539,2.00654
0.375,0.1309,8,550,2.00654
0.38,0.13352,8,561,2.00654
0.385,0.13614,8,572,2.00654
0.39,0.13899,8,584,2.00654
0.395,0.14161,8,595,2.00654
0.4,0.14423,8,606,2.00654
0.405,0.14685,8,617,2.00654
0.41,0.1497,8,629,2.00654
0.415,0.15232,8,640,2.00654
0.42,0.15518,8,652,1.57843
0.425,0.15779,8,663,1.57843
0.43,0.16065,8,675,1.57843
0.435,0.16351,8,687,1.57843
0.44,0.16612,8,698,1.57843
0.445,0.16898,8,710,1.57843
0.45,0.17184,8,722,1.57843
0.455,0.17445,8,733,1.57843
0.46,0.17731,8,745,1.57843
0.465,0.18017,8,757,1.57843
0.47,0.18302,8,769,1.57843
0.475,0.18588,8,781,1.57843
0.48,0.18873,8,793,1.57843
0.485,0.19135,8,804,1.57843
0.49,0.19421,8,816,1.57843
0.495,0.19706,8,828,1.57843
0.5,0.19992,8,840,1.57843
0.505,0.20278,8,852,1.57843
