Time(s),h(m),V(V),Encoder,ADC
0,0,8,0,0.0278354
0.005,0.000238,8,1,0.0278354
0.01,0.000238,8,1,0.0278354
0.015,0.000476,8,2,0.0278354
0.02,0.000952,8,4,0.0278354
0.025,0.00119,8,5,0.0278354
0.03,0.001666,8,7,0.0278354
0.035,0.002142,8,9,0.0278354
0.04,0.002856,8,12,0.0278354
0.045,0.003332,8,14,0.0278354
0.05,0.004046,8,17,0.0278354
0.055,0.00476,8,20,0.0278354
0.06,0.005712,8,24,0.0278354
0.065,0.006426,8,27,0.0278354
0.07,0.007378,8,31,0.0278354
0.075,0.00833,8,35,0.0278354
0.08,0.009282,8,39,0.0278354
0.085,0.010472,8,44,0.0278354
0.09,0.011424,8,48,0.0278354
0.095,0.012614,8,53,4.37255
0.1,0.013566,8,57,4.37255
0.105,0.014756,8,62,4.37255
0.11,0.015946,8,67,4.37255
0.115,0.017136,8,72,4.37255
0.12,0.018326,8,77,4.37255
0.125,0.019516,8,82,4.37255
0.13,0.020706,8,87,4.37255
0.135,0.021896,8,92,4.37255
0.14,0.023324,8,98,4.37255
0.145,0.024514,8,103,4.37255
0.15,0.025704,8,108,4.37255
0.155,0.027132,8,114,4.37255
0.16,0.028322,8,119,4.37255
0.165,0.029512,8,124,4.37255
0.17,0.030702,8,129,4.37255
0.175,0.03213,8,135,4.37255
0.18,0.03332,8,140,4.37255
0.185,0.034748,8,146,4.37255
0.19,0.035938,8,151,4.37255
0.195,0.037128,8,156,4.37255
0.2,0.038556,8,162,3.38562
0.205,0.039984,8,168,3.38562
0.21,0.041174,8,173,3.38562
0.215,0.042602,8,179,3.38562
0.22,0.04403,8,185,3.38562
0.225,0.04522,8,190,3.38562
0.23,0.046648,8,196,3.38562
0.235,0.048076,8,202,3.38562
0.24,0.049504,8,208,3.38562
0.245,0.050932,8,214,3.38562
0.25,0.05236,8,220,3.38562
0.255,0.053788,8,226,3.38562
0.26,0.055454,8,233,3.38562
0.265,0.056882,8,239,3.38562
0.27,0.058548,8,246,3.38562
0.275,0.059976,8,252,3.38562
0.28,0.061642,8,259,3.38562
0.285,0.063308,8,266,3.38562
0.29,0.064974,8,273,3.38562
0.295,0.06664,8,280,3.38562
0.3,0.068306,8,287,3.38562
0.305,0.069972,8,294,3.06209
0.31,0.071638,8,301,3.06209
0.315,0.073304,8,308,3.06209
0.32,0.07497,8,315,3.06209
0.325,0.076636,8,322,3.06209
0.33,0.07854,8,330,3.06209
0.335,0.080206,8,337,3.06209
0.34,0.081872,8,344,3.06209
0.345,0.083538,8,351,3.06209
0.35,0.085442,8,359,3.06209
0.355,0.087108,8,366,3.06209
0.36,0.088774,8,373,3.06209
0.365,0.090678,8,381,3.06209
0.37,0.092344,8,388,3.06209
0.375,0.09401,8,395,3.06209
0.38,0.095914,8,403,3.06209
0.385,0.09758,8,410,3.06209
0.39,0.099246,8,417,3.06209
0.395,0.10115,8,425,3.06209
0.4,0.10282,8,432,3.06209
0.405,0.10472,8,440,3.06209
0.41,0.10639,8,447,3.06209
0.415,0.10805,8,454,2.66013
0.42,0.10996,8,462,2.66013
0.425,0.11162,8,469,2.66013
0.43,0.11329,8,476,2.66013
0.435,0.11519,8,484,2.66013
0.44,0.1171,8,492,2.66013
0.445,0.11876,8,499,2.66013
0.45,0.12067,8,507,2.66013
0.455,0.12233,8,514,2.66013
0.46,0.12424,8,522,2.66013
0.465,0.12614,8,530,2.66013
0.47,0.12781,8,537,2.66013
0.475,0.12971,8,545,2.66013
0.48,0.13161,8,553,2.66013
0.485,0.13352,8,561,2.66013
0.49,0.13542,8,569,2.66013
0.495,0.13733,8,577,2.66013
0.5,0.13923,8,585,2.66013
0.505,0.14113,8,593,2.66013
