Time(s),h(m),V(V),Encoder,ADC
0,0,-8,0,0.0704345
0.005,-0.000238,-8,-1,0.0704345
0.01,-0.000238,-8,-1,0.0704345
0.015,-0.000714,-8,-3,0.0704345
0.02,-0.000952,-8,-4,0.0704345
0.025,-0.001428,-8,-6,0.0704345
0.03,-0.001904,-8,-8,0.0704345
0.035,-0.002618,-8,-11,0.0704345
0.04,-0.003332,-8,-14,0.0704345
0.045,-0.004046,-8,-17,0.0704345
0.05,-0.00476,-8,-20,0.0704345
0.055,-0.005474,-8,-23,0.0704345
0.06,-0.006426,-8,-27,0.0704345
0.065,-0.007378,-8,-31,0.0704345
0.07,-0.00833,-8,-35,0.0704345
0.075,-0.00952,-8,-40,0.0704345
0.08,-0.010472,-8,-44,0.0704345
0.085,-0.011662,-8,-49,0.0704345
0.09,-0.012852,-8,-54,0.0704345
0.095,-0.014042,-8,-59,0.0704345
0.1,-0.015232,-8,-64,-4.04248
0.105,-0.016422,-8,-69,-4.04248
0.11,-0.01785,-8,-75,-4.04248
0.115,-0.01904,-8,-80,-4.04248
0.12,-0.020468,-8,-86,-4.04248
0.125,-0.021658,-8,-91,-4.04248
0.13,-0.023086,-8,-97,-4.04248
0.135,-0.024514,-8,-103,-4.04248
0.14,-0.025704,-8,-108,-4.04248
0.145,-0.027132,-8,-114,-4.04248
0.15,-0.02856,-8,-120,-4.04248
0.155,-0.029988,-8,-126,-4.04248
0.16,-0.031178,-8,-131,-4.04248
0.165,-0.032606,-8,-137,-4.04248
0.17,-0.034034,-8,-143,-4.04248
0.175,-0.035462,-8,-149,-4.04248
0.18,-0.036652,-8,-154,-4.04248
0.185,-0.03808,-8,-160,-4.04248
0.19,-0.039508,-8,-166,-4.04248
0.195,-0.040698,-8,-171,-4.04248
0.2,-0.042126,-8,-177,-4.04248
0.205,-0.043554,-8,-183,-3.20261
0.21,-0.044744,-8,-188,-3.20261
0.215,-0.045934,-8,-193,-3.20261
0.22,-0.047362,-8,-199,-3.20261
0.225,-0.04879,-8,-205,-3.20261
0.23,-0.04998,-8,-210,-3.20261
0.235,-0.05117,-8,-215,-3.20261
0.24,-0.052598,-8,-221,-3.20261
0.245,-0.054026,-8,-227,-3.20261
0.25,-0.055216,-8,-232,-3.20261
0.255,-0.056644,-8,-238,-3.20261
0.26,-0.057834,-8,-243,-3.20261
0.265,-0.059262,-8,-249,-3.20261
0.27,-0.06069,-8,-255,-3.20261
0.275,-0.062118,-8,-261,-3.20261
0.28,-0.063308,-8,-266,-3.20261
0.285,-0.064736,-8,-272,-3.20261
0.29,-0.066164,-8,-278,-3.20261
0.295,-0.067592,-8,-284,-3.20261
0.3,-0.06902,-8,-290,-3.20261
0.305,-0.070448,-8,-296,-3.20261
0.31,-0.071876,-8,-302,-3.20261
0.315,-0.073542,-8,-309,-2.99346
0.32,-0.07497,-8,-315,-2.99346
0.325,-0.076398,-8,-321,-2.99346
0.33,-0.077826,-8,-327,-2.99346
0.335,-0.079492,-8,-334,-2.99346
0.34,-0.08092,-8,-340,-2.99346
0.345,-0.082586,-8,-347,-2.99346
0.35,-0.084014,-8,-353,-2.99346
0.355,-0.085442,-8,-359,-2.99346
0.36,-0.087108,-8,-366,-2.99346
0.365,-0.088774,-8,-373,-2.99346
0.37,-0.090202,-8,-379,-2.99346
0.375,-0.091868,-8,-386,-2.99346
0.38,-0.093534,-8,-393,-2.99346
0.385,-0.094962,-8,-399,-2.99346
0.39,-0.096628,-8,-406,-2.99346
0.395,-0.098294,-8,-413,-2.99346
0.4,-0.099722,-8,-419,-2.99346
0.405,-0.10139,-8,-426,-2.99346
0.41,-0.10305,-8,-433,-2.99346
0.415,-0.10472,-8,-440,-2.99346
0.42,-0.10639,-8,-447,-2.81046
0.425,-0.10781,-8,-453,-2.81046
0.43,-0.10948,-8,-460,-2.81046
0.435,-0.11115,-8,-467,-2.81046
0.44,-0.11281,-8,-474,-2.81046
0.445,-0.11448,-8,-481,-2.81046
0.45,-0.11591,-8,-487,-2.81046
0.455,-0.11757,-8,-494,-2.81046
0.46,-0.11924,-8,-501,-2.81046
0.465,-0.12067,-8,-507,-2.81046
0.47,-0.12233,-8,-514,-2.81046
0.475,-0.12376,-8,-520,-2.81046
0.48,-0.12543,-8,-527,-2.81046
0.485,-0.12709,-8,-534,-2.81046
0.49,-0.12852,-8,-540,-2.81046
0.495,-0.13019,-8,-547,-2.81046
0.5,-0.13161,-8,-553,-2.81046
0.505,-0.13328,-8,-560,-2.81046
0.51,-0.13495,-8,-567,-2.81046
0.515,-0.13637,-8,-573,-2.81046
0.52,-0.13804,-8,-580,-2.81046
0.525,-0.13971,-8,-587,-2.76797
0.53,-0.14113,-8,-593,-2.76797
0.535,-0.1428,-8,-600,-2.76797
0.54,-0.14447,-8,-607,-2.76797
0.545,-0.14613,-8,-614,-2.76797
0.55,-0.1478,-8,-621,-2.76797
0.555,-0.14946,-8,-628,-2.76797
0.56,-0.15113,-8,-635,-2.76797
0.565,-0.1528,-8,-642,-2.76797
0.57,-0.15446,-8,-649,-2.76797
0.575,-0.15613,-8,-656,-2.76797
0.58,-0.15779,-8,-663,-2.76797
0.585,-0.15946,-8,-670,-2.76797
0.59,-0.16113,-8,-677,-2.76797
0.595,-0.16279,-8,-684,-2.76797
0.6,-0.16446,-8,-691,-2.76797
0.605,-0.16612,-8,-698,-2.76797
0.61,-0.16779,-8,-705,-2.76797
0.615,-0.16946,-8,-712,-2.76797
0.62,-0.17112,-8,-719,-2.76797
0.625,-0.17279,-8,-726,-2.76797
0.63,-0.17445,-8,-733,-2.76797
0.635,-0.17636,-8,-741,-2.77778
0.64,-0.17802,-8,-748,-2.77778
0.645,-0.17969,-8,-755,-2.77778
0.65,-0.18136,-8,-762,-2.77778
0.655,-0.18302,-8,-769,-2.77778
0.66,-0.18469,-8,-776,-2.77778
0.665,-0.18635,-8,-783,-2.77778
0.67,-0.18826,-8,-791,-2.77778
0.675,-0.18992,-8,-798,-2.77778
0.68,-0.19159,-8,-805,-2.77778
0.685,-0.19326,-8,-812,-2.77778
0.69,-0.19492,-8,-819,-2.77778
0.695,-0.19659,-8,-826,-2.77778
0.7,-0.19825,-8,-833,-2.77778
0.705,-0.19992,-8,-840,-2.77778
0.71,-0.20159,-8,-847,-2.77778
0.715,-0.20325,-8,-854,-2.77778
0.72,-0.20492,-8,-861,-2.77778
0.725,-0.20658,-8,-868,-2.77778
0.73,-0.20825,-8,-875,-2.77778
0.735,-0.20992,-8,-882,-2.77778
0.74,-0.21158,-8,-889,-2.65359
0.745,-0.21325,-8,-896,-2.65359
0.75,-0.21491,-8,-903,-2.65359
0.755,-0.21658,-8,-910,-2.65359
0.76,-0.21825,-8,-917,-2.65359
0.765,-0.22015,-8,-925,-2.65359
0.77,-0.22182,-8,-932,-2.65359
0.775,-0.22348,-8,-939,-2.65359
0.78,-0.22515,-8,-946,-2.65359
0.785,-0.22681,-8,-953,-2.65359
0.79,-0.22848,-8,-960,-2.65359
0.795,-0.23015,-8,-967,-2.65359
0.8,-0.23205,-8,-975,-2.65359
0.805,-0.23372,-8,-982,-2.65359
0.81,-0.23538,-8,-989,-2.65359
0.815,-0.23705,-8,-996,-2.65359
0.82,-0.23871,-8,-1003,-2.65359
0.825,-0.24062,-8,-1011,-2.65359
0.83,-0.24228,-8,-1018,-2.65359
0.835,-0.24395,-8,-1025,-2.65359
0.84,-0.24562,-8,-1032,-2.65359
0.845,-0.24752,-8,-1040,-2.42157
0.85,-0.24919,-8,-1047,-2.42157
0.855,-0.25085,-8,-1054,-2.42157
0.86,-0.25252,-8,-1061,-2.42157
0.865,-0.25442,-8,-1069,-2.42157
0.87,-0.25609,-8,-1076,-2.42157
0.875,-0.25775,-8,-1083,-2.42157
0.88,-0.25966,-8,-1091,-2.42157
0.885,-0.26132,-8,-1098,-2.42157
0.89,-0.26299,-8,-1105,-2.42157
0.895,-0.26489,-8,-1113,-2.42157
0.9,-0.26656,-8,-1120,-2.42157
0.905,-0.26823,-8,-1127,-2.42157
0.91,-0.26989,-8,-1134,-2.42157
0.915,-0.27156,-8,-1141,-2.42157
0.92,-0.27346,-8,-1149,-2.42157
0.925,-0.27513,-8,-1156,-2.42157
0.93,-0.27679,-8,-1163,-2.42157
0.935,-0.2787,-8,-1171,-2.42157
0.94,-0.28036,-8,-1178,-2.42157
0.945,-0.28203,-8,-1185,-2.42157
0.95,-0.2837,-8,-1192,-2.54575
0.955,-0.28536,-8,-1199,-2.54575
0.96,-0.28727,-8,-1207,-2.54575
0.965,-0.28893,-8,-1214,-2.54575
0.97,-0.2906,-8,-1221,-2.54575
0.975,-0.29226,-8,-1228,-2.54575
0.98,-0.29393,-8,-1235,-2.54575
0.985,-0.29583,-8,-1243,-2.54575
0.99,-0.2975,-8,-1250,-2.54575
0.995,-0.29917,-8,-1257,-2.54575
1,-0.30083,-8,-1264,-2.54575
1.005,-0.30274,-8,-1272,-2.54575
1.01,-0.3044,-8,-1279,-2.54575
1.015,-0.30607,-8,-1286,-2.54575
1.02,-0.30773,-8,-1293,-2.54575
1.025,-0.30964,-8,-1301,-2.54575
1.03,-0.3113,-8,-1308,-2.54575
1.035,-0.31297,-8,-1315,-2.54575
1.04,-0.31487,-8,-1323,-2.54575
1.045,-0.31654,-8,-1330,-2.54575
1.05,-0.31821,-8,-1337,-2.54575
1.055,-0.31987,-8,-1344,-2.54575
1.06,-0.32178,-8,-1352,-2.5719
1.065,-0.32344,-8,-1359,-2.5719
1.07,-0.32511,-8,-1366,-2.5719
1.075,-0.32677,-8,-1373,-2.5719
1.08,-0.32868,-8,-1381,-2.5719
1.085,-0.33034,-8,-1388,-2.5719
1.09,-0.33201,-8,-1395,-2.5719
1.095,-0.33391,-8,-1403,-2.5719
1.1,-0.33558,-8,-1410,-2.5719
1.105,-0.33725,-8,-1417,-2.5719
1.11,-0.33915,-8,-1425,-2.5719
1.115,-0.34082,-8,-1432,-2.5719
1.12,-0.34248,-8,-1439,-2.5719
1.125,-0.34439,-8,-1447,-2.5719
1.13,-0.34605,-8,-1454,-2.5719
1.135,-0.34772,-8,-1461,-2.5719
1.14,-0.34938,-8,-1468,-2.5719
1.145,-0.35129,-8,-1476,-2.5719
1.15,-0.35295,-8,-1483,-2.5719
1.155,-0.35462,-8,-1490,-2.5719
1.16,-0.35629,-8,-1497,-2.5719
1.165,-0.35819,-8,-1505,-2.80392
1.17,-0.35986,-8,-1512,-2.80392
1.175,-0.36152,-8,-1519,-2.80392
1.18,-0.36343,-8,-1527,-2.80392
1.185,-0.36509,-8,-1534,-2.80392
1.19,-0.36676,-8,-1541,-2.80392
1.195,-0.36866,-8,-1549,-2.80392
1.2,-0.37033,-8,-1556,-2.80392
1.205,-0.37199,-8,-1563,-2.80392
1.21,-0.37366,-8,-1570,-2.80392
1.215,-0.37533,-8,-1577,-2.80392
1.22,-0.37723,-8,-1585,-2.80392
1.225,-0.3789,-8,-1592,-2.80392
1.23,-0.38056,-8,-1599,-2.80392
1.235,-0.38247,-8,-1607,-2.80392
1.24,-0.38413,-8,-1614,-2.80392
1.245,-0.3858,-8,-1621,-2.80392
1.25,-0.3877,-8,-1629,-2.80392
1.255,-0.38937,-8,-1636,-2.80392
1.26,-0.39103,-8,-1643,-2.80392
1.265,-0.39294,-8,-1651,-2.80392
1.27,-0.3946,-8,-1658,-2.93791
1.275,-0.39627,-8,-1665,-2.93791
1.28,-0.39817,-8,-1673,-2.93791
1.285,-0.39984,-8,-1680,-2.93791
1.29,-0.4015,-8,-1687,-2.93791
1.295,-0.40341,-8,-1695,-2.93791
1.3,-0.40507,-8,-1702,-2.93791
1.305,-0.40674,-8,-1709,-2.93791
1.31,-0.40864,-8,-1717,-2.93791
1.315,-0.41031,-8,-1724,-2.93791
1.32,-0.41198,-8,-1731,-2.93791
1.325,-0.41388,-8,-1739,-2.93791
1.33,-0.41555,-8,-1746,-2.93791
1.335,-0.41721,-8,-1753,-2.93791
1.34,-0.41912,-8,-1761,-2.93791
