Time(s),h(m),V(V),Encoder,ADC
0,0,8,0,-1
0.005,0,8,0,-1
0.01,0,8,0,-231
0.015,-0.00023799,8,-1,-231
0.02,-0.00071398,8,-3,-231
0.025,-0.001428,8,-6,-224
0.03,-0.0021419,8,-9,-224
0.035,-0.0028559,8,-12,-224
0.04,-0.0035699,8,-15,-224
0.045,-0.0045219,8,-19,-193
0.05,-0.0057118,8,-24,-193
0.055,-0.0069018,8,-29,-193
0.06,-0.0080917,8,-34,-159
0.065,-0.0092817,8,-39,-159
0.07,-0.01071,8,-45,-159
0.075,-0.012138,8,-51,-159
0.08,-0.013566,8,-57,-156
0.085,-0.014994,8,-63,-156
0.09,-0.016421,8,-69,-156
0.095,-0.018087,8,-76,-127
0.1,-0.019515,8,-82,-127
0.105,-0.021181,8,-89,-127
0.11,-0.022847,8,-96,-127
0.115,-0.024513,8,-103,-127
0.12,-0.026179,8,-110,-127
0.125,-0.027845,8,-117,-127
0.13,-0.029273,8,-123,-127
0.135,-0.031177,8,-131,-126
0.14,-0.032605,8,-137,-126
0.145,-0.034509,8,-145,-126
0.15,-0.035937,8,-151,-127
0.155,-0.037841,8,-159,-127
0.16,-0.039507,8,-166,-127
0.165,-0.041173,8,-173,-127
0.17,-0.042839,8,-180,-127
0.175,-0.044505,8,-187,-127
0.18,-0.046171,8,-194,-127
0.185,-0.047836,8,-201,-127
0.19,-0.04974,8,-209,-127
0.195,-0.051406,8,-216,-127
0.2,-0.053072,8,-223,-127
0.205,-0.054976,8,-231,-127
0.21,-0.056642,8,-238,-127
0.215,-0.058546,8,-246,-127
0.22,-0.06045,8,-254,-103
0.225,-0.062354,8,-262,-103
0.23,-0.064258,8,-270,-103
0.235,-0.066162,8,-278,-103
0.24,-0.068304,8,-287,-88
0.245,-0.070208,8,-295,-88
0.25,-0.072112,8,-303,-88
0.255,-0.074254,8,-312,-96
0.26,-0.076396,8,-321,-96
0.265,-0.078538,8,-330,-96
0.27,-0.080679,8,-339,-96
0.275,-0.082821,8,-348,-96
0.28,-0.084963,8,-357,-96
0.285,-0.087105,8,-366,-96
0.29,-0.089247,8,-375,-99
0.295,-0.091627,8,-385,-99
0.3,-0.093769,8,-394,-99
0.305,-0.096149,8,-404,-99
0.31,-0.098291,8,-413,-79
0.315,-0.10067,8,-423,-79
0.32,-0.10281,8,-432,-79
0.325,-0.10519,8,-442,-79
0.33,-0.10733,8,-451,-79
0.335,-0.10971,8,-461,-79
0.34,-0.11209,8,-471,-79
0.345,-0.11424,8,-480,-96
0.35,-0.11662,8,-490,-96
0.355,-0.11876,8,-499,-96
0.36,-0.12114,8,-509,-96
0.365,-0.12352,8,-519,-96
0.37,-0.12566,8,-528,-96
0.375,-0.12804,8,-538,-96
0.38,-0.13018,8,-547,-97
0.385,-0.13256,8,-557,-97
0.39,-0.1347,8,-566,-97
0.395,-0.13708,8,-576,-97
0.4,-0.13923,8,-585,-88
0.405,-0.14161,8,-595,-88
0.41,-0.14375,8,-604,-88
0.415,-0.14613,8,-614,-88
0.42,-0.14827,8,-623,-88
0.425,-0.15065,8,-633,-88
0.43,-0.15303,8,-643,-88
0.435,-0.15517,8,-652,-96
0.44,-0.15755,8,-662,-96
0.445,-0.15969,8,-671,-96
0.45,-0.16207,8,-681,-88
0.455,-0.16445,8,-691,-88
0.46,-0.16683,8,-701,-88
0.465,-0.16921,8,-711,-88
0.47,-0.17135,8,-720,-88
0.475,-0.17373,8,-730,-88
0.48,-0.17611,8,-740,-88
0.485,-0.17849,8,-750,-88
0.49,-0.18087,8,-760,-88
0.495,-0.18325,8,-770,-88
0.5,-0.18563,8,-780,-88
0.505,-0.18801,8,-790,-92
0.51,-0.19039,8,-800,-92
0.515,-0.19301,8,-811,-92
0.52,-0.19539,8,-821,-92
0.525,-0.19777,8,-831,-88
0.53,-0.20015,8,-841,-88
0.535,-0.20253,8,-851,-88
0.54,-0.20491,8,-861,-88
0.545,-0.20729,8,-871,-88
0.55,-0.20967,8,-881,-88
0.555,-0.21205,8,-891,-88
0.56,-0.21467,8,-902,-78
0.565,-0.21705,8,-912,-78
0.57,-0.21943,8,-922,-78
