Time(s),h(m),V(V),Encoder,ADC
0,0,-5,0,1
0.005,0,-5,0,1
0.01,0,-5,0,1
0.015,-0.00023799,-5,-1,-225
0.02,-0.00047598,-5,-2,-225
0.025,-0.00071398,-5,-3,-225
0.03,-0.00119,-5,-5,-225
0.035,-0.0016659,-5,-7,-259
0.04,-0.0021419,-5,-9,-259
0.045,-0.0026179,-5,-11,-259
0.05,-0.0033319,-5,-14,-259
0.055,-0.0038079,-5,-16,-172
0.06,-0.0045219,-5,-19,-172
0.065,-0.0052358,-5,-22,-172
0.07,-0.0061878,-5,-26,-159
0.075,-0.0069018,-5,-29,-159
0.08,-0.0078538,-5,-33,-159
0.085,-0.0085677,-5,-36,-159
0.09,-0.0095197,-5,-40,-184
0.095,-0.010472,-5,-44,-184
0.1,-0.011424,-5,-48,-184
0.105,-0.012376,-5,-52,-167
0.11,-0.013328,-5,-56,-167
0.115,-0.01428,-5,-60,-167
0.12,-0.015232,-5,-64,-167
0.125,-0.016421,-5,-69,-176
0.13,-0.017373,-5,-73,-176
0.135,-0.018325,-5,-77,-176
0.14,-0.019515,-5,-82,-176
0.145,-0.020467,-5,-86,-176
0.15,-0.021419,-5,-90,-176
0.155,-0.022371,-5,-94,-176
0.16,-0.023561,-5,-99,-177
0.165,-0.024513,-5,-103,-177
0.17,-0.025465,-5,-107,-177
0.175,-0.026417,-5,-111,-176
0.18,-0.027369,-5,-115,-176
0.185,-0.028321,-5,-119,-176
0.19,-0.029273,-5,-123,-176
0.195,-0.030225,-5,-127,-184
0.2,-0.031177,-5,-131,-184
0.205,-0.032129,-5,-135,-184
0.21,-0.033081,-5,-139,-167
0.215,-0.034033,-5,-143,-167
0.22,-0.034985,-5,-147,-167
0.225,-0.035937,-5,-151,-167
0.23,-0.036889,-5,-155,-177
0.235,-0.037841,-5,-159,-177
0.24,-0.038793,-5,-163,-177
0.245,-0.039745,-5,-167,-177
0.25,-0.040935,-5,-172,-127
0.255,-0.041887,-5,-176,-127
0.26,-0.042839,-5,-180,-127
0.265,-0.043791,-5,-184,-159
0.27,-0.044981,-5,-189,-159
0.275,-0.045933,-5,-193,-159
0.28,-0.047123,-5,-198,-159
0.285,-0.048074,-5,-202,-172
0.29,-0.049264,-5,-207,-172
0.295,-0.050454,-5,-212,-172
0.3,-0.051406,-5,-216,-127
0.305,-0.052596,-5,-221,-127
0.31,-0.053786,-5,-226,-127
0.315,-0.054976,-5,-231,-127
