Time(s),h(m),V(V),Encoder,ADC
0,0,10,0,1
0.005,0,10,0,1
0.01,-0.00023799,10,-1,1
0.015,-0.00071398,10,-3,1
0.02,-0.00119,10,-5,-231
0.025,-0.0019039,10,-8,-231
0.03,-0.0028559,10,-12,-231
0.035,-0.0038079,10,-16,-199
0.04,-0.0049978,10,-21,-199
0.045,-0.0061878,10,-26,-199
0.05,-0.0076158,10,-32,-199
0.055,-0.0090437,10,-38,-159
0.06,-0.01071,10,-45,-159
0.065,-0.012376,10,-52,-159
0.07,-0.014042,10,-59,-120
0.075,-0.015945,10,-67,-120
0.08,-0.017611,10,-74,-120
0.085,-0.019753,10,-83,-120
0.09,-0.021657,10,-91,-124
0.095,-0.023561,10,-99,-124
0.1,-0.025703,10,-108,-124
0.105,-0.027845,10,-117,-92
0.11,-0.029987,10,-126,-92
0.115,-0.031891,10,-134,-92
0.12,-0.034033,10,-143,-92
0.125,-0.036175,10,-152,-103
0.13,-0.038317,10,-161,-103
0.135,-0.040459,10,-170,-103
0.14,-0.042601,10,-179,-103
0.145,-0.044743,10,-188,-103
0.15,-0.046885,10,-197,-103
0.155,-0.049026,10,-206,-103
0.16,-0.051168,10,-215,-88
0.165,-0.05331,10,-224,-88
0.17,-0.055452,10,-233,-88
0.175,-0.057594,10,-242,-112
0.18,-0.059974,10,-252,-112
0.185,-0.062116,10,-261,-112
0.19,-0.064258,10,-270,-112
0.195,-0.0664,10,-279,-103
0.2,-0.068542,10,-288,-103
0.205,-0.070922,10,-298,-103
0.21,-0.073302,10,-308,-103
0.215,-0.075444,10,-317,-99
0.22,-0.077824,10,-327,-99
0.225,-0.080203,10,-337,-99
0.23,-0.082345,10,-346,-88
0.235,-0.084725,10,-356,-88
0.24,-0.087343,10,-367,-88
0.245,-0.089723,10,-377,-88
0.25,-0.092103,10,-387,-63
0.255,-0.094721,10,-398,-63
0.26,-0.097101,10,-408,-63
0.265,-0.099719,10,-419,-71
0.27,-0.10234,10,-430,-71
0.275,-0.10495,10,-441,-71
0.28,-0.10757,10,-452,-71
0.285,-0.11019,10,-463,-78
0.29,-0.11281,10,-474,-78
0.295,-0.11566,10,-486,-78
0.3,-0.11828,10,-497,-71
0.305,-0.1209,10,-508,-71
0.31,-0.12376,10,-520,-71
0.315,-0.12637,10,-531,-71
0.32,-0.12923,10,-543,-63
0.325,-0.13185,10,-554,-63
0.33,-0.1347,10,-566,-63
0.335,-0.13756,10,-578,-63
0.34,-0.14018,10,-589,-63
0.345,-0.14303,10,-601,-63
0.35,-0.14565,10,-612,-63
0.355,-0.14851,10,-624,-63
0.36,-0.15136,10,-636,-63
0.365,-0.15398,10,-647,-63
0.37,-0.15684,10,-659,-63
0.375,-0.15945,10,-670,-63
0.38,-0.16231,10,-682,-63
0.385,-0.16493,10,-693,-63
0.39,-0.16778,10,-705,-71
0.395,-0.1704,10,-716,-71
0.4,-0.17326,10,-728,-71
0.405,-0.17588,10,-739,-71
0.41,-0.17849,10,-750,-63
0.415,-0.18135,10,-762,-63
0.42,-0.18397,10,-773,-63
0.425,-0.18682,10,-785,-71
0.43,-0.18944,10,-796,-71
0.435,-0.1923,10,-808,-71
0.44,-0.19492,10,-819,-71
0.445,-0.19753,10,-830,-63
0.45,-0.20039,10,-842,-63
0.455,-0.20325,10,-854,-63
0.46,-0.20586,10,-865,-63
0.465,-0.20872,10,-877,-63
0.47,-0.21134,10,-888,-63
0.475,-0.21419,10,-900,-63
0.48,-0.21705,10,-912,-60
0.485,-0.21967,10,-923,-60
0.49,-0.22252,10,-935,-60
0.495,-0.22538,10,-947,-63
0.5,-0.228,10,-958,-63
0.505,-0.23085,10,-970,-63
0.51,-0.23371,10,-982,-63
0.515,-0.23656,10,-994,-63
0.52,-0.23942,10,-1006,-63
0.525,-0.24228,10,-1018,-63
0.53,-0.24513,10,-1030,-63
0.535,-0.24799,10,-1042,-63
0.54,-0.25061,10,-1053,-63
0.545,-0.25346,10,-1065,-63
0.55,-0.25632,10,-1077,-63
0.555,-0.25917,10,-1089,-63
0.56,-0.26203,10,-1101,-63
0.565,-0.26489,10,-1113,-63
0.57,-0.26774,10,-1125,-63
0.575,-0.2706,10,-1137,-63
0.58,-0.27322,10,-1148,-63
0.585,-0.27607,10,-1160,-63
0.59,-0.27893,10,-1172,-63
0.595,-0.28178,10,-1184,-63
0.6,-0.28464,10,-1196,-63
0.605,-0.28749,10,-1208,-63
0.61,-0.29011,10,-1219,-63
0.615,-0.29297,10,-1231,-63
0.62,-0.29582,10,-1243,-63
0.625,-0.29868,10,-1255,-63
0.63,-0.3013,10,-1266,-63
0.635,-0.30415,10,-1278,-63
