Time(s),h(m),V(V),Encoder,ADC
0,0,6,0,1
0.005,0,6,0,1
0.01,0,6,0,1
0.015,-0.00023799,6,-1,1
0.02,-0.00047598,6,-2,-216
0.025,-0.00071398,6,-3,-216
0.03,-0.00119,6,-5,-216
0.035,-0.0019039,6,-8,-192
0.04,-0.0023799,6,-10,-192
0.045,-0.0030939,6,-13,-192
0.05,-0.0038079,6,-16,-192
0.055,-0.0047598,6,-20,-177
0.06,-0.0057118,6,-24,-177
0.065,-0.0066638,6,-28,-177
0.07,-0.0076158,6,-32,-177
0.075,-0.0085677,6,-36,-143
0.08,-0.0097577,6,-41,-143
0.085,-0.01071,6,-45,-143
0.09,-0.0119,6,-50,-159
0.095,-0.01309,6,-55,-159
0.1,-0.01428,6,-60,-159
0.105,-0.01547,6,-65,-159
0.11,-0.016897,6,-71,-152
0.115,-0.018087,6,-76,-152
0.12,-0.019277,6,-81,-152
0.125,-0.020467,6,-86,-152
0.13,-0.021895,6,-92,-152
0.135,-0.023085,6,-97,-152
0.14,-0.024513,6,-103,-152
0.145,-0.025703,6,-108,-143
0.15,-0.026893,6,-113,-143
0.155,-0.028321,6,-119,-143
0.16,-0.029511,6,-124,-159
0.165,-0.030701,6,-129,-159
0.17,-0.032129,6,-135,-159
0.175,-0.033319,6,-140,-159
0.18,-0.034509,6,-145,-120
0.185,-0.035937,6,-151,-120
0.19,-0.037127,6,-156,-120
0.195,-0.038317,6,-161,-127
0.2,-0.039745,6,-167,-127
0.205,-0.040935,6,-172,-127
0.21,-0.042363,6,-178,-127
0.215,-0.043553,6,-183,-143
0.22,-0.044743,6,-188,-143
0.225,-0.046171,6,-194,-143
0.23,-0.047598,6,-200,-143
0.235,-0.049026,6,-206,-143
0.24,-0.050454,6,-212,-143
0.245,-0.051882,6,-218,-143
0.25,-0.05331,6,-224,-142
0.255,-0.054738,6,-230,-142
0.26,-0.056166,6,-236,-142
0.265,-0.057594,6,-242,-142
0.27,-0.05926,6,-249,-127
0.275,-0.060926,6,-256,-127
0.28,-0.062354,6,-262,-127
0.285,-0.06402,6,-269,-96
0.29,-0.065686,6,-276,-96
0.295,-0.06759,6,-284,-96
0.3,-0.069256,6,-291,-96
0.305,-0.07116,6,-299,-108
0.31,-0.072826,6,-306,-108
0.315,-0.07473,6,-314,-108
0.32,-0.076634,6,-322,-113
0.325,-0.078538,6,-330,-113
0.33,-0.080441,6,-338,-113
0.335,-0.082107,6,-345,-113
0.34,-0.084011,6,-353,-92
0.345,-0.085915,6,-361,-92
0.35,-0.087819,6,-369,-92
0.355,-0.089485,6,-376,-120
0.36,-0.091389,6,-384,-120
0.365,-0.093293,6,-392,-120
0.37,-0.094959,6,-399,-120
0.375,-0.096625,6,-406,-126
0.38,-0.098529,6,-414,-126
0.385,-0.10019,6,-421,-126
0.39,-0.10186,6,-428,-127
0.395,-0.10353,6,-435,-127
0.4,-0.10519,6,-442,-127
0.405,-0.10686,6,-449,-127
0.41,-0.10852,6,-456,-127
0.415,-0.11019,6,-463,-127
0.42,-0.11186,6,-470,-127
0.425,-0.11352,6,-477,-120
0.43,-0.11519,6,-484,-120
0.435,-0.11685,6,-491,-120
0.44,-0.11852,6,-498,-120
0.445,-0.11995,6,-504,-99
0.45,-0.12185,6,-512,-99
0.455,-0.12352,6,-519,-99
0.46,-0.12518,6,-526,-99
0.465,-0.12685,6,-533,-127
0.47,-0.12852,6,-540,-127
0.475,-0.13042,6,-548,-127
0.48,-0.13209,6,-555,-99
0.485,-0.13399,6,-563,-99
0.49,-0.13566,6,-570,-99
0.495,-0.13756,6,-578,-99
0.5,-0.13946,6,-586,-112
0.505,-0.14137,6,-594,-112
0.51,-0.14327,6,-602,-112
0.515,-0.14518,6,-610,-124
0.52,-0.14708,6,-618,-124
0.525,-0.14898,6,-626,-124
0.53,-0.15089,6,-634,-124
0.535,-0.15279,6,-642,-112
0.54,-0.1547,6,-650,-112
0.545,-0.15684,6,-659,-112
0.55,-0.15874,6,-667,-108
0.555,-0.16064,6,-675,-108
0.56,-0.16279,6,-684,-108
0.565,-0.16469,6,-692,-108
0.57,-0.16659,6,-700,-120
0.575,-0.1685,6,-708,-120
0.58,-0.17064,6,-717,-120
0.585,-0.17254,6,-725,-112
0.59,-0.17445,6,-733,-112
0.595,-0.17635,6,-741,-112
0.6,-0.17849,6,-750,-112
0.605,-0.1804,6,-758,-112
0.61,-0.1823,6,-766,-112
0.615,-0.18421,6,-774,-112
0.62,-0.18611,6,-782,-112
0.625,-0.18801,6,-790,-112
0.63,-0.18992,6,-798,-112
0.635,-0.19182,6,-806,-112
0.64,-0.19373,6,-814,-97
0.645,-0.19539,6,-821,-97
0.65,-0.1973,6,-829,-97
0.655,-0.1992,6,-837,-97
0.66,-0.2011,6,-845,-113
0.665,-0.20301,6,-853,-113
0.67,-0.20491,6,-861,-113
0.675,-0.20682,6,-869,-112
0.68,-0.20872,6,-877,-112
0.685,-0.21062,6,-885,-112
0.69,-0.21253,6,-893,-112
0.695,-0.21443,6,-901,-103
0.7,-0.21634,6,-909,-103
0.705,-0.21848,6,-918,-103
0.71,-0.22038,6,-926,-103
0.715,-0.22228,6,-934,-103
0.72,-0.22419,6,-942,-103
0.725,-0.22609,6,-950,-103
0.73,-0.22823,6,-959,-97
0.735,-0.23014,6,-967,-97
0.74,-0.23204,6,-975,-97
0.745,-0.23418,6,-984,-99
0.75,-0.23609,6,-992,-99
0.755,-0.23799,6,-1000,-99
0.76,-0.24013,6,-1009,-99
0.765,-0.24204,6,-1017,-103
0.77,-0.24394,6,-1025,-103
0.775,-0.24608,6,-1034,-103
0.78,-0.24799,6,-1042,-103
0.785,-0.24989,6,-1050,-103
0.79,-0.2518,6,-1058,-103
0.795,-0.2537,6,-1066,-103
0.8,-0.2556,6,-1074,-103
0.805,-0.25775,6,-1083,-103
0.81,-0.25965,6,-1091,-103
0.815,-0.26155,6,-1099,-96
0.82,-0.26346,6,-1107,-96
0.825,-0.26536,6,-1115,-96
