Time(s),h(m),V(V),Encoder,ADC
0,0,-8,0,1
0.005,0,-8,0,1
0.01,-0.00023799,-8,-1,1
0.015,-0.00047598,-8,-2,-287
0.02,-0.00095197,-8,-4,-287
0.025,-0.0016659,-8,-7,-287
0.03,-0.0023799,-8,-10,-287
0.035,-0.0030939,-8,-13,-199
0.04,-0.0040459,-8,-17,-199
0.045,-0.0049978,-8,-21,-199
0.05,-0.0059498,-8,-25,-176
0.055,-0.0071398,-8,-30,-176
0.06,-0.0083297,-8,-35,-176
0.065,-0.0097577,-8,-41,-176
0.07,-0.010948,-8,-46,-127
0.075,-0.012376,-8,-52,-127
0.08,-0.013804,-8,-58,-127
0.085,-0.01547,-8,-65,-152
0.09,-0.016897,-8,-71,-152
0.095,-0.018563,-8,-78,-152
0.1,-0.019991,-8,-84,-152
0.105,-0.021657,-8,-91,-127
0.11,-0.023323,-8,-98,-127
0.115,-0.024989,-8,-105,-127
0.12,-0.026655,-8,-112,-127
0.125,-0.028559,-8,-120,-127
0.13,-0.030225,-8,-127,-127
0.135,-0.032129,-8,-135,-127
0.14,-0.033795,-8,-142,-124
0.145,-0.035699,-8,-150,-124
0.15,-0.037603,-8,-158,-124
0.155,-0.039745,-8,-167,-124
0.16,-0.041649,-8,-175,-112
0.165,-0.043791,-8,-184,-112
0.17,-0.045695,-8,-192,-112
0.175,-0.047836,-8,-201,-112
0.18,-0.049978,-8,-210,-112
0.185,-0.052358,-8,-220,-112
0.19,-0.0545,-8,-229,-112
0.195,-0.056642,-8,-238,-97
0.2,-0.059022,-8,-248,-97
0.205,-0.061402,-8,-258,-97
0.21,-0.063782,-8,-268,-103
0.215,-0.066162,-8,-278,-103
0.22,-0.068542,-8,-288,-103
0.225,-0.070922,-8,-298,-103
0.23,-0.073302,-8,-308,-96
0.235,-0.07592,-8,-319,-96
0.24,-0.0783,-8,-329,-96
0.245,-0.080917,-8,-340,-92
0.25,-0.083297,-8,-350,-92
0.255,-0.085677,-8,-360,-92
0.26,-0.088295,-8,-371,-92
0.265,-0.090913,-8,-382,-88
0.27,-0.093531,-8,-393,-88
0.275,-0.096149,-8,-404,-88
0.28,-0.098767,-8,-415,-71
0.285,-0.10138,-8,-426,-71
0.29,-0.104,-8,-437,-71
0.295,-0.10662,-8,-448,-71
0.3,-0.10948,-8,-460,-63
0.305,-0.11209,-8,-471,-63
0.31,-0.11471,-8,-482,-63
0.315,-0.11757,-8,-494,-63
0.32,-0.12019,-8,-505,-63
0.325,-0.1228,-8,-516,-63
0.33,-0.12566,-8,-528,-63
0.335,-0.12828,-8,-539,-60
0.34,-0.1309,-8,-550,-60
0.345,-0.13351,-8,-561,-60
0.35,-0.13613,-8,-572,-60
0.355,-0.13899,-8,-584,-63
0.36,-0.14161,-8,-595,-63
0.365,-0.14422,-8,-606,-63
0.37,-0.14684,-8,-617,-78
0.375,-0.14946,-8,-628,-78
0.38,-0.15232,-8,-640,-78
0.385,-0.15493,-8,-651,-78
0.39,-0.15755,-8,-662,-78
0.395,-0.16017,-8,-673,-78
0.4,-0.16302,-8,-685,-78
0.405,-0.16564,-8,-696,-63
0.41,-0.1685,-8,-708,-63
0.415,-0.17135,-8,-720,-63
0.42,-0.17397,-8,-731,-63
0.425,-0.17683,-8,-743,-76
0.43,-0.17968,-8,-755,-76
0.435,-0.18254,-8,-767,-76
0.44,-0.1854,-8,-779,-60
0.445,-0.18825,-8,-791,-60
0.45,-0.19111,-8,-803,-60
0.455,-0.19396,-8,-815,-60
0.46,-0.19682,-8,-827,-60
0.465,-0.19968,-8,-839,-60
0.47,-0.20253,-8,-851,-60
0.475,-0.20539,-8,-863,-60
0.48,-0.20824,-8,-875,-60
0.485,-0.2111,-8,-887,-60
0.49,-0.21396,-8,-899,-60
0.495,-0.21681,-8,-911,-56
0.5,-0.21967,-8,-923,-56
0.505,-0.22228,-8,-934,-56
0.51,-0.22514,-8,-946,-56
0.515,-0.228,-8,-958,-63
0.52,-0.23085,-8,-970,-63
0.525,-0.23371,-8,-982,-63
0.53,-0.23656,-8,-994,-62
0.535,-0.23942,-8,-1006,-62
