Time(s),h(m),V(V),Encoder,ADC
0,0,8,0,-1
0.005,-0.00023799,8,-1,-256
0.01,-0.00047598,8,-2,-256
0.015,-0.00095197,8,-4,-256
0.02,-0.001428,8,-6,-227
0.025,-0.0023799,8,-10,-227
0.03,-0.0030939,8,-13,-227
0.035,-0.0040459,8,-17,-227
0.04,-0.0049978,8,-21,-184
0.045,-0.0061878,8,-26,-184
0.05,-0.0073778,8,-31,-184
0.055,-0.0088057,8,-37,-127
0.06,-0.0099957,8,-42,-127
0.065,-0.011424,8,-48,-127
0.07,-0.01309,8,-55,-127
0.075,-0.014518,8,-61,-127
0.08,-0.016183,8,-68,-127
0.085,-0.017849,8,-75,-127
0.09,-0.019515,8,-82,-127
0.095,-0.021181,8,-89,-127
0.1,-0.023085,8,-97,-127
0.105,-0.024751,8,-104,-127
0.11,-0.026655,8,-112,-127
0.115,-0.028559,8,-120,-127
0.12,-0.030463,8,-128,-127
0.125,-0.032367,8,-136,-127
0.13,-0.034271,8,-144,-120
0.135,-0.036175,8,-152,-120
0.14,-0.038079,8,-160,-120
0.145,-0.040221,8,-169,-112
0.15,-0.042363,8,-178,-112
0.155,-0.044505,8,-187,-112
0.16,-0.046647,8,-196,-112
0.165,-0.048788,8,-205,-79
0.17,-0.05093,8,-214,-79
0.175,-0.05331,8,-224,-79
0.18,-0.05569,8,-234,-92
0.185,-0.05807,8,-244,-92
0.19,-0.06045,8,-254,-92
0.195,-0.06283,8,-264,-92
0.2,-0.06521,8,-274,-63
0.205,-0.067828,8,-285,-63
0.21,-0.070208,8,-295,-63
0.215,-0.072826,8,-306,-71
0.22,-0.075206,8,-316,-71
0.225,-0.077824,8,-327,-71
0.23,-0.080441,8,-338,-71
0.235,-0.083059,8,-349,-79
0.24,-0.085677,8,-360,-79
0.245,-0.088295,8,-371,-79
0.25,-0.090913,8,-382,-63
0.255,-0.093531,8,-393,-63
0.26,-0.096149,8,-404,-63
0.265,-0.098767,8,-415,-63
0.27,-0.10138,8,-426,-63
0.275,-0.104,8,-437,-63
0.28,-0.10686,8,-449,-63
0.285,-0.10948,8,-460,-76
0.29,-0.11209,8,-471,-76
0.295,-0.11471,8,-482,-76
0.3,-0.11733,8,-493,-76
0.305,-0.12019,8,-505,-63
0.31,-0.1228,8,-516,-63
0.315,-0.12542,8,-527,-63
0.32,-0.12828,8,-539,-63
0.325,-0.1309,8,-550,-63
0.33,-0.13375,8,-562,-63
0.335,-0.13661,8,-574,-63
0.34,-0.13923,8,-585,-63
0.345,-0.14208,8,-597,-63
0.35,-0.14494,8,-609,-63
0.355,-0.14779,8,-621,-63
0.36,-0.15065,8,-633,-56
0.365,-0.15351,8,-645,-56
0.37,-0.15636,8,-657,-56
0.375,-0.15922,8,-669,-63
0.38,-0.16207,8,-681,-63
0.385,-0.16493,8,-693,-63
0.39,-0.16778,8,-705,-63
0.395,-0.17088,8,-718,-62
0.4,-0.17373,8,-730,-62
