Time(s),h(m),V(V),Encoder,ADC
0,0,6,0,-1
0.005,0,6,0,-1
0.01,-0.00023799,6,-1,-225
0.015,-0.00071398,6,-3,-225
0.02,-0.00119,6,-5,-225
0.025,-0.0016659,6,-7,-225
0.03,-0.0021419,6,-9,-192
0.035,-0.0028559,6,-12,-192
0.04,-0.0038079,6,-16,-192
0.045,-0.0045219,6,-19,-177
0.05,-0.0054738,6,-23,-177
0.055,-0.0064258,6,-27,-177
0.06,-0.0073778,6,-31,-177
0.065,-0.0083297,6,-35,-159
0.07,-0.0095197,6,-40,-159
0.075,-0.01071,6,-45,-159
0.08,-0.0119,6,-50,-159
0.085,-0.01309,6,-55,-127
0.09,-0.01428,6,-60,-127
0.095,-0.015708,6,-66,-127
0.1,-0.016897,6,-71,-152
0.105,-0.018325,6,-77,-152
0.11,-0.019753,6,-83,-152
0.115,-0.021181,6,-89,-152
0.12,-0.022609,6,-95,-159
0.125,-0.024037,6,-101,-159
0.13,-0.025703,6,-108,-159
0.135,-0.027131,6,-114,-120
0.14,-0.028797,6,-121,-120
0.145,-0.030225,6,-127,-120
0.15,-0.031891,6,-134,-120
0.155,-0.033557,6,-141,-127
0.16,-0.035461,6,-149,-127
0.165,-0.037127,6,-156,-127
0.17,-0.038793,6,-163,-120
0.175,-0.040697,6,-171,-120
0.18,-0.042601,6,-179,-120
0.185,-0.044505,6,-187,-120
0.19,-0.046409,6,-195,-88
0.195,-0.048312,6,-203,-88
0.2,-0.050216,6,-211,-88
0.205,-0.05212,6,-219,-88
0.21,-0.054262,6,-228,-88
0.215,-0.056404,6,-237,-88
0.22,-0.058308,6,-245,-88
0.225,-0.06045,6,-254,-96
0.23,-0.062592,6,-263,-96
0.235,-0.064496,6,-271,-96
0.24,-0.066638,6,-280,-103
0.245,-0.06878,6,-289,-103
0.25,-0.070922,6,-298,-103
0.255,-0.073064,6,-307,-103
0.26,-0.075206,6,-316,-97
0.265,-0.077348,6,-325,-97
0.27,-0.079489,6,-334,-97
0.275,-0.081631,6,-343,-97
0.28,-0.083773,6,-352,-88
0.285,-0.085915,6,-361,-88
0.29,-0.088295,6,-371,-88
0.295,-0.090437,6,-380,-88
0.3,-0.092579,6,-389,-88
0.305,-0.094959,6,-399,-88
0.31,-0.097101,6,-408,-88
0.315,-0.099243,6,-417,-71
0.32,-0.10162,6,-427,-71
0.325,-0.10376,6,-436,-71
0.33,-0.10614,6,-446,-88
0.335,-0.10852,6,-456,-88
0.34,-0.11067,6,-465,-88
0.345,-0.11305,6,-475,-88
0.35,-0.11543,6,-485,-88
0.355,-0.11781,6,-495,-88
0.36,-0.12019,6,-505,-88
0.365,-0.12257,6,-515,-78
0.37,-0.12495,6,-525,-78
0.375,-0.12733,6,-535,-78
0.38,-0.12971,6,-545,-78
0.385,-0.13232,6,-556,-71
0.39,-0.1347,6,-566,-71
0.395,-0.13708,6,-576,-71
0.4,-0.13946,6,-586,-63
0.405,-0.14208,6,-597,-63
0.41,-0.14446,6,-607,-63
0.415,-0.14684,6,-617,-63
0.42,-0.14922,6,-627,-63
0.425,-0.15184,6,-638,-63
0.43,-0.15422,6,-648,-63
0.435,-0.1566,6,-658,-88
0.44,-0.15922,6,-669,-88
0.445,-0.1616,6,-679,-88
0.45,-0.16398,6,-689,-88
0.455,-0.16659,6,-700,-63
0.46,-0.16897,6,-710,-63
0.465,-0.17159,6,-721,-63
0.47,-0.17397,6,-731,-63
0.475,-0.17659,6,-742,-63
0.48,-0.17897,6,-752,-63
0.485,-0.18159,6,-763,-63
0.49,-0.18397,6,-773,-63
0.495,-0.18659,6,-784,-63
0.5,-0.1892,6,-795,-63
0.505,-0.19182,6,-806,-63
0.51,-0.1942,6,-816,-71
0.515,-0.19682,6,-827,-71
0.52,-0.19944,6,-838,-71
0.525,-0.20206,6,-849,-63
0.53,-0.20444,6,-859,-63
0.535,-0.20705,6,-870,-63
0.54,-0.20967,6,-881,-63
0.545,-0.21229,6,-892,-71
0.55,-0.21491,6,-903,-71
0.555,-0.21729,6,-913,-71
0.56,-0.21991,6,-924,-79
0.565,-0.22252,6,-935,-79
0.57,-0.22514,6,-946,-79
0.575,-0.22776,6,-957,-79
0.58,-0.23014,6,-967,-63
0.585,-0.23276,6,-978,-63
0.59,-0.23537,6,-989,-63
0.595,-0.23799,6,-1000,-71
0.6,-0.24061,6,-1011,-71
0.605,-0.24299,6,-1021,-71
0.61,-0.24561,6,-1032,-71
0.615,-0.24823,6,-1043,-71
0.62,-0.25084,6,-1054,-71
0.625,-0.25346,6,-1065,-71
0.63,-0.25584,6,-1075,-71
0.635,-0.25846,6,-1086,-71
0.64,-0.26108,6,-1097,-71
0.645,-0.2637,6,-1108,-71
0.65,-0.26631,6,-1119,-63
0.655,-0.26893,6,-1130,-63
0.66,-0.27155,6,-1141,-63
0.665,-0.27417,6,-1152,-63
0.67,-0.27679,6,-1163,-60
0.675,-0.2794,6,-1174,-60
0.68,-0.28202,6,-1185,-60
0.685,-0.28464,6,-1196,-71
0.69,-0.28726,6,-1207,-71
0.695,-0.28987,6,-1218,-71
0.7,-0.29249,6,-1229,-71
0.705,-0.29511,6,-1240,-63
0.71,-0.29773,6,-1251,-63
0.715,-0.30035,6,-1262,-63
0.72,-0.30296,6,-1273,-63
0.725,-0.30558,6,-1284,-63
0.73,-0.3082,6,-1295,-63
0.735,-0.31082,6,-1306,-63
0.74,-0.31344,6,-1317,-71
0.745,-0.31605,6,-1328,-71
0.75,-0.31867,6,-1339,-71
0.755,-0.32129,6,-1350,-56
0.76,-0.32391,6,-1361,-56
0.765,-0.32653,6,-1372,-56
0.77,-0.32914,6,-1383,-56
0.775,-0.33176,6,-1394,-63
0.78,-0.33438,6,-1405,-63
0.785,-0.337,6,-1416,-63
0.79,-0.33962,6,-1427,-63
0.795,-0.34223,6,-1438,-63
0.8,-0.34485,6,-1449,-63
0.805,-0.34747,6,-1460,-63
0.81,-0.35009,6,-1471,-60
0.815,-0.35294,6,-1483,-60
