Time(s),h(m),V(V),Encoder,ADC
0,0,-6,0,1
0.005,0,-6,0,1
0.01,-0.00023799,-6,-1,1
0.015,-0.00047598,-6,-2,-256
0.02,-0.00071398,-6,-3,-256
0.025,-0.00095197,-6,-4,-256
0.03,-0.001428,-6,-6,-256
0.035,-0.0021419,-6,-9,-224
0.04,-0.0028559,-6,-12,-224
0.045,-0.0033319,-6,-14,-224
0.05,-0.0042839,-6,-18,-176
0.055,-0.0049978,-6,-21,-176
0.06,-0.0057118,-6,-24,-176
0.065,-0.0066638,-6,-28,-176
0.07,-0.0076158,-6,-32,-199
0.075,-0.0085677,-6,-36,-199
0.08,-0.0095197,-6,-40,-199
0.085,-0.01071,-6,-45,-199
0.09,-0.011662,-6,-49,-192
0.095,-0.012852,-6,-54,-192
0.1,-0.014042,-6,-59,-192
0.105,-0.015232,-6,-64,-127
0.11,-0.016421,-6,-69,-127
0.115,-0.017611,-6,-74,-127
0.12,-0.018801,-6,-79,-127
0.125,-0.019991,-6,-84,-152
0.13,-0.021419,-6,-90,-152
0.135,-0.022847,-6,-96,-152
0.14,-0.024037,-6,-101,-158
0.145,-0.025465,-6,-107,-158
0.15,-0.026893,-6,-113,-158
0.155,-0.028321,-6,-119,-158
0.16,-0.029987,-6,-126,-127
0.165,-0.031415,-6,-132,-127
0.17,-0.033081,-6,-139,-127
0.175,-0.034747,-6,-146,-143
0.18,-0.036175,-6,-152,-143
0.185,-0.037841,-6,-159,-143
0.19,-0.039745,-6,-167,-143
0.195,-0.041411,-6,-174,-142
0.2,-0.043077,-6,-181,-142
0.205,-0.044981,-6,-189,-142
0.21,-0.046647,-6,-196,-124
0.215,-0.04855,-6,-204,-124
0.22,-0.050454,-6,-212,-124
0.225,-0.052358,-6,-220,-124
0.23,-0.054262,-6,-228,-124
0.235,-0.056166,-6,-236,-124
0.24,-0.05807,-6,-244,-124
0.245,-0.059974,-6,-252,-124
0.25,-0.061878,-6,-260,-124
0.255,-0.063782,-6,-268,-124
0.26,-0.065686,-6,-276,-124
0.265,-0.067828,-6,-285,-127
0.27,-0.069732,-6,-293,-127
0.275,-0.071636,-6,-301,-127
0.28,-0.073778,-6,-310,-127
0.285,-0.075682,-6,-318,-99
0.29,-0.077824,-6,-327,-99
0.295,-0.079727,-6,-335,-99
0.3,-0.081869,-6,-344,-96
0.305,-0.084011,-6,-353,-96
0.31,-0.085915,-6,-361,-96
0.315,-0.088057,-6,-370,-96
0.32,-0.090199,-6,-379,-103
0.325,-0.092341,-6,-388,-103
0.33,-0.094483,-6,-397,-103
0.335,-0.096625,-6,-406,-96
0.34,-0.098767,-6,-415,-96
0.345,-0.10091,-6,-424,-96
0.35,-0.10305,-6,-433,-96
0.355,-0.10543,-6,-443,-79
0.36,-0.10757,-6,-452,-79
0.365,-0.10971,-6,-461,-79
0.37,-0.11209,-6,-471,-88
0.375,-0.11424,-6,-480,-88
0.38,-0.11662,-6,-490,-88
0.385,-0.11876,-6,-499,-88
0.39,-0.12114,-6,-509,-88
0.395,-0.12328,-6,-518,-88
0.4,-0.12566,-6,-528,-88
0.405,-0.1278,-6,-537,-97
0.41,-0.13018,-6,-547,-97
0.415,-0.13232,-6,-556,-97
0.42,-0.1347,-6,-566,-97
0.425,-0.13708,-6,-576,-96
0.43,-0.13923,-6,-585,-96
0.435,-0.14161,-6,-595,-96
0.44,-0.14375,-6,-604,-79
0.445,-0.14613,-6,-614,-79
0.45,-0.14851,-6,-624,-79
0.455,-0.15065,-6,-633,-79
0.46,-0.15303,-6,-643,-96
0.465,-0.15541,-6,-653,-96
0.47,-0.15779,-6,-663,-96
0.475,-0.15993,-6,-672,-96
0.48,-0.16231,-6,-682,-81
0.485,-0.16469,-6,-692,-81
0.49,-0.16707,-6,-702,-81
0.495,-0.16945,-6,-712,-96
0.5,-0.17183,-6,-722,-96
0.505,-0.17421,-6,-732,-96
0.51,-0.17659,-6,-742,-96
0.515,-0.17897,-6,-752,-76
0.52,-0.18135,-6,-762,-76
0.525,-0.18373,-6,-772,-76
0.53,-0.18611,-6,-782,-103
0.535,-0.18849,-6,-792,-103
0.54,-0.19087,-6,-802,-103
0.545,-0.19349,-6,-813,-103
0.55,-0.19587,-6,-823,-92
0.555,-0.19825,-6,-833,-92
0.56,-0.20063,-6,-843,-92
0.565,-0.20301,-6,-853,-92
0.57,-0.20539,-6,-863,-92
0.575,-0.20801,-6,-874,-92
0.58,-0.21039,-6,-884,-92
0.585,-0.21277,-6,-894,-79
0.59,-0.21515,-6,-904,-79
0.595,-0.21753,-6,-914,-79
0.6,-0.22014,-6,-925,-79
0.605,-0.22252,-6,-935,-79
0.61,-0.2249,-6,-945,-79
0.615,-0.22752,-6,-956,-79
0.62,-0.2299,-6,-966,-79
0.625,-0.23228,-6,-976,-79
0.63,-0.2349,-6,-987,-79
0.635,-0.23728,-6,-997,-71
0.64,-0.23966,-6,-1007,-71
0.645,-0.24228,-6,-1018,-71
0.65,-0.24466,-6,-1028,-71
0.655,-0.24727,-6,-1039,-79
0.66,-0.24965,-6,-1049,-79
0.665,-0.25227,-6,-1060,-79
0.67,-0.25465,-6,-1070,-79
0.675,-0.25703,-6,-1080,-88
0.68,-0.25965,-6,-1091,-88
0.685,-0.26203,-6,-1101,-88
0.69,-0.26465,-6,-1112,-79
0.695,-0.26703,-6,-1122,-79
0.7,-0.26941,-6,-1132,-79
0.705,-0.27203,-6,-1143,-79
0.71,-0.27464,-6,-1154,-88
0.715,-0.27702,-6,-1164,-88
0.72,-0.2794,-6,-1174,-88
0.725,-0.28202,-6,-1185,-92
0.73,-0.2844,-6,-1195,-92
0.735,-0.28702,-6,-1206,-92
0.74,-0.2894,-6,-1216,-92
0.745,-0.29202,-6,-1227,-96
0.75,-0.2944,-6,-1237,-96
0.755,-0.29701,-6,-1248,-96
0.76,-0.29939,-6,-1258,-76
0.765,-0.30201,-6,-1269,-76
0.77,-0.30463,-6,-1280,-76
0.775,-0.30701,-6,-1290,-76
