Program Started
I AM THE MPU6050
Time (s),ENCODER_RIGHT,ax (g),az (g),gy (d/s)
0,0,16526,-2040,28
0.005,0,16526,-2040,28
0.01,0,16526,-2040,28
0.015,0,16526,-2040,28
0.02,0,16526,-2040,28
0.025,0,16526,-2040,28
0.03,0,16526,-2040,28
0.035,0,16526,-2040,28
0.04,0,16526,-2040,28
0.045,0,16526,-2040,28
0.05,0,16526,-2040,28
0.055,0,16526,-2040,28
0.06,0,16526,-2040,28
0.065,0,16526,-2040,28
0.07,0,16526,-2040,28
0.075,0,16526,-2040,28
0.08,0,16526,-2040,28
0.085,0,16526,-2040,28
0.09,0,16542,-2134,-17
0.095,0,16542,-2134,-17
0.1,0,16542,-2134,-17
0.105,0,16542,-2134,-17
0.11,0,16542,-2134,-17
0.115,0,16542,-2134,-17
0.12,0,16542,-2134,-17
0.125,0,16542,-2134,-17
0.13,0,16542,-2134,-17
0.135,0,16542,-2134,-17
0.14,0,16542,-2134,-17
0.145,0,16542,-2134,-17
0.15,0,16542,-2134,-17
0.155,0,16542,-2134,-17
0.16,0,16542,-2134,-17
0.165,0,16542,-2134,-17
0.17,0,16542,-2134,-17
0.175,0,16542,-2134,-17
0.18,0,16542,-2134,-17
0.185,0,16542,-2134,-17
0.19,0,16558,-2276,1
0.195,0,16558,-2276,1
0.2,0,16558,-2276,1
0.205,0,16558,-2276,1
0.21,0,16558,-2276,1
0.215,0,16558,-2276,1
0.22,0,16558,-2276,1
0.225,0,16558,-2276,1
0.23,0,16558,-2276,1
0.235,0,16558,-2276,1
0.24,0,16558,-2276,1
0.245,0,16558,-2276,1
0.25,0,16558,-2276,1
0.255,0,16558,-2276,1
0.26,0,16558,-2276,1
0.265,0,16558,-2276,1
0.27,0,16558,-2276,1
0.275,0,16558,-2276,1
0.28,0,16558,-2276,1
0.285,0,16558,-2276,1
0.29,0,16518,-2186,2
0.295,0,16518,-2186,2
0.3,0,16518,-2186,2
0.305,0,16518,-2186,2
0.31,0,16518,-2186,2
0.315,0,16518,-2186,2
0.32,0,16518,-2186,2
0.325,0,16518,-2186,2
0.33,0,16518,-2186,2
0.335,0,16518,-2186,2
0.34,0,16518,-2186,2
0.345,0,16518,-2186,2
0.35,0,16518,-2186,2
0.355,0,16518,-2186,2
0.36,0,16518,-2186,2
0.365,0,16518,-2186,2
0.37,0,16518,-2186,2
0.375,0,16518,-2186,2
0.38,0,16518,-2186,2
0.385,0,16518,-2186,2
0.39,0,16562,-2184,-13
0.395,0,16562,-2184,-13
0.4,0,16562,-2184,-13
0.405,0,16562,-2184,-13
0.41,0,16562,-2184,-13
0.415,0,16562,-2184,-13
0.42,0,16562,-2184,-13
0.425,0,16562,-2184,-13
0.43,0,16562,-2184,-13
0.435,0,16562,-2184,-13
0.44,0,16562,-2184,-13
0.445,0,16562,-2184,-13
0.45,0,16562,-2184,-13
0.455,0,16562,-2184,-13
0.46,0,16562,-2184,-13
0.465,0,16562,-2184,-13
0.47,0,16562,-2184,-13
0.475,0,16562,-2184,-13
0.48,0,16562,-2184,-13
0.485,0,16562,-2184,-13
0.49,0,16564,-2276,-7
0.495,0,16564,-2276,-7
0.5,0,16564,-2276,-7
0.505,0,16564,-2276,-7
0.51,0,16564,-2276,-7
0.515,0,16564,-2276,-7
0.52,0,16564,-2276,-7
0.525,0,16564,-2276,-7
0.53,0,16564,-2276,-7
0.535,0,16564,-2276,-7
0.54,0,16564,-2276,-7
0.545,0,16564,-2276,-7
0.55,0,16564,-2276,-7
0.555,0,16564,-2276,-7
0.56,0,16564,-2276,-7
0.565,0,16564,-2276,-7
0.57,0,16564,-2276,-7
0.575,0,16564,-2276,-7
0.58,0,16564,-2276,-7
0.585,0,16564,-2276,-7
0.59,0,16606,-2236,15
0.595,0,16606,-2236,15
0.6,0,16606,-2236,15
0.605,0,16606,-2236,15
0.61,0,16606,-2236,15
0.615,0,16606,-2236,15
0.62,0,16606,-2236,15
0.625,0,16606,-2236,15
0.63,0,16606,-2236,15
0.635,0,16606,-2236,15
0.64,0,16606,-2236,15
0.645,0,16606,-2236,15
0.65,0,16606,-2236,15
0.655,0,16606,-2236,15
0.66,0,16606,-2236,15
0.665,0,16606,-2236,15
0.67,0,16606,-2236,15
0.675,0,16606,-2236,15
0.68,0,16606,-2236,15
0.685,0,16606,-2236,15
0.69,0,16580,-2122,-3
0.695,0,16580,-2122,-3
0.7,0,16580,-2122,-3
0.705,0,16580,-2122,-3
0.71,0,16580,-2122,-3
0.715,0,16580,-2122,-3
0.72,0,16580,-2122,-3
0.725,0,16580,-2122,-3
0.73,0,16580,-2122,-3
0.735,0,16580,-2122,-3
0.74,0,16580,-2122,-3
0.745,0,16580,-2122,-3
0.75,0,16580,-2122,-3
0.755,0,16580,-2122,-3
0.76,0,16580,-2122,-3
0.765,0,16580,-2122,-3
0.77,0,16580,-2122,-3
0.775,0,16580,-2122,-3
0.78,0,16580,-2122,-3
0.785,0,16580,-2122,-3
0.79,0,16572,-2238,-13
0.795,0,16572,-2238,-13
0.8,0,16572,-2238,-13
0.805,0,16572,-2238,-13
0.81,0,16572,-2238,-13
0.815,0,16572,-2238,-13
0.82,0,16572,-2238,-13
0.825,0,16572,-2238,-13
0.83,0,16572,-2238,-13
0.835,0,16572,-2238,-13
0.84,0,16572,-2238,-13
0.845,0,16572,-2238,-13
0.85,0,16572,-2238,-13
0.855,0,16572,-2238,-13
0.86,0,16572,-2238,-13
0.865,0,16572,-2238,-13
0.87,0,16572,-2238,-13
0.875,0,16572,-2238,-13
0.88,0,16572,-2238,-13
0.885,0,16572,-2238,-13
0.89,0,16518,-2224,-5
0.895,0,16518,-2224,-5
0.9,0,16518,-2224,-5
0.905,0,16518,-2224,-5
0.91,0,16518,-2224,-5
0.915,0,16518,-2224,-5
0.92,0,16518,-2224,-5
0.925,0,16518,-2224,-5
0.93,0,16518,-2224,-5
0.935,0,16518,-2224,-5
0.94,0,16518,-2224,-5
0.945,0,16518,-2224,-5
0.95,0,16518,-2224,-5
0.955,0,16518,-2224,-5
0.96,0,16518,-2224,-5
0.965,0,16518,-2224,-5
0.97,0,16518,-2224,-5
0.975,0,16518,-2224,-5
0.98,0,16518,-2224,-5
0.985,0,16518,-2224,-5
0.99,0,16514,-2342,6
0.995,0,16514,-2342,6
1,0,16514,-2342,6
1,0,16514,-2342,6
1.01,0,16514,-2342,6
1.01,0,16514,-2342,6
1.02,0,16514,-2342,6
1.02,0,16514,-2342,6
1.03,0,16514,-2342,6
1.03,0,16514,-2342,6
1.04,0,16514,-2342,6
1.04,0,16514,-2342,6
1.05,0,16514,-2342,6
1.05,0,16514,-2342,6
1.06,0,16514,-2342,6
1.06,0,16514,-2342,6
1.07,0,16514,-2342,6
1.07,0,16514,-2342,6
1.08,0,16514,-2342,6
1.08,0,16514,-2342,6
1.09,0,16530,-2238,18
1.09,0,16530,-2238,18
1.1,0,16530,-2238,18
1.1,0,16530,-2238,18
1.11,0,16530,-2238,18
1.11,0,16530,-2238,18
1.12,0,16530,-2238,18
1.12,0,16530,-2238,18
1.13,0,16530,-2238,18
1.13,0,16530,-2238,18
1.14,0,16530,-2238,18
1.14,0,16530,-2238,18
1.15,0,16530,-2238,18
1.15,0,16530,-2238,18
1.16,0,16530,-2238,18
1.16,0,16530,-2238,18
1.17,0,16530,-2238,18
1.17,0,16530,-2238,18
1.18,0,16530,-2238,18
1.18,0,16530,-2238,18
1.19,0,16560,-2184,-6
1.19,0,16560,-2184,-6
1.2,0,16560,-2184,-6
1.2,0,16560,-2184,-6
1.21,0,16560,-2184,-6
1.21,0,16560,-2184,-6
1.22,0,16560,-2184,-6
1.22,0,16560,-2184,-6
1.23,0,16560,-2184,-6
1.23,0,16560,-2184,-6
1.24,0,16560,-2184,-6
1.24,0,16560,-2184,-6
1.25,0,16560,-2184,-6
1.25,0,16560,-2184,-6
1.26,0,16560,-2184,-6
1.26,0,16560,-2184,-6
1.27,0,16560,-2184,-6
1.27,0,16560,-2184,-6
1.28,0,16560,-2184,-6
1.28,0,16560,-2184,-6
1.29,0,16532,-3034,7
1.29,0,16532,-3034,7
1.3,0,16532,-3034,7
1.3,0,16532,-3034,7
1.31,0,16532,-3034,7
1.31,0,16532,-3034,7
1.32,0,16532,-3034,7
1.32,0,16532,-3034,7
1.33,0,16532,-3034,7
1.33,0,16532,-3034,7
1.34,0,16532,-3034,7
1.34,0,16532,-3034,7
1.35,0,16532,-3034,7
1.35,0,16532,-3034,7
1.36,0,16532,-3034,7
1.36,0,16532,-3034,7
1.37,0,16532,-3034,7
1.37,0,16532,-3034,7
1.38,0,16532,-3034,7
1.38,0,16532,-3034,7
1.39,0,16484,-2346,188
1.39,0,16484,-2346,188
1.4,0,16484,-2346,188
1.4,0,16484,-2346,188
1.41,0,16484,-2346,188
1.41,0,16484,-2346,188
1.42,0,16484,-2346,188
1.42,0,16484,-2346,188
1.43,0,16484,-2346,188
1.43,0,16484,-2346,188
1.44,0,16484,-2346,188
1.44,0,16484,-2346,188
1.45,0,16484,-2346,188
1.45,0,16484,-2346,188
1.46,0,16484,-2346,188
1.46,0,16484,-2346,188
1.47,0,16484,-2346,188
1.47,0,16484,-2346,188
1.48,0,16484,-2346,188
1.48,0,16484,-2346,188
1.49,0,16504,-1932,251
1.49,0,16504,-1932,251
1.5,0,16504,-1932,251
1.5,0,16504,-1932,251
1.51,0,16504,-1932,251
1.51,0,16504,-1932,251
1.52,0,16504,-1932,251
1.52,0,16504,-1932,251
1.53,0,16504,-1932,251
1.53,0,16504,-1932,251
1.54,0,16504,-1932,251
1.54,0,16504,-1932,251
1.55,0,16504,-1932,251
1.55,0,16504,-1932,251
1.56,0,16504,-1932,251
1.56,0,16504,-1932,251
1.57,0,16504,-1932,251
1.57,0,16504,-1932,251
1.58,0,16504,-1932,251
1.58,0,16504,-1932,251
1.59,0,16510,-1514,261
1.59,0,16510,-1514,261
1.6,0,16510,-1514,261
1.6,0,16510,-1514,261
1.61,0,16510,-1514,261
1.61,0,16510,-1514,261
1.62,0,16510,-1514,261
1.62,0,16510,-1514,261
1.63,0,16510,-1514,261
1.63,0,16510,-1514,261
1.64,0,16510,-1514,261
1.64,0,16510,-1514,261
1.65,0,16510,-1514,261
1.65,0,16510,-1514,261
1.66,0,16510,-1514,261
1.66,0,16510,-1514,261
1.67,0,16510,-1514,261
1.67,0,16510,-1514,261
1.68,0,16510,-1514,261
1.68,0,16510,-1514,261
1.69,0,16422,-806,252
1.69,0,16422,-806,252
1.7,0,16422,-806,252
1.7,0,16422,-806,252
1.71,0,16422,-806,252
1.71,0,16422,-806,252
1.72,0,16422,-806,252
1.72,0,16422,-806,252
1.73,0,16422,-806,252
1.73,0,16422,-806,252
1.74,0,16422,-806,252
1.74,0,16422,-806,252
1.75,0,16422,-806,252
1.75,0,16422,-806,252
1.76,0,16422,-806,252
1.76,0,16422,-806,252
1.77,0,16422,-806,252
1.77,0,16422,-806,252
1.78,0,16422,-806,252
1.78,0,16422,-806,252
1.79,0,16330,-160,403
1.79,0,16330,-160,403
1.8,0,16330,-160,403
1.8,0,16330,-160,403
1.81,0,16330,-160,403
1.81,0,16330,-160,403
1.82,0,16330,-160,403
1.82,0,16330,-160,403
1.83,0,16330,-160,403
1.83,0,16330,-160,403
1.84,0,16330,-160,403
1.84,0,16330,-160,403
1.85,0,16330,-160,403
1.85,0,16330,-160,403
1.86,0,16330,-160,403
1.86,0,16330,-160,403
1.87,0,16330,-160,403
1.87,0,16330,-160,403
1.88,0,16330,-160,403
1.88,0,16330,-160,403
1.89,0,16306,284,410
1.89,0,16306,284,410
1.9,0,16306,284,410
1.9,0,16306,284,410
1.91,0,16306,284,410
1.91,0,16306,284,410
1.92,0,16306,284,410
1.92,0,16306,284,410
1.93,0,16306,284,410
1.93,0,16306,284,410
1.94,0,16306,284,410
1.94,0,16306,284,410
1.95,0,16306,284,410
1.95,0,16306,284,410
1.96,0,16306,284,410
1.96,0,16306,284,410
1.97,0,16306,284,410
1.97,0,16306,284,410
1.98,0,16306,284,410
1.98,0,16306,284,410
1.99,0,16192,1180,410
1.99,0,16192,1180,410
2,0,16192,1180,410
2,0,16192,1180,410
2.01,0,16192,1180,410
2.01,0,16192,1180,410
2.02,0,16192,1180,410
2.02,0,16192,1180,410
2.03,0,16192,1180,410
2.03,0,16192,1180,410
2.04,0,16192,1180,410
2.04,0,16192,1180,410
2.05,0,16192,1180,410
2.05,0,16192,1180,410
2.06,0,16192,1180,410
2.06,0,16192,1180,410
2.07,0,16192,1180,410
2.08,0,16192,1180,410
2.08,0,16192,1180,410
2.09,0,16192,1180,410
2.09,0,16118,2062,459
2.1,0,16118,2062,459
2.1,0,16118,2062,459
2.11,0,16118,2062,459
2.11,0,16118,2062,459
2.12,0,16118,2062,459
2.12,0,16118,2062,459
2.13,0,16118,2062,459
2.13,0,16118,2062,459
2.14,0,16118,2062,459
2.14,0,16118,2062,459
2.15,0,16118,2062,459
2.15,0,16118,2062,459
2.16,0,16118,2062,459
2.16,0,16118,2062,459
2.17,0,16118,2062,459
2.17,0,16118,2062,459
2.18,0,16118,2062,459
2.18,0,16118,2062,459
2.19,0,16118,2062,459
2.19,0,15872,2700,527
2.2,0,15872,2700,527
2.2,0,15872,2700,527
2.21,0,15872,2700,527
2.21,0,15872,2700,527
2.22,0,15872,2700,527
2.22,0,15872,2700,527
2.23,0,15872,2700,527
2.23,0,15872,2700,527
2.24,0,15872,2700,527
2.24,0,15872,2700,527
2.25,0,15872,2700,527
2.25,0,15872,2700,527
2.26,0,15872,2700,527
2.26,0,15872,2700,527
2.27,0,15872,2700,527
2.27,0,15872,2700,527
2.28,0,15872,2700,527
2.28,0,15872,2700,527
2.29,0,15872,2700,527
2.29,0,15348,3914,616
2.3,0,15348,3914,616
2.3,0,15348,3914,616
2.31,0,15348,3914,616
2.31,0,15348,3914,616
2.32,-1,15348,3914,616
2.32,-1,15348,3914,616
2.33,-1,15348,3914,616
2.33,-2,15348,3914,616
2.34,-2,15348,3914,616
2.34,-3,15348,3914,616
2.35,-3,15348,3914,616
2.35,-3,15348,3914,616
2.36,-4,15348,3914,616
2.36,-5,15348,3914,616
2.37,-5,15348,3914,616
2.37,-6,15348,3914,616
2.38,-7,15348,3914,616
2.38,-7,15348,3914,616
2.39,-8,15348,3914,616
2.39,-9,14690,5338,678
2.4,-10,14690,5338,678
2.4,-11,14690,5338,678
2.41,-11,14690,5338,678
2.41,-13,14690,5338,678
2.42,-13,14690,5338,678
2.42,-14,14690,5338,678
2.43,-15,14690,5338,678
2.43,-17,14690,5338,678
2.44,-17,14690,5338,678
2.44,-19,14690,5338,678
2.45,-20,14690,5338,678
2.45,-21,14690,5338,678
2.46,-22,14690,5338,678
2.46,-23,14690,5338,678
2.47,-24,14690,5338,678
2.47,-25,14690,5338,678
2.48,-26,14690,5338,678
2.48,-27,14690,5338,678
2.49,-29,14690,5338,678
2.49,-30,14250,5910,743
2.5,-31,14250,5910,743
2.5,-32,14250,5910,743
2.51,-33,14250,5910,743
2.51,-34,14250,5910,743
2.52,-35,14250,5910,743
2.52,-36,14250,5910,743
2.53,-37,14250,5910,743
2.53,-39,14250,5910,743
2.54,-40,14250,5910,743
2.54,-41,14250,5910,743
2.55,-42,14250,5910,743
2.55,-43,14250,5910,743
2.56,-44,14250,5910,743
2.56,-45,14250,5910,743
2.57,-46,14250,5910,743
2.57,-47,14250,5910,743
2.58,-48,14250,5910,743
2.58,-49,14250,5910,743
2.59,-49,14250,5910,743
2.59,-51,14094,6952,728
2.6,-51,14094,6952,728
2.6,-52,14094,6952,728
2.61,-53,14094,6952,728
2.61,-54,14094,6952,728
2.62,-55,14094,6952,728
2.62,-55,14094,6952,728
2.63,-56,14094,6952,728
2.63,-57,14094,6952,728
2.64,-57,14094,6952,728
2.64,-58,14094,6952,728
2.65,-59,14094,6952,728
2.65,-59,14094,6952,728
2.66,-60,14094,6952,728
2.66,-61,14094,6952,728
2.67,-61,14094,6952,728
2.67,-62,14094,6952,728
2.68,-62,14094,6952,728
2.68,-63,14094,6952,728
2.69,-63,14094,6952,728
2.69,-64,13112,8042,839
2.7,-64,13112,8042,839
2.7,-65,13112,8042,839
2.71,-65,13112,8042,839
2.71,-65,13112,8042,839
2.72,-66,13112,8042,839
2.72,-66,13112,8042,839
2.73,-66,13112,8042,839
2.73,-67,13112,8042,839
2.74,-67,13112,8042,839
2.74,-67,13112,8042,839
2.75,-68,13112,8042,839
2.75,-68,13112,8042,839
2.76,-68,13112,8042,839
2.76,-69,13112,8042,839
2.77,-69,13112,8042,839
2.77,-69,13112,8042,839
2.78,-69,13112,8042,839
2.78,-69,13112,8042,839
2.79,-70,13112,8042,839
2.79,-70,12282,9746,755
2.8,-70,12282,9746,755
2.8,-70,12282,9746,755
2.81,-70,12282,9746,755
2.81,-71,12282,9746,755
2.82,-71,12282,9746,755
2.82,-71,12282,9746,755
2.83,-71,12282,9746,755
2.83,-71,12282,9746,755
2.84,-72,12282,9746,755
2.84,-72,12282,9746,755
2.85,-72,12282,9746,755
2.85,-72,12282,9746,755
2.86,-72,12282,9746,755
2.86,-73,12282,9746,755
2.87,-73,12282,9746,755
2.87,-73,12282,9746,755
2.88,-73,12282,9746,755
2.88,-73,12282,9746,755
2.89,-73,12282,9746,755
2.89,-73,11678,10748,529
2.9,-73,11678,10748,529
2.9,-73,11678,10748,529
2.91,-74,11678,10748,529
2.91,-74,11678,10748,529
2.92,-74,11678,10748,529
2.92,-74,11678,10748,529
2.93,-74,11678,10748,529
2.93,-75,11678,10748,529
2.94,-75,11678,10748,529
2.94,-75,11678,10748,529
2.95,-75,11678,10748,529
2.95,-75,11678,10748,529
2.96,-76,11678,10748,529
2.96,-76,11678,10748,529
2.97,-76,11678,10748,529
2.97,-77,11678,10748,529
2.98,-77,11678,10748,529
2.98,-77,11678,10748,529
2.99,-77,11678,10748,529
2.99,-77,10662,10816,451
3,-78,10662,10816,451
3,-78,10662,10816,451
3.01,-78,10662,10816,451
3.01,-79,10662,10816,451
3.02,-79,10662,10816,451
3.02,-79,10662,10816,451
3.03,-80,10662,10816,451
3.03,-80,10662,10816,451
3.04,-81,10662,10816,451
3.04,-81,10662,10816,451
3.05,-81,10662,10816,451
3.05,-82,10662,10816,451
3.06,-82,10662,10816,451
3.06,-82,10662,10816,451
3.07,-83,10662,10816,451
3.07,-83,10662,10816,451
3.08,-84,10662,10816,451
3.08,-84,10662,10816,451
3.09,-84,10662,10816,451
3.09,-85,10556,11424,488
3.1,-85,10556,11424,488
3.1,-85,10556,11424,488
3.11,-86,10556,11424,488
3.11,-86,10556,11424,488
3.12,-87,10556,11424,488
3.12,-87,10556,11424,488
3.13,-87,10556,11424,488
3.13,-88,10556,11424,488
3.14,-88,10556,11424,488
3.14,-89,10556,11424,488
3.15,-89,10556,11424,488
3.15,-89,10556,11424,488
3.16,-90,10556,11424,488
3.16,-90,10556,11424,488
3.17,-91,10556,11424,488
3.17,-91,10556,11424,488
3.18,-91,10556,11424,488
3.18,-91,10556,11424,488
3.19,-92,10556,11424,488
3.19,-92,9540,12118,434
3.2,-93,9540,12118,434
3.2,-93,9540,12118,434
3.21,-93,9540,12118,434
3.21,-94,9540,12118,434
3.22,-94,9540,12118,434
3.22,-94,9540,12118,434
3.23,-95,9540,12118,434
3.23,-95,9540,12118,434
3.24,-95,9540,12118,434
3.24,-96,9540,12118,434
3.25,-96,9540,12118,434
3.25,-96,9540,12118,434
3.26,-97,9540,12118,434
3.26,-97,9540,12118,434
3.27,-97,9540,12118,434
3.27,-97,9540,12118,434
3.28,-98,9540,12118,434
3.28,-98,9540,12118,434
3.29,-98,9540,12118,434
3.29,-98,8770,12286,487
3.3,-99,8770,12286,487
3.3,-99,8770,12286,487
3.31,-99,8770,12286,487
3.31,-99,8770,12286,487
3.32,-99,8770,12286,487
3.32,-99,8770,12286,487
3.33,-100,8770,12286,487
3.33,-100,8770,12286,487
3.34,-100,8770,12286,487
3.34,-101,8770,12286,487
3.35,-101,8770,12286,487
3.35,-101,8770,12286,487
3.36,-101,8770,12286,487
3.36,-102,8770,12286,487
3.37,-102,8770,12286,487
3.37,-102,8770,12286,487
3.38,-102,8770,12286,487
3.38,-103,8770,12286,487
3.39,-103,8770,12286,487
3.39,-103,8236,13124,489
3.4,-103,8236,13124,489
3.4,-103,8236,13124,489
3.41,-104,8236,13124,489
3.41,-104,8236,13124,489
3.42,-104,8236,13124,489
3.42,-105,8236,13124,489
3.43,-105,8236,13124,489
3.43,-105,8236,13124,489
3.44,-105,8236,13124,489
3.44,-105,8236,13124,489
3.45,-106,8236,13124,489
3.45,-106,8236,13124,489
3.46,-106,8236,13124,489
3.46,-106,8236,13124,489
3.47,-107,8236,13124,489
3.47,-107,8236,13124,489
3.48,-107,8236,13124,489
3.48,-107,8236,13124,489
3.49,-107,8236,13124,489
3.49,-108,6754,13266,508
3.5,-108,6754,13266,508
3.5,-108,6754,13266,508
3.51,-108,6754,13266,508
3.51,-109,6754,13266,508
3.52,-109,6754,13266,508
3.52,-109,6754,13266,508
3.53,-109,6754,13266,508
3.53,-109,6754,13266,508
3.54,-110,6754,13266,508
3.54,-110,6754,13266,508
3.55,-110,6754,13266,508
3.55,-110,6754,13266,508
3.56,-110,6754,13266,508
3.56,-111,6754,13266,508
3.57,-111,6754,13266,508
3.57,-111,6754,13266,508
3.58,-111,6754,13266,508
3.58,-111,6754,13266,508
3.59,-112,6754,13266,508
3.59,-112,6660,13742,469
3.6,-112,6660,13742,469
3.6,-113,6660,13742,469
3.61,-113,6660,13742,469
3.61,-113,6660,13742,469
3.62,-113,6660,13742,469
3.62,-113,6660,13742,469
3.63,-114,6660,13742,469
3.63,-114,6660,13742,469
3.64,-114,6660,13742,469
3.64,-114,6660,13742,469
3.65,-115,6660,13742,469
3.65,-115,6660,13742,469
3.66,-115,6660,13742,469
3.66,-115,6660,13742,469
3.67,-115,6660,13742,469
3.67,-116,6660,13742,469
3.68,-116,6660,13742,469
3.68,-116,6660,13742,469
3.69,-117,6660,13742,469
3.69,-117,5500,14010,390
3.7,-117,5500,14010,390
3.7,-117,5500,14010,390
3.71,-117,5500,14010,390
3.71,-118,5500,14010,390
3.72,-118,5500,14010,390
3.72,-118,5500,14010,390
3.73,-118,5500,14010,390
3.73,-119,5500,14010,390
3.74,-119,5500,14010,390
3.74,-119,5500,14010,390
3.75,-119,5500,14010,390
3.75,-120,5500,14010,390
3.76,-120,5500,14010,390
3.76,-120,5500,14010,390
3.77,-121,5500,14010,390
3.77,-121,5500,14010,390
3.78,-121,5500,14010,390
3.78,-121,5500,14010,390
3.79,-121,5500,14010,390
3.79,-122,4804,13876,326
3.8,-122,4804,13876,326
3.8,-122,4804,13876,326
3.81,-122,4804,13876,326
3.81,-123,4804,13876,326
3.82,-123,4804,13876,326
3.82,-123,4804,13876,326
3.83,-123,4804,13876,326
3.83,-124,4804,13876,326
3.84,-124,4804,13876,326
3.84,-124,4804,13876,326
3.85,-125,4804,13876,326
3.85,-125,4804,13876,326
3.86,-125,4804,13876,326
3.86,-125,4804,13876,326
3.87,-125,4804,13876,326
3.87,-126,4804,13876,326
3.88,-126,4804,13876,326
3.88,-126,4804,13876,326
3.89,-127,4804,13876,326
3.89,-127,5018,14042,407
3.9,-127,5018,14042,407
3.9,-127,5018,14042,407
3.91,-127,5018,14042,407
3.91,-127,5018,14042,407
3.92,-128,5018,14042,407
3.92,-128,5018,14042,407
3.93,-128,5018,14042,407
3.93,-128,5018,14042,407
3.94,-128,5018,14042,407
3.94,-128,5018,14042,407
3.95,-129,5018,14042,407
3.95,-129,5018,14042,407
3.96,-129,5018,14042,407
3.96,-129,5018,14042,407
3.97,-129,5018,14042,407
3.97,-129,5018,14042,407
3.98,-129,5018,14042,407
3.98,-130,5018,14042,407
3.99,-130,5018,14042,407
3.99,-130,4368,14528,395
4,-130,4368,14528,395
4,-130,4368,14528,395
4.01,-131,4368,14528,395
4.01,-131,4368,14528,395
4.02,-131,4368,14528,395
4.02,-131,4368,14528,395
4.03,-131,4368,14528,395
4.03,-131,4368,14528,395
4.04,-131,4368,14528,395
4.04,-131,4368,14528,395
4.05,-131,4368,14528,395
4.05,-131,4368,14528,395
4.06,-132,4368,14528,395
4.06,-132,4368,14528,395
4.07,-132,4368,14528,395
4.07,-132,4368,14528,395
4.08,-132,4368,14528,395
4.08,-132,4368,14528,395
4.09,-132,4368,14528,395
4.09,-132,3604,14956,163
4.1,-132,3604,14956,163
4.1,-132,3604,14956,163
4.11,-132,3604,14956,163
4.11,-132,3604,14956,163
4.12,-132,3604,14956,163
4.12,-132,3604,14956,163
4.13,-132,3604,14956,163
4.13,-132,3604,14956,163
4.14,-132,3604,14956,163
4.14,-132,3604,14956,163
4.15,-132,3604,14956,163
4.15,-132,3604,14956,163
4.16,-132,3604,14956,163
4.16,-132,3604,14956,163
4.17,-132,3604,14956,163
4.17,-132,3604,14956,163
4.18,-132,3604,14956,163
4.18,-132,3604,14956,163
4.19,-132,3604,14956,163
4.19,-132,3560,14094,67
4.2,-132,3560,14094,67
4.2,-132,3560,14094,67
4.21,-132,3560,14094,67
4.21,-132,3560,14094,67
4.22,-132,3560,14094,67
4.22,-132,3560,14094,67
4.23,-132,3560,14094,67
4.23,-132,3560,14094,67
4.24,-132,3560,14094,67
4.24,-132,3560,14094,67
4.25,-132,3560,14094,67
4.25,-132,3560,14094,67
4.26,-132,3560,14094,67
4.26,-132,3560,14094,67
4.27,-132,3560,14094,67
4.27,-132,3560,14094,67
4.28,-132,3560,14094,67
4.28,-132,3560,14094,67
4.29,-132,3560,14094,67
4.29,-132,2894,14790,155
4.3,-132,2894,14790,155
4.3,-132,2894,14790,155
4.31,-132,2894,14790,155
4.31,-132,2894,14790,155
4.32,-133,2894,14790,155
4.32,-133,2894,14790,155
4.33,-133,2894,14790,155
4.33,-133,2894,14790,155
4.34,-134,2894,14790,155
4.34,-134,2894,14790,155
4.35,-134,2894,14790,155
4.35,-135,2894,14790,155
4.36,-135,2894,14790,155
4.36,-135,2894,14790,155
4.37,-135,2894,14790,155
4.37,-136,2894,14790,155
4.38,-136,2894,14790,155
4.38,-136,2894,14790,155
4.39,-137,2894,14790,155
4.39,-137,2532,15198,174
4.4,-137,2532,15198,174
4.4,-137,2532,15198,174
4.41,-138,2532,15198,174
4.41,-138,2532,15198,174
4.42,-139,2532,15198,174
4.42,-139,2532,15198,174
4.43,-139,2532,15198,174
4.43,-140,2532,15198,174
4.44,-140,2532,15198,174
4.44,-140,2532,15198,174
4.45,-141,2532,15198,174
4.45,-141,2532,15198,174
4.46,-141,2532,15198,174
4.46,-142,2532,15198,174
4.47,-142,2532,15198,174
4.47,-142,2532,15198,174
4.48,-142,2532,15198,174
4.48,-143,2532,15198,174
4.49,-143,2532,15198,174
4.49,-143,2580,14330,107
4.5,-143,2580,14330,107
4.5,-143,2580,14330,107
4.51,-144,2580,14330,107
4.51,-144,2580,14330,107
4.52,-144,2580,14330,107
4.52,-145,2580,14330,107
4.53,-145,2580,14330,107
4.53,-145,2580,14330,107
4.54,-145,2580,14330,107
4.54,-145,2580,14330,107
4.55,-146,2580,14330,107
4.55,-146,2580,14330,107
4.56,-146,2580,14330,107
4.56,-146,2580,14330,107
4.57,-146,2580,14330,107
4.57,-147,2580,14330,107
4.58,-147,2580,14330,107
4.58,-147,2580,14330,107
4.59,-147,2580,14330,107
4.59,-147,2248,14996,208
4.6,-147,2248,14996,208
4.6,-147,2248,14996,208
4.61,-147,2248,14996,208
4.61,-147,2248,14996,208
4.62,-147,2248,14996,208
4.62,-147,2248,14996,208
4.63,-147,2248,14996,208
4.63,-148,2248,14996,208
4.64,-148,2248,14996,208
4.64,-148,2248,14996,208
4.65,-148,2248,14996,208
4.65,-148,2248,14996,208
