Program Started
I AM THE MPU6050
Time (s),ENCODER_RIGHT,ax (g),az (g),gy (d/s)
15.4,157,806,-18634,-15
15.4,157,806,-18634,-15
15.4,157,806,-18634,-15
15.4,157,806,-18634,-15
15.4,157,806,-18634,-15
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.4,157,814,-18662,-5
15.5,157,814,-18662,-5
15.5,157,814,-18662,-5
15.5,157,814,-18662,-5
15.5,157,814,-18662,-5
15.5,157,814,-18662,-5
15.5,157,814,-18662,-5
15.5,157,814,-18662,-5
15.5,157,814,-18662,-5
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.5,157,902,-18498,2
15.6,157,902,-18498,2
15.6,157,902,-18498,2
15.6,157,902,-18498,2
15.6,157,902,-18498,2
15.6,157,902,-18498,2
15.6,157,902,-18498,2
15.6,157,902,-18498,2
15.6,157,902,-18498,2
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.6,157,878,-18616,6
15.7,157,878,-18616,6
15.7,157,878,-18616,6
15.7,157,878,-18616,6
15.7,157,878,-18616,6
15.7,157,878,-18616,6
15.7,157,878,-18616,6
15.7,157,878,-18616,6
15.7,157,878,-18616,6
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.7,157,918,-18524,10
15.8,157,918,-18524,10
15.8,157,918,-18524,10
15.8,157,918,-18524,10
15.8,157,918,-18524,10
15.8,157,918,-18524,10
15.8,157,918,-18524,10
15.8,157,918,-18524,10
15.8,157,918,-18524,10
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.8,157,930,-18534,0
15.9,157,930,-18534,0
15.9,157,930,-18534,0
15.9,157,930,-18534,0
15.9,157,930,-18534,0
15.9,157,930,-18534,0
15.9,157,930,-18534,0
15.9,157,930,-18534,0
15.9,157,930,-18534,0
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
15.9,157,896,-18568,-2
16,157,896,-18568,-2
16,157,896,-18568,-2
16,157,896,-18568,-2
16,157,896,-18568,-2
16,157,896,-18568,-2
16,157,896,-18568,-2
16,157,896,-18568,-2
16,157,896,-18568,-2
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16,157,920,-18638,-3
16.1,157,920,-18638,-3
16.1,157,920,-18638,-3
16.1,157,920,-18638,-3
16.1,157,920,-18638,-3
16.1,157,920,-18638,-3
16.1,157,920,-18638,-3
16.1,157,920,-18638,-3
16.1,157,920,-18638,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.1,157,882,-18602,-3
16.2,157,882,-18602,-3
16.2,157,882,-18602,-3
16.2,157,882,-18602,-3
16.2,157,882,-18602,-3
16.2,157,882,-18602,-3
16.2,157,882,-18602,-3
16.2,157,882,-18602,-3
16.2,157,882,-18602,-3
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.2,157,938,-18546,-2
16.3,157,938,-18546,-2
16.3,157,938,-18546,-2
16.3,157,938,-18546,-2
16.3,157,938,-18546,-2
16.3,157,938,-18546,-2
16.3,157,938,-18546,-2
16.3,157,938,-18546,-2
16.3,157,938,-18546,-2
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.3,157,866,-18556,-1
16.4,157,866,-18556,-1
16.4,157,866,-18556,-1
16.4,157,866,-18556,-1
16.4,157,866,-18556,-1
16.4,157,866,-18556,-1
16.4,157,866,-18556,-1
16.4,157,866,-18556,-1
16.4,157,866,-18556,-1
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.4,157,930,-18528,-2
16.5,157,930,-18528,-2
16.5,157,930,-18528,-2
16.5,157,930,-18528,-2
16.5,157,930,-18528,-2
16.5,157,930,-18528,-2
16.5,157,930,-18528,-2
16.5,157,930,-18528,-2
16.5,157,930,-18528,-2
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.5,157,904,-18606,0
16.6,157,904,-18606,0
16.6,157,904,-18606,0
16.6,157,904,-18606,0
16.6,157,904,-18606,0
16.6,157,904,-18606,0
16.6,157,904,-18606,0
16.6,157,904,-18606,0
16.6,157,904,-18606,0
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.6,157,952,-18524,-2
16.7,157,952,-18524,-2
16.7,157,952,-18524,-2
16.7,157,952,-18524,-2
16.7,157,952,-18524,-2
16.7,157,952,-18524,-2
16.7,157,952,-18524,-2
16.7,157,952,-18524,-2
16.7,157,952,-18524,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.7,157,902,-18592,-2
16.8,157,902,-18592,-2
16.8,157,902,-18592,-2
16.8,157,902,-18592,-2
16.8,157,902,-18592,-2
16.8,157,902,-18592,-2
16.8,157,902,-18592,-2
16.8,157,902,-18592,-2
16.8,157,902,-18592,-2
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.8,157,858,-18548,-1
16.9,157,858,-18548,-1
16.9,157,858,-18548,-1
16.9,157,858,-18548,-1
16.9,157,858,-18548,-1
16.9,157,858,-18548,-1
16.9,157,858,-18548,-1
16.9,157,858,-18548,-1
16.9,157,858,-18548,-1
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
16.9,157,864,-18556,0
17,157,864,-18556,0
17,157,864,-18556,0
17,157,864,-18556,0
17,157,864,-18556,0
17,157,864,-18556,0
17,157,864,-18556,0
17,157,864,-18556,0
17,157,864,-18556,0
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17,157,956,-18564,-1
17.1,157,956,-18564,-1
17.1,157,956,-18564,-1
17.1,157,956,-18564,-1
17.1,157,956,-18564,-1
17.1,157,956,-18564,-1
17.1,157,956,-18564,-1
17.1,157,956,-18564,-1
17.1,157,956,-18564,-1
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.1,157,896,-18526,0
17.2,157,896,-18526,0
17.2,157,896,-18526,0
17.2,157,896,-18526,0
17.2,157,896,-18526,0
17.2,157,896,-18526,0
17.2,157,896,-18526,0
17.2,157,896,-18526,0
17.2,157,896,-18526,0
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.2,157,950,-18592,1
17.3,157,950,-18592,1
17.3,157,950,-18592,1
17.3,157,950,-18592,1
17.3,157,950,-18592,1
17.3,157,950,-18592,1
17.3,157,950,-18592,1
17.3,157,950,-18592,1
17.3,157,950,-18592,1
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.3,157,946,-18582,-3
17.4,157,946,-18582,-3
17.4,157,946,-18582,-3
17.4,157,946,-18582,-3
17.4,157,946,-18582,-3
17.4,157,946,-18582,-3
17.4,157,946,-18582,-3
17.4,157,946,-18582,-3
17.4,157,946,-18582,-3
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.4,157,864,-18612,0
17.5,157,864,-18612,0
17.5,157,864,-18612,0
17.5,157,864,-18612,0
17.5,157,864,-18612,0
17.5,157,864,-18612,0
17.5,157,864,-18612,0
17.5,157,864,-18612,0
17.5,157,864,-18612,0
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.5,157,878,-18544,-1
17.6,157,878,-18544,-1
17.6,157,878,-18544,-1
17.6,157,878,-18544,-1
17.6,157,878,-18544,-1
17.6,157,878,-18544,-1
17.6,157,878,-18544,-1
17.6,157,878,-18544,-1
17.6,157,878,-18544,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.6,157,894,-18476,-1
17.7,157,894,-18476,-1
17.7,157,894,-18476,-1
17.7,157,894,-18476,-1
17.7,157,894,-18476,-1
17.7,157,894,-18476,-1
17.7,157,894,-18476,-1
17.7,157,894,-18476,-1
17.7,157,894,-18476,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.7,157,934,-18540,-1
17.8,157,934,-18540,-1
17.8,157,934,-18540,-1
17.8,157,934,-18540,-1
17.8,157,934,-18540,-1
17.8,157,934,-18540,-1
17.8,157,934,-18540,-1
17.8,157,934,-18540,-1
17.8,157,934,-18540,-1
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.8,157,924,-18608,0
17.9,157,924,-18608,0
17.9,157,924,-18608,0
17.9,157,924,-18608,0
17.9,157,924,-18608,0
17.9,157,924,-18608,0
17.9,157,924,-18608,0
17.9,157,924,-18608,0
17.9,157,924,-18608,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
17.9,157,930,-18574,0
18,157,930,-18574,0
18,157,930,-18574,0
18,157,930,-18574,0
18,157,930,-18574,0
18,157,930,-18574,0
18,157,930,-18574,0
18,157,930,-18574,0
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18,157,864,-18544,-1
18.1,157,864,-18544,-1
18.1,157,864,-18544,-1
18.1,157,864,-18544,-1
18.1,157,864,-18544,-1
18.1,157,864,-18544,-1
18.1,157,864,-18544,-1
18.1,157,864,-18544,-1
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.1,157,896,-18536,0
18.2,157,896,-18536,0
18.2,157,896,-18536,0
18.2,157,896,-18536,0
18.2,157,896,-18536,0
18.2,157,896,-18536,0
18.2,157,896,-18536,0
18.2,157,896,-18536,0
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.2,157,872,-18634,1
18.3,157,872,-18634,1
18.3,157,872,-18634,1
18.3,157,872,-18634,1
18.3,157,872,-18634,1
18.3,157,872,-18634,1
18.3,157,872,-18634,1
18.3,157,872,-18634,1
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.3,157,946,-18588,2
18.4,157,946,-18588,2
18.4,157,946,-18588,2
18.4,157,946,-18588,2
18.4,157,946,-18588,2
18.4,157,946,-18588,2
18.4,157,946,-18588,2
18.4,157,946,-18588,2
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.4,157,964,-18580,0
18.5,157,964,-18580,0
18.5,157,964,-18580,0
18.5,157,964,-18580,0
18.5,157,964,-18580,0
18.5,157,964,-18580,0
18.5,157,964,-18580,0
18.5,157,964,-18580,0
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.5,157,938,-18526,4
18.6,157,938,-18526,4
18.6,157,938,-18526,4
18.6,157,938,-18526,4
18.6,157,938,-18526,4
18.6,157,938,-18526,4
18.6,157,938,-18526,4
18.6,157,938,-18526,4
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.6,157,938,-18638,9
18.7,157,938,-18638,9
18.7,157,938,-18638,9
18.7,157,938,-18638,9
18.7,157,938,-18638,9
18.7,157,938,-18638,9
18.7,157,938,-18638,9
18.7,157,938,-18638,9
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.7,157,988,-18580,-2
18.8,157,988,-18580,-2
18.8,157,988,-18580,-2
18.8,157,988,-18580,-2
18.8,157,988,-18580,-2
18.8,157,988,-18580,-2
18.8,157,988,-18580,-2
18.8,157,988,-18580,-2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.8,157,880,-18552,2
18.9,157,880,-18552,2
18.9,157,880,-18552,2
18.9,157,880,-18552,2
18.9,157,880,-18552,2
18.9,157,880,-18552,2
18.9,157,880,-18552,2
18.9,157,880,-18552,2
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
18.9,157,926,-18606,22
19,157,926,-18606,22
19,157,926,-18606,22
19,157,926,-18606,22
19,157,926,-18606,22
19,157,926,-18606,22
19,157,926,-18606,22
19,157,926,-18606,22
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19,157,1004,-18654,38
19.1,157,1004,-18654,38
19.1,157,1004,-18654,38
19.1,157,1004,-18654,38
19.1,157,1004,-18654,38
19.1,157,1004,-18654,38
19.1,157,1004,-18654,38
19.1,157,1004,-18654,38
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.1,157,1178,-18612,95
19.2,157,1178,-18612,95
19.2,157,1178,-18612,95
19.2,157,1178,-18612,95
19.2,157,1178,-18612,95
19.2,157,1178,-18612,95
19.2,157,1178,-18612,95
19.2,157,1178,-18612,95
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.2,157,1346,-18716,110
19.3,157,1346,-18716,110
19.3,157,1346,-18716,110
19.3,157,1346,-18716,110
19.3,157,1346,-18716,110
19.3,157,1346,-18716,110
19.3,157,1346,-18716,110
19.3,157,1346,-18716,110
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.3,157,1488,-18564,171
19.4,157,1488,-18564,171
19.4,157,1488,-18564,171
19.4,157,1488,-18564,171
19.4,157,1488,-18564,171
19.4,157,1488,-18564,171
19.4,157,1488,-18564,171
19.4,157,1488,-18564,171
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.4,157,1960,-18946,174
19.5,157,1960,-18946,174
19.5,157,1960,-18946,174
19.5,157,1960,-18946,174
19.5,157,1960,-18946,174
19.5,157,1960,-18946,174
19.5,157,1960,-18946,174
19.5,157,1960,-18946,174
19.5,157,2582,-18546,337
19.5,157,2582,-18546,337
19.5,157,2582,-18546,337
19.5,157,2582,-18546,337
19.5,157,2582,-18546,337
19.5,157,2582,-18546,337
19.5,156,2582,-18546,337
19.5,156,2582,-18546,337
19.5,156,2582,-18546,337
19.5,156,2582,-18546,337
19.5,156,2582,-18546,337
19.5,156,2582,-18546,337
19.5,156,2582,-18546,337
19.6,156,2582,-18546,337
19.6,156,2582,-18546,337
19.6,156,2582,-18546,337
19.6,156,2582,-18546,337
19.6,156,2582,-18546,337
19.6,156,2582,-18546,337
19.6,156,2582,-18546,337
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.6,156,3230,-18306,338
19.7,156,3230,-18306,338
19.7,156,3230,-18306,338
19.7,155,3230,-18306,338
19.7,155,3230,-18306,338
19.7,155,3230,-18306,338
19.7,155,3230,-18306,338
19.7,155,3230,-18306,338
19.7,155,3904,-18494,427
19.7,155,3904,-18494,427
19.7,155,3904,-18494,427
19.7,155,3904,-18494,427
19.7,155,3904,-18494,427
19.7,155,3904,-18494,427
19.7,155,3904,-18494,427
19.7,154,3904,-18494,427
19.7,154,3904,-18494,427
19.7,154,3904,-18494,427
19.7,154,3904,-18494,427
19.7,154,3904,-18494,427
19.7,153,3904,-18494,427
19.8,153,3904,-18494,427
19.8,153,3904,-18494,427
19.8,153,3904,-18494,427
19.8,152,3904,-18494,427
19.8,152,3904,-18494,427
19.8,152,3904,-18494,427
19.8,151,3904,-18494,427
19.8,151,4210,-18034,482
19.8,151,4210,-18034,482
19.8,150,4210,-18034,482
19.8,150,4210,-18034,482
19.8,149,4210,-18034,482
19.8,149,4210,-18034,482
19.8,148,4210,-18034,482
19.8,148,4210,-18034,482
19.8,147,4210,-18034,482
19.8,147,4210,-18034,482
19.8,147,4210,-18034,482
19.8,146,4210,-18034,482
19.8,146,4210,-18034,482
19.9,145,4210,-18034,482
19.9,145,4210,-18034,482
19.9,144,4210,-18034,482
19.9,144,4210,-18034,482
19.9,143,4210,-18034,482
19.9,143,4210,-18034,482
19.9,143,4210,-18034,482
19.9,142,5634,-17810,567
19.9,142,5634,-17810,567
19.9,141,5634,-17810,567
19.9,141,5634,-17810,567
19.9,140,5634,-17810,567
19.9,140,5634,-17810,567
19.9,139,5634,-17810,567
19.9,139,5634,-17810,567
19.9,138,5634,-17810,567
19.9,138,5634,-17810,567
19.9,137,5634,-17810,567
19.9,137,5634,-17810,567
19.9,137,5634,-17810,567
20,136,5634,-17810,567
20,136,5634,-17810,567
20,135,5634,-17810,567
20,135,5634,-17810,567
20,135,5634,-17810,567
20,134,5634,-17810,567
20,134,5634,-17810,567
20,133,6288,-17196,596
20,133,6288,-17196,596
20,133,6288,-17196,596
20,132,6288,-17196,596
20,132,6288,-17196,596
20,132,6288,-17196,596
20,131,6288,-17196,596
20,131,6288,-17196,596
20,131,6288,-17196,596
20,131,6288,-17196,596
20,130,6288,-17196,596
20,130,6288,-17196,596
20,130,6288,-17196,596
20.1,129,6288,-17196,596
20.1,129,6288,-17196,596
20.1,129,6288,-17196,596
20.1,129,6288,-17196,596
20.1,128,6288,-17196,596
20.1,128,6288,-17196,596
20.1,128,6288,-17196,596
20.1,127,7014,-17196,610
20.1,127,7014,-17196,610
20.1,127,7014,-17196,610
20.1,127,7014,-17196,610
20.1,126,7014,-17196,610
20.1,126,7014,-17196,610
20.1,126,7014,-17196,610
20.1,126,7014,-17196,610
20.1,125,7014,-17196,610
20.1,125,7014,-17196,610
20.1,125,7014,-17196,610
20.1,125,7014,-17196,610
20.1,124,7014,-17196,610
20.2,124,7014,-17196,610
20.2,123,7014,-17196,610
20.2,123,7014,-17196,610
20.2,123,7014,-17196,610
20.2,123,7014,-17196,610
20.2,122,7014,-17196,610
20.2,122,7014,-17196,610
20.2,121,8042,-16146,708
20.2,121,8042,-16146,708
20.2,121,8042,-16146,708
