Time(s),h(m),V(V),Encoder,ADC
0,0,-6,0,-1
0.005,-0.00023799,-6,-1,-1
0.01,-0.00047598,-6,-2,-259
0.015,-0.00071398,-6,-3,-259
0.02,-0.00119,-6,-5,-259
0.025,-0.0016659,-6,-7,-259
0.03,-0.0023799,-6,-10,-220
0.035,-0.0030939,-6,-13,-220
0.04,-0.0038079,-6,-16,-220
0.045,-0.0045219,-6,-19,-195
0.05,-0.0054738,-6,-23,-195
0.055,-0.0061878,-6,-26,-195
0.06,-0.0071398,-6,-30,-195
0.065,-0.0080917,-6,-34,-199
0.07,-0.0090437,-6,-38,-199
0.075,-0.010234,-6,-43,-199
0.08,-0.011186,-6,-47,-199
0.085,-0.012376,-6,-52,-199
0.09,-0.013328,-6,-56,-199
0.095,-0.014518,-6,-61,-199
0.1,-0.015708,-6,-66,-192
0.105,-0.016897,-6,-71,-192
0.11,-0.018087,-6,-76,-192
0.115,-0.019277,-6,-81,-127
0.12,-0.020229,-6,-85,-127
0.125,-0.021657,-6,-91,-127
0.13,-0.022847,-6,-96,-127
0.135,-0.024037,-6,-101,-192
0.14,-0.025227,-6,-106,-192
0.145,-0.026417,-6,-111,-192
0.15,-0.027607,-6,-116,-127
0.155,-0.029035,-6,-122,-127
0.16,-0.030225,-6,-127,-127
0.165,-0.031415,-6,-132,-127
0.17,-0.032843,-6,-138,-127
0.175,-0.034033,-6,-143,-127
0.18,-0.035461,-6,-149,-127
0.185,-0.036889,-6,-155,-127
0.19,-0.038079,-6,-160,-159
0.195,-0.039507,-6,-166,-159
0.2,-0.040935,-6,-172,-159
0.205,-0.042363,-6,-178,-124
0.21,-0.043791,-6,-184,-124
0.215,-0.045219,-6,-190,-124
0.22,-0.046885,-6,-197,-124
0.225,-0.048312,-6,-203,-113
0.23,-0.04974,-6,-209,-113
0.235,-0.051406,-6,-216,-113
0.24,-0.053072,-6,-223,-127
0.245,-0.0545,-6,-229,-127
0.25,-0.056166,-6,-236,-127
0.255,-0.057832,-6,-243,-127
0.26,-0.059498,-6,-250,-143
0.265,-0.061164,-6,-257,-143
0.27,-0.06283,-6,-264,-143
0.275,-0.064496,-6,-271,-112
0.28,-0.066162,-6,-278,-112
0.285,-0.068066,-6,-286,-112
0.29,-0.069732,-6,-293,-112
0.295,-0.071398,-6,-300,-143
0.3,-0.073302,-6,-308,-143
0.305,-0.074968,-6,-315,-143
0.31,-0.076634,-6,-322,-97
