Time(s), V(V),Encoder,ADC
1.17,-6.1073,2584,-318
1.175,-6.2688,2587,-318
1.18,-6.4288,2588,-318
1.185,-6.5871,2590,-318
1.19,-6.7439,2590,-318
1.195,-6.8989,2590,-318
1.2,-7.0523,2590,-271
1.205,-7.2039,2588,-271
1.21,-7.3538,2587,-271
1.215,-7.5018,2585,-256
1.22,-7.648,2582,-256
1.225,-7.7923,2579,-256
1.23,-7.9347,2576,-256
1.235,-8.0751,2572,-207
1.24,-8.2135,2567,-207
1.245,-8.3499,2562,-207
1.25,-8.4843,2557,-143
1.255,-8.6165,2551,-143
1.26,-8.7466,2545,-143
1.265,-8.8746,2539,-143
1.27,-9.0004,2532,-127
1.275,-9.1239,2525,-127
1.28,-9.2452,2517,-127
1.285,-9.3642,2509,-127
1.29,-9.481,2501,-127
1.295,-9.5953,2493,-127
1.3,-9.7073,2484,-127
1.305,-9.8169,2475,-113
1.31,-9.9241,2465,-113
1.315,-10.029,2456,-113
1.32,-10.131,2446,-113
1.325,-10.231,2435,-79
1.33,-10.328,2425,-79
1.335,-10.423,2414,-79
1.34,-10.515,2404,-78
1.345,-10.604,2392,-78
1.35,-10.691,2381,-78
1.355,-10.776,2370,-78
1.36,-10.857,2358,-62
1.365,-10.936,2346,-62
1.37,-11.012,2334,-62
1.375,-11.086,2322,-62
1.38,-11.157,2309,-62
1.385,-11.225,2297,-62
1.39,-11.29,2284,-62
1.395,-11.353,2271,-56
1.4,-11.412,2258,-56
1.405,-11.469,2245,-56
1.41,-11.523,2232,-48
1.415,-11.574,2219,-48
1.42,-11.623,2205,-48
1.425,-11.668,2192,-48
1.43,-11.711,2178,-35
1.435,-11.75,2164,-35
1.44,-11.787,2150,-35
1.445,-11.821,2137,-31
1.45,-11.852,2123,-31
1.455,-11.88,2108,-31
1.46,-11.905,2094,-31
1.465,-11.927,2080,-31
1.47,-11.947,2066,-31
1.475,-11.963,2051,-31
1.48,-11.976,2037,-24
1.485,-11.987,2022,-24
1.49,-11.994,2008,-24
1.495,-11.998,1993,-24
1.5,-12,1978,-28
1.505,-11.999,1964,-28
1.51,-11.994,1949,-28
1.515,-11.987,1934,-28
1.52,-11.976,1919,-28
1.525,-11.963,1904,-28
1.53,-11.947,1889,-28
1.535,-11.928,1874,-24
1.54,-11.906,1859,-24
1.545,-11.881,1844,-24
1.55,-11.853,1829,-24
1.555,-11.822,1814,-28
1.56,-11.788,1799,-28
1.565,-11.751,1784,-28
1.57,-11.711,1769,-7
1.575,-11.669,1754,-7
1.58,-11.623,1738,-7
1.585,-11.575,1723,-7
1.59,-11.524,1708,-24
1.595,-11.47,1693,-24
1.6,-11.413,1677,-24
1.605,-11.354,1662,-15
1.61,-11.291,1647,-15
1.615,-11.226,1632,-15
1.62,-11.158,1616,-15
1.625,-11.087,1601,-24
1.63,-11.014,1586,-24
1.635,-10.938,1570,-24
1.64,-10.859,1555,-3
1.645,-10.777,1540,-3
1.65,-10.693,1525,-3
1.655,-10.606,1509,-3
1.66,-10.517,1494,-24
1.665,-10.425,1478,-24
1.67,-10.33,1463,-24
1.675,-10.233,1448,-24
1.68,-10.133,1433,-24
1.685,-10.031,1417,-24
1.69,-9.9261,1402,-24
1.695,-9.8189,1387,-15
1.7,-9.7093,1371,-15
1.705,-9.5974,1356,-15
1.71,-9.4831,1341,-15
1.715,-9.3664,1325,-24
1.72,-9.2474,1310,-24
1.725,-9.1262,1295,-24
1.73,-9.0026,1280,-15
1.735,-8.8769,1264,-15
1.74,-8.749,1249,-15
1.745,-8.6189,1234,-15
1.75,-8.4867,1218,-28
1.755,-8.3524,1203,-28
1.76,-8.216,1188,-28
1.765,-8.0776,1172,-15
1.77,-7.9373,1157,-15
1.775,-7.7949,1142,-15
1.78,-7.6507,1127,-15
1.785,-7.5045,1112,-28
1.79,-7.3565,1096,-28
1.795,-7.2067,1081,-28
1.8,-7.0551,1066,-7
1.805,-6.9017,1051,-7
1.81,-6.7467,1036,-7
1.815,-6.59,1021,-7
1.82,-6.4317,1006,-24
1.825,-6.2718,990,-24
1.83,-6.1103,975,-24
1.835,-5.9473,960,-15
1.84,-5.7829,945,-15
1.845,-5.617,930,-15
1.85,-5.4498,915,-15
1.855,-5.2812,900,-28
1.86,-5.1113,886,-28
1.865,-4.9401,870,-28
1.87,-4.7677,856,-24
1.875,-4.5942,841,-24
1.88,-4.4195,826,-24
1.885,-4.2437,811,-24
1.89,-4.0669,796,-28
1.895,-3.8891,781,-28
1.9,-3.7103,767,-28
1.905,-3.5306,752,-28
1.91,-3.35,737,-31
1.915,-3.1686,723,-31
1.92,-2.9864,708,-31
1.925,-2.8035,693,-19
1.93,-2.6199,679,-19
1.935,-2.4356,664,-19
1.94,-2.2508,650,-19
1.945,-2.0653,636,-24
1.95,-1.8794,621,-24
1.955,-1.693,607,-24
1.96,-1.5062,593,-30
1.965,-1.319,578,-30
1.97,-1.1315,564,-30
1.975,-0.94376,550,-30
1.98,-0.75575,536,-15
1.985,-0.56754,522,-15
1.99,-0.3792,508,-15
1.995,-0.19077,494,-12
2,-0.0022867,480,-12
2.005,0.1862,467,-12
2.01,0.37464,453,-12
2.015,0.56299,439,39
2.02,0.7512,426,39
2.025,0.93922,412,39
2.03,1.127,399,143
2.035,1.3145,386,143
2.04,1.5017,373,143
2.045,1.6885,360,143
2.05,1.8749,347,199
2.055,2.0609,335,199
2.06,2.2463,322,199
2.065,2.4312,310,199
2.07,2.6155,299,256
2.075,2.7991,287,256
2.08,2.982,276,256
2.085,3.1642,266,263
2.09,3.3457,255,263
2.095,3.5263,245,263
2.1,3.706,235,263
2.105,3.8848,226,319
2.11,4.0627,217,319
2.115,4.2395,209,319
2.12,4.4153,201,259
2.125,4.5901,193,259
2.13,4.7636,186,259
2.135,4.9361,180,259
2.14,5.1073,173,304
2.145,5.2772,168,304
2.15,5.4458,163,304
2.155,5.6131,158,316
2.16,5.779,154,316
2.165,5.9435,150,316
2.17,6.1065,147,316
2.175,6.268,145,295
2.18,6.428,143,295
2.185,6.5863,142,295
2.19,6.7431,141,259
2.195,6.8982,141,259
2.2,7.0515,141,259
2.205,7.2032,142,259
2.21,7.353,143,256
2.215,7.5011,145,256
2.22,7.6473,147,256
2.225,7.7916,150,263
2.23,7.934,153,263
2.235,8.0744,156,263
2.24,8.2129,160,263
2.245,8.3493,165,206
2.25,8.4836,170,206
2.255,8.6159,175,206
2.26,8.746,181,206
2.265,8.874,187,152
2.27,8.9998,193,152
2.275,9.1233,200,152
2.28,9.2447,207,143
2.285,9.3637,215,143
2.29,9.4804,223,143
2.295,9.5948,231,143
2.3,9.7068,239,124
2.305,9.8164,248,124
2.31,9.9236,258,124
2.315,10.028,267,96
2.32,10.131,277,96
2.325,10.23,287,96
2.33,10.328,297,96
2.335,10.422,307,99
2.34,10.515,318,99
2.345,10.604,329,99
2.35,10.691,340,62
2.355,10.775,351,62
2.36,10.857,363,62
2.365,10.936,374,62
2.37,11.012,386,60
2.375,11.086,398,60
2.38,11.156,411,60
2.385,11.224,423,79
2.39,11.29,436,79
2.395,11.352,448,79
2.4,11.412,461,79
2.405,11.469,474,39
2.41,11.523,487,39
2.415,11.574,500,39
2.42,11.622,514,24
2.425,11.668,527,24
2.43,11.71,540,24
2.435,11.75,554,24
2.44,11.787,568,39
2.445,11.821,581,39
2.45,11.852,595,39
2.455,11.88,609,39
2.46,11.905,623,24
2.465,11.927,637,24
2.47,11.947,651,24
2.475,11.963,666,31
2.48,11.976,680,31
2.485,11.987,694,31
2.49,11.994,708,31
2.495,11.998,723,31
2.5,12,737,31
2.505,11.999,752,31
2.51,11.994,766,31
2.515,11.987,781,31
2.52,11.976,796,31
2.525,11.963,810,31
2.53,11.947,825,28
2.535,11.928,840,28
2.54,11.906,855,28
2.545,11.881,870,24
2.55,11.853,885,24
2.555,11.822,900,24
2.56,11.788,915,24
2.565,11.751,930,24
2.57,11.712,945,24
2.575,11.669,960,24
2.58,11.624,975,24
2.585,11.575,990,24
2.59,11.524,1005,24
2.595,11.47,1020,24
2.6,11.413,1036,3
2.605,11.354,1051,3
2.61,11.291,1066,3
2.615,11.226,1081,28
2.62,11.158,1096,28
2.625,11.087,1112,28
2.63,11.014,1127,28
2.635,10.938,1142,24
2.64,10.859,1158,24
2.645,10.777,1173,24
2.65,10.693,1188,24
2.655,10.606,1204,24
2.66,10.517,1219,24
2.665,10.425,1234,24
2.67,10.33,1250,24
2.675,10.233,1265,24
2.68,10.133,1280,24
2.685,10.031,1296,24
2.69,9.9263,1311,24
2.695,9.8192,1326,24
2.7,9.7097,1342,24
2.705,9.5977,1357,24
2.71,9.4834,1372,24
2.715,9.3667,1388,24
2.72,9.2477,1403,24
2.725,9.1265,1418,15
2.73,9.003,1434,15
2.735,8.8772,1449,15
2.74,8.7493,1464,19
2.745,8.6192,1480,19
2.75,8.487,1495,19
2.755,8.3527,1510,19
2.76,8.2164,1526,15
2.765,8.078,1541,15
2.77,7.9376,1556,15
2.775,7.7953,1571,24
2.78,7.651,1587,24
2.785,7.5049,1602,24
2.79,7.3568,1617,24
2.795,7.207,1632,24
2.8,7.0554,1648,24
2.805,6.9021,1663,24
2.81,6.7471,1678,15
2.815,6.5904,1693,15
2.82,6.432,1708,15
2.825,6.2721,1724,15
2.83,6.1106,1739,12
2.835,5.9477,1754,12
2.84,5.7832,1769,12
2.845,5.6174,1784,12
2.85,5.4501,1799,30
2.855,5.2815,1814,30
2.86,5.1116,1829,30
2.865,4.9404,1844,24
2.87,4.7681,1859,24
2.875,4.5945,1874,24
2.88,4.4198,1889,24
2.885,4.244,1904,24
2.89,4.0672,1919,24
2.895,3.8894,1933,24
2.9,3.7106,1948,24
2.905,3.5309,1963,24
2.91,3.3503,1978,24
2.915,3.1689,1992,24
2.92,2.9867,2007,15
2.925,2.8038,2022,15
2.93,2.6202,2036,15
2.935,2.4359,2051,28
2.94,2.251,2065,28
2.945,2.0656,2080,28
2.95,1.8797,2094,28
2.955,1.6933,2109,24
2.96,1.5065,2123,24
2.965,1.3193,2137,24
2.97,1.1318,2151,15
2.975,0.94403,2166,15
2.98,0.75601,2180,15
2.985,0.5678,2194,15
2.99,0.37946,2208,15
2.995,0.19102,2222,15
3,0.0025403,2236,15
3.005,-0.18595,2249,-1
3.01,-0.37439,2263,-1
3.015,-0.56274,2277,-1
3.02,-0.75095,2290,-1
3.025,-0.93898,2304,-96
3.03,-1.1268,2318,-96
3.035,-1.3143,2331,-96
3.04,-1.5015,2344,-96
3.045,-1.6883,2357,-192
3.05,-1.8747,2370,-192
3.055,-2.0606,2382,-192
3.06,-2.2461,2394,-224
3.065,-2.4309,2407,-224
3.07,-2.6152,2418,-224
3.075,-2.7989,2430,-224
3.08,-2.9818,2441,-295
3.085,-3.164,2452,-295
3.09,-3.3454,2462,-295
3.095,-3.526,2473,-295
3.1,-3.7058,2482,-295
3.105,-3.8846,2492,-295
3.11,-4.0624,2501,-295
3.115,-4.2393,2509,-316
3.12,-4.4151,2517,-316
3.125,-4.5898,2525,-316
3.13,-4.7634,2532,-335
3.135,-4.9358,2539,-335
3.14,-5.107,2545,-335
3.145,-5.277,2550,-335
3.15,-5.4456,2555,-327
3.155,-5.6129,2560,-327
3.16,-5.7788,2564,-327
3.165,-5.9433,2567,-305
3.17,-6.1063,2570,-305
3.175,-6.2678,2572,-305
3.18,-6.4277,2574,-305
3.185,-6.5861,2575,-304
3.19,-6.7429,2576,-304
3.195,-6.8979,2575,-304
3.2,-7.0513,2575,-271
3.205,-7.203,2573,-271
3.21,-7.3528,2572,-271
3.215,-7.5009,2569,-271
3.22,-7.6471,2566,-240
3.225,-7.7914,2563,-240
3.23,-7.9338,2559,-240
3.235,-8.0742,2555,-240
3.24,-8.2127,2550,-176
3.245,-8.3491,2545,-176
3.25,-8.4834,2540,-176
3.255,-8.6157,2534,-127
3.26,-8.7458,2527,-127
3.265,-8.8738,2521,-127
3.27,-8.9996,2514,-127
3.275,-9.1232,2506,-127
3.28,-9.2445,2498,-127
3.285,-9.3635,2490,-127
3.29,-9.4803,2482,-142
3.295,-9.5947,2473,-142
3.3,-9.7067,2464,-142
3.305,-9.8163,2455,-142
3.31,-9.9235,2445,-120
3.315,-10.028,2435,-120
3.32,-10.131,2425,-120
3.325,-10.23,2415,-88
3.33,-10.328,2404,-88
3.335,-10.422,2393,-88
3.34,-10.514,2382,-88
3.345,-10.604,2371,-71
3.35,-10.691,2360,-71
3.355,-10.775,2348,-71
3.36,-10.857,2336,-63
3.365,-10.936,2324,-63
3.37,-11.012,2312,-63
3.375,-11.086,2299,-63
3.38,-11.156,2287,-48
3.385,-11.224,2274,-48
3.39,-11.29,2261,-48
3.395,-11.352,2248,-48
3.4,-11.412,2235,-48
3.405,-11.469,2222,-48
3.41,-11.523,2208,-48
3.415,-11.574,2195,-48
3.42,-11.622,2181,-48
3.425,-11.668,2168,-48
3.43,-11.71,2154,-48
3.435,-11.75,2140,-39
3.44,-11.787,2126,-39
3.445,-11.821,2112,-39
3.45,-11.852,2098,-31
3.455,-11.88,2083,-31
3.46,-11.905,2069,-31
3.465,-11.927,2055,-31
3.47,-11.946,2040,-39
3.475,-11.963,2026,-39
3.48,-11.976,2011,-39
3.485,-11.987,1996,-39
3.49,-11.994,1982,-39
3.495,-11.998,1967,-39
3.5,-12,1952,-39
3.505,-11.999,1937,-15
3.51,-11.994,1922,-15
3.515,-11.987,1908,-15
3.52,-11.976,1893,-24
3.525,-11.963,1878,-24
3.53,-11.947,1863,-24
3.535,-11.928,1848,-24
3.54,-11.906,1832,-7
3.545,-11.881,1817,-7
3.55,-11.853,1802,-7
3.555,-11.822,1787,-28
3.56,-11.788,1772,-28
3.565,-11.751,1757,-28
3.57,-11.712,1741,-28
3.575,-11.669,1726,-24
3.58,-11.624,1711,-24
3.585,-11.575,1696,-24
3.59,-11.524,1680,-15
3.595,-11.47,1665,-15
3.6,-11.414,1650,-15
3.605,-11.354,1634,-15
3.61,-11.291,1619,-19
3.615,-11.226,1604,-19
3.62,-11.158,1588,-19
3.625,-11.088,1573,-19
3.63,-11.014,1558,-15
3.635,-10.938,1542,-15
3.64,-10.859,1527,-15
3.645,-10.778,1512,-24
3.65,-10.693,1496,-24
3.655,-10.606,1481,-24
3.66,-10.517,1465,-24
3.665,-10.425,1450,-15
3.67,-10.33,1435,-15
3.675,-10.233,1419,-15
3.68,-10.133,1404,-15
3.685,-10.031,1389,-15
3.69,-9.9265,1373,-15
3.695,-9.8194,1358,-15
3.7,-9.7098,1342,-7
3.705,-9.5978,1327,-7
3.71,-9.4835,1312,-7
3.715,-9.3669,1296,-24
3.72,-9.2479,1281,-24
3.725,-9.1266,1266,-24
3.73,-9.0031,1250,-24
3.735,-8.8774,1235,-3
3.74,-8.7495,1220,-3
3.745,-8.6194,1204,-3
3.75,-8.4872,1189,-28
3.755,-8.3529,1174,-28
3.76,-8.2165,1159,-28
3.765,-8.0782,1143,-28
3.77,-7.9378,1128,-15
3.775,-7.7955,1113,-15
3.78,-7.6512,1098,-15
3.785,-7.505,1083,-24
3.79,-7.357,1067,-24
3.795,-7.2072,1052,-24
3.8,-7.0556,1037,-24
3.805,-6.9023,1022,-7
3.81,-6.7473,1007,-7
3.815,-6.5906,992,-7
3.82,-6.4322,976,-7
3.825,-6.2723,961,-24
3.83,-6.1109,946,-24
3.835,-5.9479,931,-24
3.84,-5.7834,916,-24
3.845,-5.6176,901,-24
3.85,-5.4503,886,-24
3.855,-5.2817,871,-24
3.86,-5.1118,856,-24
3.865,-4.9407,841,-24
3.87,-4.7683,826,-24
3.875,-4.5947,812,-30
3.88,-4.4201,797,-30
3.885,-4.2443,782,-30
3.89,-4.0674,767,-30
3.895,-3.8896,752,-19
3.9,-3.7108,738,-19
3.905,-3.5311,723,-19
3.91,-3.3505,708,-28
3.915,-3.1691,694,-28
3.92,-2.987,679,-28
3.925,-2.804,664,-28
3.93,-2.6204,650,-30
3.935,-2.4362,635,-30
3.94,-2.2513,621,-30
3.945,-2.0659,606,-24
3.95,-1.88,592,-24
3.955,-1.6936,578,-24
3.96,-1.5068,563,-24
3.965,-1.3196,549,-17
3.97,-1.1321,535,-17
3.975,-0.94428,521,-17
3.98,-0.75626,507,-14
3.985,-0.56805,493,-14
3.99,-0.3797,479,-14
3.995,-0.19128,465,-14
4,-0.0027882,451,-7
4.005,0.18569,437,-7
4.01,0.37413,424,-7
4.015,0.56248,410,-7
4.02,0.75069,396,63
4.025,0.93872,383,63
4.03,1.1265,370,63
4.035,1.314,356,127
4.04,1.5012,343,127
4.045,1.688,330,127
4.05,1.8744,317,127
4.055,2.0604,305,224
4.06,2.2458,292,224
4.065,2.4307,281,224
4.07,2.615,269,268
4.075,2.7986,257,268
4.08,2.9816,246,268
4.085,3.1638,235,268
4.09,3.3452,225,312
4.095,3.5258,215,312
4.1,3.7055,205,312
4.105,3.8843,195,300
4.11,4.0622,186,300
4.115,4.2391,178,300
4.12,4.4149,170,300
4.125,4.5896,162,327
4.13,4.7632,155,327
4.135,4.9356,148,327
4.14,5.1068,142,327
4.145,5.2767,136,327
4.15,5.4454,131,327
4.155,5.6127,126,327
4.16,5.7786,122,353
4.165,5.943,118,353
4.17,6.1061,115,353
4.175,6.2676,113,353
4.18,6.4275,111,287
4.185,6.5859,109,287
4.19,6.7426,108,287
4.195,6.8977,108,304
4.2,7.0511,108,304
4.205,7.2028,108,304
4.21,7.3526,110,304
4.215,7.5007,111,256
4.22,7.6469,113,256
4.225,7.7912,116,256
4.23,7.9336,119,224
4.235,8.074,123,224
4.24,8.2125,126,224
4.245,8.3489,131,224
4.25,8.4833,136,184
4.255,8.6155,141,184
4.26,8.7457,147,184
4.265,8.8736,153,159
4.2701,8.9994,160,159
4.2751,9.123,166,159
4.2801,9.2443,174,159
4.2851,9.3634,181,127
4.2901,9.4801,189,127
4.2951,9.5945,198,127
4.3001,9.7065,206,99
4.3051,9.8161,215,99
4.3101,9.9234,224,99
4.3151,10.028,234,99
4.3201,10.13,244,78
4.3251,10.23,254,78
4.3301,10.327,264,78
4.3351,10.422,274,97
4.3401,10.514,285,97
4.3451,10.604,296,97
4.3501,10.691,307,97
4.3551,10.775,319,63
4.3601,10.857,330,63
4.3651,10.936,342,63
4.3701,11.012,354,63
4.3751,11.085,366,79
4.3801,11.156,378,79
4.3851,11.224,391,79
4.3901,11.29,403,63
4.3951,11.352,416,63
4.4001,11.412,429,63
4.4051,11.469,442,63
4.4101,11.523,455,63
4.4151,11.574,468,63
4.4201,11.622,482,63
4.4251,11.668,495,17
4.4301,11.71,509,17
4.4351,11.75,522,17
4.4401,11.787,536,17
4.4451,11.821,550,39
4.4501,11.852,564,39
4.4551,11.88,578,39
4.4601,11.905,592,31
4.4651,11.927,606,31
4.4701,11.946,620,31
4.4751,11.963,634,31
4.4801,11.976,649,31
4.4851,11.987,663,31
4.4901,11.994,677,31
4.4951,11.998,692,24
4.5001,12,706,24
4.5051,11.999,721,24
4.5101,11.994,736,24
4.5151,11.987,751,15
4.5201,11.977,765,15
4.5251,11.963,780,15
4.5301,11.947,795,31
4.5351,11.928,810,31
4.5401,11.906,825,31
4.5451,11.881,840,31
4.5501,11.853,855,28
4.5551,11.822,870,28
4.5601,11.788,885,28
4.5651,11.751,900,28
4.5701,11.712,915,24
4.5751,11.669,930,24
4.5801,11.624,945,24
4.5851,11.575,961,15
4.5901,11.524,976,15
4.5951,11.47,991,15
4.6001,11.414,1006,15
4.6051,11.354,1022,12
4.6101,11.292,1037,12
4.6151,11.226,1052,12
4.6201,11.158,1067,7
4.6251,11.088,1083,7
4.6301,11.014,1098,7
4.6351,10.938,1113,7
4.6401,10.859,1128,15
4.6451,10.778,1144,15
4.6501,10.693,1159,15
4.6551,10.607,1175,15
4.6601,10.517,1190,15
4.6651,10.425,1205,15
4.6701,10.33,1221,15
4.6751,10.233,1236,7
4.6801,10.134,1251,7
4.6851,10.031,1267,7
4.6901,9.9266,1282,15
4.6951,9.8195,1298,15
4.7001,9.71,1313,15
4.7051,9.598,1328,15
4.7101,9.4837,1344,7
4.7151,9.367,1359,7
4.7201,9.2481,1374,7
4.7251,9.1268,1390,30
4.7301,9.0033,1405,30
4.7351,8.8776,1420,30
4.7401,8.7497,1436,30
4.7451,8.6196,1451,24
4.7501,8.4874,1466,24
4.7551,8.3531,1482,24
4.7601,8.2167,1497,24
4.7651,8.0784,1512,24
4.7701,7.938,1527,24
4.7751,7.7956,1543,24
4.7801,7.6514,1558,24
4.7851,7.5052,1573,24
4.7901,7.3573,1588,24
4.7951,7.2074,1604,24
4.8001,7.0558,1619,24
4.8051,6.9025,1634,24
4.8101,6.7475,1649,24
4.8151,6.5908,1664,28
4.8201,6.4324,1680,28
4.8251,6.2725,1695,28
4.8301,6.1111,1710,28
4.8351,5.9481,1725,24
4.8401,5.7837,1740,24
4.8451,5.6178,1755,24
4.8501,5.4506,1770,19
4.8551,5.282,1785,19
4.8601,5.1121,1800,19
4.8651,4.9409,1815,19
4.8701,4.7685,1830,15
4.8751,4.595,1845,15
4.8801,4.4203,1860,15
4.8851,4.2445,1875,31
4.8901,4.0677,1890,31
4.8951,3.8899,1904,31
4.9001,3.7111,1919,31
4.9051,3.5314,1934,28
4.9101,3.3508,1949,28
4.9151,3.1694,1964,28
4.9201,2.9872,1978,24
4.9251,2.8043,1993,24
4.9301,2.6207,2008,24
4.9351,2.4364,2022,24
4.9401,2.2515,2037,24
4.9451,2.0661,2051,24
4.9501,1.8802,2066,24
4.9551,1.6938,2080,24
4.9601,1.507,2094,15
