Time(s), V(V),Encoder,ADC
0.825,10.329,-1284,-24
0.83,10.367,-1299,-24
0.835,10.405,-1314,-24
0.84,10.442,-1329,-30
0.845,10.479,-1344,-30
0.85,10.515,-1359,-30
0.855,10.552,-1374,-30
0.86,10.587,-1390,-24
0.865,10.623,-1405,-24
0.87,10.657,-1420,-24
0.875,10.692,-1435,-24
0.88,10.726,-1450,-24
0.885,10.76,-1466,-24
0.89,10.793,-1481,-24
0.895,10.825,-1496,-28
0.9,10.858,-1512,-28
0.905,10.89,-1527,-28
0.91,10.921,-1542,-24
0.915,10.952,-1558,-24
0.92,10.983,-1573,-24
0.925,11.013,-1589,-24
0.93,11.043,-1604,-24
0.935,11.072,-1620,-24
0.94,11.101,-1635,-24
0.945,11.129,-1651,-15
0.95,11.157,-1666,-15
0.955,11.185,-1682,-15
0.96,11.212,-1697,-15
0.965,11.238,-1713,-15
0.97,11.265,-1728,-15
0.975,11.29,-1744,-15
0.98,11.316,-1759,-15
0.985,11.341,-1775,-15
0.99,11.365,-1790,-15
0.995,11.389,-1806,-15
1,11.413,-1822,-24
1.005,11.436,-1837,-24
1.01,11.458,-1853,-24
1.015,11.48,-1868,-15
1.02,11.502,-1884,-15
1.025,11.523,-1900,-15
1.03,11.544,-1916,-15
1.035,11.565,-1931,-24
1.04,11.584,-1947,-24
1.045,11.604,-1963,-24
1.05,11.623,-1978,-24
1.055,11.641,-1994,-15
1.06,11.659,-2010,-15
1.065,11.677,-2026,-15
1.07,11.694,-2041,-15
1.075,11.711,-2057,-15
1.08,11.727,-2073,-15
1.085,11.743,-2088,-15
1.09,11.758,-2104,-15
1.095,11.773,-2120,-15
1.1,11.787,-2136,-15
1.105,11.801,-2152,-15
1.11,11.815,-2168,-15
1.115,11.828,-2183,-15
1.12,11.84,-2199,-15
1.125,11.852,-2215,-15
1.13,11.864,-2231,-15
1.135,11.875,-2247,-15
1.14,11.885,-2262,-15
1.145,11.896,-2278,-15
1.15,11.905,-2294,-15
1.155,11.915,-2310,-15
1.16,11.923,-2326,-15
1.165,11.932,-2342,-15
1.17,11.939,-2358,-15
1.175,11.947,-2374,-15
1.18,11.954,-2390,-15
1.185,11.96,-2406,-15
1.19,11.966,-2422,-15
1.195,11.971,-2437,-15
1.2,11.976,-2453,-15
1.205,11.981,-2469,-15
1.21,11.985,-2485,-15
1.215,11.988,-2501,-15
1.22,11.991,-2517,-15
1.225,11.994,-2533,-15
1.23,11.996,-2549,-14
1.235,11.998,-2565,-14
1.24,11.999,-2581,-14
1.245,12,-2597,-14
1.25,12,-2613,-19
1.255,12,-2629,-19
1.26,11.999,-2645,-19
1.265,11.998,-2661,-12
1.27,11.996,-2677,-12
1.275,11.994,-2693,-12
1.28,11.991,-2709,-12
1.285,11.988,-2725,-15
1.29,11.985,-2741,-15
1.295,11.981,-2757,-15
1.3,11.976,-2773,-14
1.305,11.971,-2789,-14
1.31,11.966,-2805,-14
1.315,11.96,-2821,-14
1.32,11.954,-2837,-24
1.325,11.947,-2853,-24
1.33,11.939,-2869,-24
1.335,11.932,-2885,-12
1.34,11.923,-2902,-12
1.345,11.915,-2918,-12
1.35,11.905,-2934,-12
1.355,11.896,-2950,-15
1.36,11.886,-2966,-15
1.365,11.875,-2982,-15
1.37,11.864,-2998,-7
1.375,11.852,-3014,-7
1.38,11.84,-3030,-7
1.385,11.828,-3046,-7
1.39,11.815,-3062,-24
1.395,11.801,-3078,-24
1.4,11.788,-3094,-24
1.405,11.773,-3110,-14
1.41,11.758,-3126,-14
1.415,11.743,-3142,-14
1.42,11.727,-3158,-14
1.425,11.711,-3174,-15
1.43,11.694,-3190,-15
1.435,11.677,-3206,-15
1.44,11.66,-3222,-15
1.445,11.642,-3238,-12
1.45,11.623,-3254,-12
1.455,11.604,-3270,-12
1.46,11.585,-3286,-15
1.465,11.565,-3303,-15
1.47,11.545,-3319,-15
1.475,11.524,-3335,-15
1.48,11.502,-3351,-14
1.485,11.481,-3367,-14
1.49,11.459,-3383,-14
1.495,11.436,-3399,-15
1.5,11.413,-3415,-15
1.505,11.389,-3431,-15
1.51,11.365,-3447,-15
1.515,11.341,-3463,-12
1.52,11.316,-3479,-12
1.525,11.291,-3495,-12
1.53,11.265,-3511,-15
1.535,11.239,-3527,-15
1.54,11.212,-3543,-15
1.545,11.185,-3559,-15
1.55,11.158,-3575,-15
1.555,11.13,-3591,-15
1.56,11.101,-3607,-15
1.565,11.072,-3623,-15
1.57,11.043,-3639,-15
1.575,11.013,-3655,-15
1.58,10.983,-3671,-15
1.585,10.953,-3687,-12
1.59,10.922,-3703,-12
1.595,10.89,-3719,-12
1.6,10.858,-3735,-24
1.605,10.826,-3751,-24
1.61,10.793,-3767,-24
1.615,10.76,-3783,-24
1.62,10.726,-3799,-12
1.625,10.692,-3815,-12
1.63,10.658,-3831,-12
1.635,10.623,-3847,-12
1.64,10.588,-3863,-15
1.645,10.552,-3879,-15
1.65,10.516,-3894,-15
1.655,10.48,-3910,-15
1.66,10.443,-3926,-15
1.665,10.405,-3942,-15
1.67,10.367,-3958,-15
1.675,10.329,-3974,-15
1.68,10.291,-3990,-15
1.685,10.252,-4006,-15
1.69,10.212,-4022,-15
1.695,10.173,-4038,-15
1.7,10.132,-4054,-15
1.705,10.092,-4070,-15
1.71,10.051,-4086,-14
1.715,10.009,-4102,-14
1.72,9.9676,-4117,-14
1.725,9.9254,-4133,-24
1.73,9.8828,-4149,-24
1.735,9.8399,-4165,-24
1.74,9.7965,-4181,-24
1.745,9.7528,-4197,-15
1.75,9.7087,-4213,-15
1.755,9.6642,-4228,-15
1.76,9.6193,-4244,-15
1.765,9.574,-4260,-15
1.77,9.5284,-4276,-15
1.775,9.4824,-4292,-15
1.78,9.436,-4308,-24
1.785,9.3892,-4323,-24
1.79,9.3421,-4339,-24
1.795,9.2946,-4355,-15
1.8,9.2467,-4371,-15
1.805,9.1984,-4387,-15
1.81,9.1498,-4402,-15
1.815,9.1009,-4418,-15
1.82,9.0516,-4434,-15
1.825,9.0019,-4450,-15
1.83,8.9519,-4466,-15
1.835,8.9015,-4481,-15
1.84,8.8507,-4497,-15
1.845,8.7996,-4513,-15
1.85,8.7482,-4528,-19
1.855,8.6964,-4544,-19
1.86,8.6443,-4560,-19
1.865,8.5918,-4576,-19
1.87,8.539,-4591,-24
1.875,8.4859,-4607,-24
1.88,8.4324,-4623,-24
1.885,8.3786,-4638,-15
1.89,8.3245,-4654,-15
1.895,8.27,-4670,-15
1.9,8.2152,-4685,-15
1.905,8.1601,-4701,-15
1.91,8.1046,-4716,-15
1.915,8.0489,-4732,-15
1.92,7.9928,-4748,-15
1.925,7.9364,-4763,-15
1.93,7.8797,-4779,-15
1.935,7.8227,-4794,-15
1.94,7.7653,-4810,-15
1.945,7.7077,-4826,-15
1.95,7.6498,-4841,-15
1.955,7.5915,-4857,-15
1.96,7.533,-4872,-15
1.965,7.4742,-4888,-15
1.97,7.415,-4903,-15
1.975,7.3556,-4919,-15
1.98,7.2959,-4934,-15
1.985,7.2359,-4950,-15
1.99,7.1756,-4965,-15
1.995,7.115,-4981,-15
2,7.0542,-4996,-15
2.005,6.993,-5012,-15
2.01,6.9316,-5027,-15
2.015,6.8699,-5042,-15
2.02,6.808,-5058,-15
2.025,6.7458,-5073,-15
2.03,6.6833,-5088,-15
2.035,6.6205,-5104,-15
2.04,6.5575,-5119,-15
2.045,6.4942,-5134,-24
2.05,6.4307,-5150,-24
2.055,6.3669,-5165,-24
2.06,6.3029,-5180,-24
2.065,6.2386,-5195,-24
2.07,6.1741,-5210,-24
2.075,6.1093,-5226,-24
2.08,6.0443,-5241,-24
2.085,5.979,-5256,-24
2.09,5.9135,-5271,-24
2.095,5.8478,-5286,-24
2.1,5.7819,-5302,-24
2.105,5.7157,-5317,-24
2.11,5.6493,-5332,-24
2.115,5.5826,-5347,-24
2.12,5.5158,-5362,-24
2.125,5.4487,-5377,-24
2.13,5.3814,-5392,-24
2.135,5.3139,-5407,-24
2.14,5.2462,-5422,-24
2.145,5.1783,-5437,-24
2.15,5.1102,-5452,-31
2.155,5.0419,-5467,-31
2.16,4.9734,-5482,-31
2.165,4.9046,-5497,-31
2.17,4.8357,-5512,-24
2.175,4.7666,-5526,-24
2.18,4.6973,-5541,-24
2.185,4.6279,-5556,-28
2.19,4.5582,-5571,-28
2.195,4.4884,-5586,-28
2.2,4.4184,-5600,-28
2.205,4.3482,-5615,-24
2.21,4.2778,-5630,-24
2.215,4.2073,-5644,-24
2.22,4.1366,-5659,-24
2.225,4.0657,-5674,-24
2.23,3.9947,-5688,-24
2.235,3.9235,-5703,-24
2.24,3.8522,-5718,-24
2.245,3.7807,-5732,-24
2.25,3.7091,-5746,-24
2.255,3.6373,-5761,-24
2.26,3.5654,-5775,-24
2.265,3.4933,-5790,-24
2.27,3.4211,-5804,-24
2.275,3.3488,-5818,-24
2.28,3.2763,-5833,-24
2.285,3.2037,-5847,-24
2.29,3.131,-5861,-24
2.295,3.0582,-5876,-28
2.3,2.9852,-5890,-28
2.305,2.9121,-5904,-28
2.31,2.8389,-5918,-24
2.315,2.7656,-5932,-24
2.32,2.6922,-5946,-24
2.325,2.6186,-5960,-24
2.33,2.545,-5974,-28
2.335,2.4713,-5988,-28
2.34,2.3974,-6002,-28
2.345,2.3235,-6016,-31
2.35,2.2495,-6029,-31
2.355,2.1754,-6043,-31
2.36,2.1012,-6057,-31
2.365,2.0269,-6070,-30
2.37,1.9526,-6084,-30
2.375,1.8782,-6098,-30
2.38,1.8036,-6111,-24
2.385,1.7291,-6125,-24
2.39,1.6544,-6138,-24
2.395,1.5797,-6152,-24
2.4,1.5049,-6165,-24
2.405,1.4301,-6178,-24
2.41,1.3552,-6192,-24
2.415,1.2803,-6205,-24
2.42,1.2053,-6218,-24
2.425,1.1303,-6231,-24
2.43,1.0552,-6244,-24
2.435,0.98004,-6257,-24
2.44,0.90488,-6270,-24
2.445,0.82968,-6283,-24
2.45,0.75444,-6296,-24
2.455,0.67918,-6308,-15
2.46,0.60389,-6321,-15
2.465,0.52858,-6334,-15
2.47,0.45324,-6347,-7
2.475,0.37789,-6359,-7
2.48,0.30252,-6372,-7
2.485,0.22714,-6384,-7
2.49,0.15175,-6396,-12
2.495,0.076362,-6409,-12
2.5,0.00096311,-6421,-12
2.505,-0.074433,-6433,-1
2.51,-0.14983,-6445,-1
2.515,-0.22522,-6457,-1
2.52,-0.30059,-6469,-1
2.525,-0.37596,-6481,39
2.53,-0.45132,-6493,39
2.535,-0.52665,-6505,39
2.54,-0.60197,-6517,71
2.545,-0.67726,-6528,71
2.55,-0.75252,-6540,71
2.555,-0.82775,-6551,71
2.56,-0.90296,-6562,88
2.565,-0.97812,-6574,88
2.57,-1.0532,-6585,88
2.575,-1.1283,-6596,127
2.58,-1.2034,-6606,127
2.585,-1.2784,-6617,127
2.59,-1.3533,-6628,127
2.595,-1.4282,-6638,143
2.6,-1.503,-6648,143
2.605,-1.5778,-6658,143
2.61,-1.6525,-6668,143
2.615,-1.7272,-6678,163
2.62,-1.8017,-6688,163
2.625,-1.8762,-6697,163
2.63,-1.9507,-6706,192
2.635,-2.025,-6715,192
2.64,-2.0993,-6724,192
2.645,-2.1735,-6732,192
2.65,-2.2476,-6740,199
2.655,-2.3216,-6748,199
2.66,-2.3956,-6756,199
2.665,-2.4694,-6763,224
2.67,-2.5431,-6770,224
2.675,-2.6168,-6777,224
2.68,-2.6903,-6784,224
2.685,-2.7637,-6790,207
2.69,-2.837,-6796,207
2.695,-2.9102,-6802,207
2.7,-2.9833,-6808,224
2.705,-3.0563,-6813,224
2.71,-3.1291,-6818,224
2.715,-3.2019,-6822,224
2.72,-3.2745,-6826,216
2.725,-3.3469,-6831,216
2.73,-3.4193,-6834,216
2.735,-3.4915,-6838,220
2.74,-3.5636,-6841,220
2.745,-3.6355,-6844,220
2.75,-3.7073,-6846,220
2.755,-3.7789,-6848,224
2.76,-3.8504,-6850,224
2.765,-3.9217,-6852,224
2.77,-3.9929,-6853,256
2.775,-4.0639,-6854,256
2.78,-4.1348,-6855,256
2.785,-4.2055,-6855,256
2.79,-4.276,-6855,199
2.795,-4.3464,-6855,199
2.8,-4.4166,-6854,199
2.805,-4.4866,-6853,199
2.81,-4.5564,-6852,167
2.815,-4.6261,-6851,167
2.82,-4.6956,-6849,167
2.825,-4.7649,-6847,172
2.83,-4.834,-6845,172
2.835,-4.9029,-6842,172
2.84,-4.9716,-6840,172
2.845,-5.0401,-6837,192
2.85,-5.1084,-6833,192
2.855,-5.1766,-6830,192
2.86,-5.2445,-6826,127
2.865,-5.3122,-6822,127
2.87,-5.3797,-6818,127
2.875,-5.447,-6813,127
2.88,-5.5141,-6809,127
2.885,-5.5809,-6804,127
2.89,-5.6476,-6798,127
2.895,-5.714,-6793,120
2.9,-5.7802,-6787,120
2.905,-5.8461,-6781,120
2.91,-5.9119,-6775,120
2.915,-5.9773,-6769,143
2.92,-6.0426,-6762,143
2.925,-6.1076,-6756,143
2.93,-6.1724,-6749,112
2.935,-6.2369,-6741,112
2.94,-6.3012,-6734,112
2.945,-6.3653,-6726,112
2.95,-6.4291,-6719,108
2.955,-6.4926,-6711,108
2.96,-6.5559,-6702,108
2.965,-6.6189,-6694,108
2.97,-6.6817,-6686,96
2.975,-6.7442,-6677,96
2.98,-6.8064,-6668,96
2.985,-6.8684,-6659,103
2.99,-6.93,-6650,103
2.995,-6.9915,-6640,103
3,-7.0526,-6631,103
3.005,-7.1135,-6621,96
3.01,-7.174,-6612,96
3.015,-7.2343,-6602,96
3.02,-7.2944,-6591,63
3.025,-7.3541,-6581,63
3.03,-7.4135,-6571,63
3.035,-7.4727,-6560,63
3.04,-7.5315,-6550,63
3.045,-7.5901,-6539,63
3.05,-7.6483,-6528,63
3.055,-7.7063,-6517,71
3.06,-7.7639,-6506,71
3.065,-7.8212,-6495,71
3.07,-7.8783,-6483,71
3.075,-7.935,-6472,63
3.08,-7.9914,-6460,63
3.085,-8.0475,-6449,63
3.09,-8.1032,-6437,63
3.095,-8.1587,-6425,63
3.1,-8.2138,-6413,63
3.105,-8.2686,-6401,63
3.11,-8.3231,-6389,48
3.115,-8.3773,-6377,48
3.12,-8.4311,-6364,48
3.125,-8.4846,-6352,39
3.13,-8.5377,-6340,39
3.135,-8.5905,-6327,39
3.14,-8.643,-6314,39
3.145,-8.6951,-6302,39
3.15,-8.7469,-6289,39
3.155,-8.7984,-6276,39
3.16,-8.8495,-6263,39
3.165,-8.9002,-6250,49
3.17,-8.9506,-6237,49
3.175,-9.0007,-6224,49
3.18,-9.0503,-6211,31
3.185,-9.0997,-6198,31
3.19,-9.1486,-6184,31
3.195,-9.1973,-6171,31
3.2,-9.2455,-6158,31
3.205,-9.2934,-6144,31
3.21,-9.3409,-6131,31
3.215,-9.388,-6117,31
3.22,-9.4348,-6103,31
3.225,-9.4812,-6090,31
3.23,-9.5273,-6076,31
3.235,-9.5729,-6062,31
3.24,-9.6182,-6048,31
3.245,-9.6631,-6035,31
3.25,-9.7076,-6021,7
3.255,-9.7517,-6007,7
3.26,-9.7955,-5993,7
3.265,-9.8388,-5979,7
3.27,-9.8818,-5965,28
3.275,-9.9244,-5951,28
3.28,-9.9666,-5937,28
3.285,-10.008,-5923,31
3.29,-10.05,-5909,31
3.295,-10.091,-5895,31
3.3,-10.131,-5881,31
3.305,-10.172,-5866,28
3.31,-10.211,-5852,28
3.315,-10.251,-5838,28
3.32,-10.29,-5824,15
3.325,-10.328,-5809,15
3.33,-10.367,-5795,15
3.335,-10.404,-5781,15
3.34,-10.442,-5766,24
3.345,-10.479,-5752,24
3.35,-10.515,-5737,24
3.355,-10.551,-5723,24
3.36,-10.587,-5708,24
3.365,-10.622,-5694,24
3.37,-10.657,-5679,24
3.375,-10.692,-5665,15
3.38,-10.726,-5650,15
3.385,-10.759,-5635,15
3.39,-10.792,-5621,15
3.395,-10.825,-5606,15
3.4,-10.857,-5591,15
3.405,-10.889,-5577,15
3.41,-10.921,-5562,24
3.415,-10.952,-5547,24
3.42,-10.982,-5532,24
3.425,-11.013,-5518,24
3.43,-11.042,-5503,15
3.435,-11.072,-5488,15
3.44,-11.101,-5473,15
3.445,-11.129,-5458,19
3.45,-11.157,-5444,19
3.455,-11.184,-5429,19
3.46,-11.212,-5414,19
3.465,-11.238,-5399,24
3.47,-11.264,-5384,24
3.475,-11.29,-5369,24
3.48,-11.316,-5354,15
3.485,-11.34,-5339,15
3.49,-11.365,-5324,15
3.495,-11.389,-5309,15
3.5,-11.412,-5294,15
3.505,-11.435,-5279,15
3.51,-11.458,-5264,15
3.515,-11.48,-5249,15
3.52,-11.502,-5234,15
3.525,-11.523,-5219,15
3.53,-11.544,-5204,15
3.535,-11.564,-5189,19
3.54,-11.584,-5174,19
3.545,-11.604,-5159,19
3.55,-11.623,-5144,19
3.555,-11.641,-5128,15
3.56,-11.659,-5113,15
3.565,-11.677,-5098,15
3.57,-11.694,-5083,19
3.575,-11.711,-5068,19
3.58,-11.727,-5053,19
3.585,-11.743,-5038,19
3.59,-11.758,-5022,15
3.595,-11.773,-5007,15
3.6,-11.787,-4992,15
3.605,-11.801,-4977,15
3.61,-11.815,-4962,15
3.615,-11.828,-4946,15
3.62,-11.84,-4931,15
3.625,-11.852,-4916,15
3.63,-11.864,-4900,15
3.635,-11.875,-4885,15
3.64,-11.885,-4870,24
3.645,-11.896,-4854,24
3.65,-11.905,-4839,24
3.655,-11.914,-4824,24
3.66,-11.923,-4808,15
3.665,-11.931,-4793,15
3.67,-11.939,-4778,15
3.675,-11.947,-4762,15
3.68,-11.954,-4747,15
3.685,-11.96,-4732,15
3.69,-11.966,-4716,15
3.695,-11.971,-4701,15
3.7,-11.976,-4686,15
3.705,-11.981,-4670,15
3.71,-11.985,-4655,15
3.715,-11.988,-4640,15
3.72,-11.991,-4624,15
3.725,-11.994,-4609,15
3.73,-11.996,-4593,15
3.735,-11.998,-4578,15
3.74,-11.999,-4562,15
3.745,-12,-4547,15
3.75,-12,-4532,14
3.755,-12,-4516,14
3.76,-11.999,-4500,14
3.765,-11.998,-4485,15
3.77,-11.996,-4470,15
3.775,-11.994,-4454,15
3.78,-11.992,-4439,15
3.785,-11.988,-4423,14
3.79,-11.985,-4408,14
3.795,-11.981,-4392,14
3.8,-11.976,-4376,15
3.805,-11.971,-4361,15
3.81,-11.966,-4345,15
3.815,-11.96,-4330,15
3.82,-11.954,-4314,15
3.825,-11.947,-4299,15
3.83,-11.94,-4283,15
3.835,-11.932,-4268,15
3.84,-11.923,-4252,15
3.845,-11.915,-4237,15
3.85,-11.906,-4221,15
3.855,-11.896,-4206,7
3.86,-11.886,-4190,7
3.865,-11.875,-4175,7
3.87,-11.864,-4159,15
3.875,-11.852,-4144,15
3.88,-11.84,-4128,15
3.885,-11.828,-4112,15
3.89,-11.815,-4097,7
3.895,-11.802,-4082,7
3.9,-11.788,-4066,7
3.905,-11.773,-4050,15
3.91,-11.758,-4035,15
3.915,-11.743,-4020,15
3.92,-11.727,-4004,15
3.925,-11.711,-3988,7
3.93,-11.695,-3973,7
3.935,-11.677,-3958,7
3.94,-11.66,-3942,7
3.945,-11.642,-3926,15
3.95,-11.623,-3911,15
3.955,-11.604,-3896,15
3.96,-11.585,-3880,7
3.965,-11.565,-3865,7
3.97,-11.545,-3849,7
3.975,-11.524,-3834,7
3.98,-11.503,-3818,15
3.985,-11.481,-3803,15
3.99,-11.459,-3787,15
3.995,-11.436,-3772,3
4,-11.413,-3756,3
4.005,-11.39,-3741,3
4.01,-11.366,-3725,3
4.015,-11.341,-3710,15
4.02,-11.316,-3694,15
4.025,-11.291,-3679,15
4.03,-11.265,-3664,0
4.035,-11.239,-3648,0
4.04,-11.212,-3633,0
4.045,-11.185,-3617,0
4.05,-11.158,-3602,24
4.055,-11.13,-3586,24
4.06,-11.101,-3571,24
4.065,-11.073,-3556,15
4.07,-11.043,-3540,15
4.075,-11.014,-3525,15
4.08,-10.983,-3509,15
4.085,-10.953,-3494,15
4.09,-10.922,-3479,15
4.095,-10.89,-3463,15
4.1,-10.858,-3448,14
4.105,-10.826,-3432,14
4.11,-10.793,-3417,14
4.115,-10.76,-3402,14
4.12,-10.727,-3386,15
4.125,-10.693,-3371,15
4.13,-10.658,-3356,15
4.135,-10.623,-3340,15
4.14,-10.588,-3325,15
4.145,-10.552,-3310,15
4.15,-10.516,-3294,15
4.155,-10.48,-3279,15
4.16,-10.443,-3264,15
4.165,-10.405,-3248,15
4.17,-10.368,-3233,15
4.175,-10.329,-3218,15
4.18,-10.291,-3202,15
4.185,-10.252,-3187,15
4.19,-10.213,-3172,15
4.195,-10.173,-3156,15
4.2,-10.133,-3141,15
4.205,-10.092,-3126,15
4.21,-10.051,-3110,15
4.215,-10.01,-3095,15
4.22,-9.9678,-3080,15
4.225,-9.9256,-3065,15
4.23,-9.883,-3049,15
4.235,-9.8401,-3034,15
4.24,-9.7967,-3019,15
4.245,-9.753,-3004,15
4.25,-9.7089,-2988,15
4.255,-9.6644,-2973,15
4.26,-9.6195,-2958,15
4.265,-9.5742,-2943,15
4.2701,-9.5286,-2927,15
4.2751,-9.4826,-2912,15
4.2801,-9.4362,-2897,15
4.2851,-9.3894,-2882,15
4.2901,-9.3423,-2867,15
4.2951,-9.2948,-2852,7
4.3001,-9.2469,-2836,7
4.3051,-9.1987,-2821,7
4.3101,-9.1501,-2806,7
4.3151,-9.1011,-2791,24
4.3201,-9.0518,-2776,24
4.3251,-9.0021,-2761,24
4.3301,-8.9521,-2745,24
4.3351,-8.9017,-2730,15
4.3401,-8.8509,-2715,15
4.3451,-8.7998,-2700,15
4.3501,-8.7484,-2685,15
4.3551,-8.6966,-2670,15
4.3601,-8.6445,-2655,15
4.3651,-8.592,-2640,15
4.3701,-8.5392,-2625,24
4.3751,-8.4861,-2610,24
4.3801,-8.4326,-2595,24
4.3851,-8.3788,-2580,15
4.3901,-8.3247,-2565,15
4.3951,-8.2702,-2550,15
4.4001,-8.2154,-2534,15
4.4051,-8.1603,-2520,24
4.4101,-8.1048,-2504,24
4.4151,-8.0491,-2490,24
4.4201,-7.993,-2475,12
4.4251,-7.9366,-2460,12
4.4301,-7.8799,-2445,12
4.4351,-7.8229,-2430,12
4.4401,-7.7656,-2415,24
4.4451,-7.7079,-2400,24
4.4501,-7.65,-2385,24
4.4551,-7.5917,-2370,19
4.4601,-7.5332,-2355,19
4.4651,-7.4744,-2340,19
4.4701,-7.4152,-2325,19
4.4751,-7.3558,-2310,15
4.4801,-7.2961,-2296,15
4.4851,-7.2361,-2281,15
4.4901,-7.1758,-2266,31
4.4951,-7.1152,-2251,31
4.5001,-7.0544,-2236,31
4.5051,-6.9932,-2222,31
4.5101,-6.9318,-2207,14
4.5151,-6.8701,-2192,14
4.5201,-6.8082,-2177,14
4.5251,-6.746,-2162,14
4.5301,-6.6835,-2148,15
