Time(s), V(V),Encoder,ADC
0.395,-0.32356,462,24
0.4,-0.29373,468,24
0.405,-0.26531,475,24
0.41,-0.2383,481,24
0.415,-0.21272,488,15
0.42,-0.18856,494,15
0.425,-0.16584,500,15
0.43,-0.14455,507,15
0.435,-0.12471,513,15
0.44,-0.10632,519,15
0.445,-0.089388,525,15
0.45,-0.07391,532,7
0.455,-0.059895,538,7
0.46,-0.047345,544,7
0.465,-0.036263,550,3
0.47,-0.026653,556,3
0.475,-0.018517,562,3
0.48,-0.011857,567,3
0.485,-0.0066738,573,1
0.49,-0.0029693,579,1
0.495,-0.00074482,585,1
0.5,-4.7684e-07,590,1
0.505,-0.00073624,596,-1
0.51,-0.0029516,602,-1
0.515,-0.0066471,607,-1
0.52,-0.011821,613,-1
0.525,-0.018473,618,-1
0.53,-0.0266,624,-1
0.535,-0.036201,629,-1
0.54,-0.047274,635,1
0.545,-0.059814,640,1
0.55,-0.073821,645,1
0.555,-0.08929,650,7
0.56,-0.10622,656,7
0.565,-0.1246,661,7
0.57,-0.14443,666,7
0.575,-0.1657,671,14
0.58,-0.18842,676,14
0.585,-0.21257,681,14
0.59,-0.23814,686,15
0.595,-0.26514,691,15
0.6,-0.29356,696,15
0.605,-0.32338,701,15
0.61,-0.3546,706,15
0.615,-0.38721,710,15
0.62,-0.42121,715,15
0.625,-0.45659,720,24
0.63,-0.49333,725,24
0.635,-0.53143,729,24
0.64,-0.57088,734,24
0.645,-0.61167,738,31
0.65,-0.65379,743,31
0.655,-0.69723,748,31
0.66,-0.74198,752,39
0.665,-0.78802,757,39
0.67,-0.83535,761,39
0.675,-0.88396,766,39
0.68,-0.93383,770,48
0.685,-0.98494,774,48
0.69,-1.0373,779,48
0.695,-1.0909,783,48
0.7,-1.1457,788,56
0.705,-1.2017,792,56
0.71,-1.2588,796,56
0.715,-1.3172,801,71
0.72,-1.3767,805,71
0.725,-1.4373,809,71
0.73,-1.4991,814,71
0.735,-1.5619,818,76
0.74,-1.6259,822,76
0.745,-1.6909,827,76
0.75,-1.7571,831,71
0.755,-1.8242,836,71
0.76,-1.8924,840,71
0.765,-1.9616,845,71
0.77,-2.0318,849,88
0.775,-2.103,854,88
0.78,-2.1751,858,88
0.785,-2.2482,863,92
0.79,-2.3222,868,92
0.795,-2.3971,872,92
0.8,-2.4729,877,92
0.805,-2.5496,882,97
0.81,-2.6271,887,97
0.815,-2.7055,892,97
0.82,-2.7846,897,96
0.825,-2.8646,902,96
0.83,-2.9453,907,96
0.835,-3.0268,912,96
0.84,-3.1091,918,103
0.845,-3.192,923,103
0.85,-3.2756,929,103
0.855,-3.3599,934,112
0.86,-3.4449,940,112
0.865,-3.5305,946,112
0.87,-3.6167,952,112
0.875,-3.7034,958,108
0.88,-3.7908,964,108
0.885,-3.8787,970,108
0.89,-3.9671,976,108
0.895,-4.056,983,112
0.9,-4.1454,989,112
0.905,-4.2353,996,112
0.91,-4.3256,1003,113
0.915,-4.4163,1010,113
0.92,-4.5074,1017,113
0.925,-4.5988,1024,113
0.93,-4.6906,1031,112
0.935,-4.7828,1039,112
0.94,-4.8752,1046,112
0.945,-4.9679,1054,112
0.95,-5.0609,1062,112
0.955,-5.1541,1070,112
0.96,-5.2475,1078,112
0.965,-5.341,1086,99
0.97,-5.4348,1095,99
0.975,-5.5287,1103,99
0.98,-5.6227,1112,99
0.985,-5.7168,1121,99
0.99,-5.811,1130,99
0.995,-5.9052,1139,99
1,-5.9994,1148,88
1.005,-6.0937,1157,88
1.01,-6.1879,1167,88
1.015,-6.2821,1176,79
1.02,-6.3762,1186,79
1.025,-6.4702,1196,79
1.03,-6.5641,1206,79
1.035,-6.6578,1216,108
1.04,-6.7514,1226,108
1.045,-6.8448,1237,108
1.05,-6.938,1248,83
1.055,-7.031,1258,83
1.06,-7.1237,1269,83
1.065,-7.2161,1280,83
1.07,-7.3083,1291,63
1.075,-7.4001,1302,63
1.08,-7.4915,1313,63
1.085,-7.5826,1325,63
1.09,-7.6734,1336,62
1.095,-7.7636,1348,62
1.1,-7.8535,1360,62
1.105,-7.9429,1371,63
1.11,-8.0318,1383,63
1.115,-8.1203,1395,63
1.12,-8.2082,1408,63
1.125,-8.2955,1420,49
1.13,-8.3823,1432,49
1.135,-8.4685,1445,49
1.14,-8.5541,1457,48
1.145,-8.639,1470,48
1.15,-8.7234,1483,48
1.155,-8.807,1495,48
1.16,-8.8899,1508,48
1.165,-8.9722,1521,48
1.17,-9.0537,1534,48
1.175,-9.1344,1548,39
1.18,-9.2144,1561,39
1.185,-9.2936,1574,39
1.19,-9.3719,1588,39
1.195,-9.4495,1601,31
1.2,-9.5262,1614,31
1.205,-9.602,1628,31
1.21,-9.6769,1642,31
1.215,-9.7509,1655,31
1.22,-9.824,1669,31
1.225,-9.8962,1683,31
1.23,-9.9673,1697,31
1.235,-10.038,1711,31
1.24,-10.107,1725,31
1.245,-10.175,1739,30
1.25,-10.242,1753,30
1.255,-10.308,1767,30
1.26,-10.373,1781,30
1.265,-10.437,1796,31
1.27,-10.5,1810,31
1.275,-10.562,1824,31
1.28,-10.623,1839,31
1.285,-10.682,1853,28
1.29,-10.74,1868,28
1.295,-10.798,1882,28
1.3,-10.854,1896,24
1.305,-10.908,1911,24
1.31,-10.962,1926,24
1.315,-11.014,1940,24
1.32,-11.066,1955,28
1.325,-11.115,1970,28
1.33,-11.164,1985,28
1.335,-11.211,2000,24
1.34,-11.257,2014,24
1.345,-11.302,2029,24
1.35,-11.346,2044,24
1.355,-11.388,2059,24
1.36,-11.429,2074,24
1.365,-11.468,2089,24
1.37,-11.506,2104,24
1.375,-11.543,2119,24
1.38,-11.578,2134,24
1.385,-11.612,2150,24
1.39,-11.645,2165,15
1.395,-11.676,2180,15
1.4,-11.706,2195,15
1.405,-11.735,2210,7
1.41,-11.762,2225,7
1.415,-11.787,2241,7
1.42,-11.811,2256,7
1.425,-11.834,2271,15
1.43,-11.855,2286,15
1.435,-11.875,2302,15
1.44,-11.894,2317,24
1.445,-11.911,2332,24
1.45,-11.926,2348,24
1.455,-11.94,2363,24
1.46,-11.953,2378,15
1.465,-11.964,2394,15
1.47,-11.973,2409,15
1.475,-11.981,2425,15
1.48,-11.988,2440,15
1.485,-11.993,2456,15
1.49,-11.997,2471,15
1.495,-11.999,2486,15
1.5,-12,2502,15
1.505,-11.999,2518,15
1.51,-11.997,2533,15
1.515,-11.993,2548,15
1.52,-11.988,2564,15
1.525,-11.982,2580,15
1.53,-11.973,2595,15
1.535,-11.964,2611,15
1.54,-11.953,2626,15
1.545,-11.94,2642,15
1.55,-11.926,2657,15
1.555,-11.911,2673,15
1.56,-11.894,2688,15
1.565,-11.876,2704,14
1.57,-11.856,2720,14
1.575,-11.834,2735,14
1.58,-11.812,2751,14
1.585,-11.788,2766,15
1.59,-11.762,2782,15
1.595,-11.735,2798,15
1.6,-11.707,2813,15
1.605,-11.677,2829,15
1.61,-11.646,2844,15
1.615,-11.613,2860,15
1.62,-11.579,2876,24
1.625,-11.544,2891,24
1.63,-11.507,2907,24
1.635,-11.469,2923,15
1.64,-11.429,2938,15
1.645,-11.389,2954,15
1.65,-11.346,2970,15
1.655,-11.303,2985,7
1.66,-11.258,3001,7
1.665,-11.212,3016,7
1.67,-11.165,3032,7
1.675,-11.116,3048,15
1.68,-11.066,3063,15
1.685,-11.015,3079,15
1.69,-10.963,3094,7
1.695,-10.909,3110,7
1.7,-10.855,3126,7
1.705,-10.799,3141,7
1.71,-10.742,3157,15
1.715,-10.683,3173,15
1.72,-10.624,3188,15
1.725,-10.563,3204,7
1.73,-10.501,3220,7
1.735,-10.438,3235,7
1.74,-10.374,3251,7
1.745,-10.309,3266,15
1.75,-10.243,3282,15
1.755,-10.176,3298,15
1.76,-10.108,3313,12
1.765,-10.039,3329,12
1.77,-9.9686,3344,12
1.775,-9.8975,3360,12
1.78,-9.8253,3375,15
1.785,-9.7523,3391,15
1.79,-9.6782,3406,15
1.795,-9.6033,3422,15
1.8,-9.5275,3438,15
1.805,-9.4509,3453,15
1.81,-9.3734,3469,15
1.815,-9.295,3484,24
1.82,-9.2158,3500,24
1.825,-9.1359,3515,24
1.83,-9.0551,3531,15
1.835,-8.9737,3546,15
1.84,-8.8914,3562,15
1.845,-8.8085,3577,15
1.85,-8.7249,3593,24
1.855,-8.6406,3608,24
1.86,-8.5556,3624,24
1.865,-8.4701,3639,24
1.87,-8.3839,3654,15
1.875,-8.2971,3670,15
1.88,-8.2097,3685,15
1.885,-8.1219,3701,15
1.89,-8.0334,3716,15
1.895,-7.9445,3731,15
1.9,-7.8551,3747,15
1.905,-7.7653,3762,15
1.91,-7.675,3778,15
1.915,-7.5843,3793,15
1.92,-7.4932,3808,15
1.925,-7.4017,3823,15
1.93,-7.3099,3839,15
1.935,-7.2178,3854,15
1.94,-7.1254,3869,15
1.945,-7.0327,3884,15
1.95,-6.9397,3900,15
1.955,-6.8465,3915,24
1.96,-6.7531,3930,24
1.965,-6.6595,3945,24
1.97,-6.5658,3961,24
1.975,-6.4719,3976,15
1.98,-6.3779,3991,15
1.985,-6.2838,4006,15
1.99,-6.1896,4021,15
1.995,-6.0954,4036,15
2,-6.0011,4052,15
2.005,-5.9069,4067,15
2.01,-5.8127,4082,28
2.015,-5.7185,4097,28
2.02,-5.6244,4112,28
2.025,-5.5304,4127,15
2.03,-5.4365,4142,15
2.035,-5.3427,4157,15
2.04,-5.2491,4172,15
2.045,-5.1557,4186,31
2.05,-5.0625,4201,31
2.055,-4.9696,4216,31
2.06,-4.8768,4231,31
2.065,-4.7844,4246,24
2.07,-4.6923,4261,24
2.075,-4.6004,4276,24
2.08,-4.509,4290,24
2.085,-4.4179,4305,24
2.09,-4.3272,4320,24
2.095,-4.2369,4335,24
2.1,-4.147,4349,15
2.105,-4.0576,4364,15
2.11,-3.9687,4379,15
2.115,-3.8802,4393,24
2.12,-3.7923,4408,24
2.125,-3.705,4422,24
2.13,-3.6182,4437,24
2.135,-3.532,4452,24
2.14,-3.4464,4466,24
2.145,-3.3614,4480,24
2.15,-3.2771,4495,15
2.155,-3.1934,4509,15
2.16,-3.1105,4524,15
2.165,-3.0283,4538,15
2.17,-2.9468,4552,24
2.175,-2.866,4566,24
2.18,-2.786,4580,24
2.185,-2.7068,4595,28
2.19,-2.6285,4609,28
2.195,-2.5509,4623,28
2.2,-2.4742,4637,28
2.205,-2.3984,4651,24
2.21,-2.3235,4665,24
2.215,-2.2495,4679,24
2.22,-2.1764,4693,24
2.225,-2.1042,4707,30
2.23,-2.033,4720,30
2.235,-1.9628,4734,30
2.24,-1.8936,4748,24
2.245,-1.8254,4762,24
2.25,-1.7582,4775,24
2.255,-1.6921,4789,24
2.26,-1.627,4803,15
2.265,-1.563,4816,15
2.27,-1.5001,4830,15
2.275,-1.4383,4843,15
2.28,-1.3777,4856,15
2.285,-1.3182,4870,15
2.29,-1.2598,4883,15
2.295,-1.2026,4896,15
2.3,-1.1466,4910,15
2.305,-1.0918,4923,15
2.31,-1.0382,4936,17
2.315,-0.98581,4949,17
2.32,-0.93467,4962,17
2.325,-0.88478,4975,17
2.33,-0.83615,4988,19
2.335,-0.7888,5001,19
2.34,-0.74273,5014,19
2.345,-0.69796,5026,15
2.35,-0.6545,5039,15
2.355,-0.61236,5052,15
2.36,-0.57154,5064,15
2.365,-0.53207,5077,7
2.37,-0.49394,5089,7
2.375,-0.45718,5102,7
2.38,-0.42178,5114,7
2.385,-0.38776,5127,7
2.39,-0.35512,5139,7
2.395,-0.32387,5151,7
2.4,-0.29403,5163,7
2.405,-0.26559,5176,7
2.41,-0.23857,5188,7
2.415,-0.21297,5200,7
2.42,-0.1888,5212,7
2.425,-0.16606,5224,7
2.43,-0.14476,5235,7
2.435,-0.12491,5247,3
2.44,-0.1065,5259,3
2.445,-0.089551,5271,3
2.45,-0.074059,5282,3
2.455,-0.060027,5294,1
2.46,-0.047462,5305,1
2.465,-0.036366,5317,1
2.47,-0.026742,5328,1
2.475,-0.01859,5340,1
2.48,-0.011915,5351,1
2.485,-0.0067177,5362,1
2.49,-0.0029988,5374,0
2.495,-0.00075912,5385,0
2.5,-4.7684e-07,5396,0
2.505,-0.00072193,5407,-1
2.51,-0.002923,5418,-1
2.515,-0.0066042,5429,-1
2.52,-0.011764,5440,-1
2.525,-0.018401,5451,0
2.53,-0.026515,5461,0
2.535,-0.036102,5472,0
2.54,-0.04716,5483,1
2.545,-0.059688,5494,1
2.55,-0.073681,5504,1
2.555,-0.089136,5515,1
2.56,-0.10605,5525,1
2.565,-0.12442,5536,1
2.57,-0.14423,5546,1
2.575,-0.1655,5556,3
2.58,-0.1882,5567,3
2.585,-0.21233,5577,3
2.59,-0.2379,5587,3
2.595,-0.26488,5597,7
2.6,-0.29329,5607,7
2.605,-0.32309,5617,7
2.61,-0.3543,5627,7
2.615,-0.3869,5637,15
2.62,-0.42089,5647,15
2.625,-0.45626,5657,15
2.63,-0.49299,5667,15
2.635,-0.53108,5676,15
2.64,-0.57052,5686,15
2.645,-0.6113,5696,15
2.65,-0.6534,5706,24
2.655,-0.69683,5715,24
2.66,-0.74157,5725,24
2.665,-0.7876,5734,28
2.67,-0.83492,5744,28
2.675,-0.88352,5753,28
2.68,-0.93338,5762,28
2.685,-0.98448,5772,31
2.69,-1.0368,5781,31
2.695,-1.0904,5790,31
2.7,-1.1452,5799,31
2.705,-1.2012,5808,31
2.71,-1.2583,5818,31
2.715,-1.3166,5827,31
2.72,-1.3761,5836,49
2.725,-1.4368,5845,49
2.73,-1.4985,5854,49
2.735,-1.5614,5863,48
2.74,-1.6253,5872,48
2.745,-1.6904,5881,48
2.75,-1.7565,5890,48
2.755,-1.8236,5899,48
2.76,-1.8918,5908,48
2.765,-1.961,5917,48
2.77,-2.0312,5926,71
2.775,-2.1024,5935,71
2.78,-2.1745,5944,71
2.785,-2.2476,5953,71
2.79,-2.3216,5962,60
2.795,-2.3965,5970,60
2.8,-2.4723,5979,60
2.805,-2.549,5988,60
2.81,-2.6265,5997,62
2.815,-2.7048,6006,62
2.82,-2.784,6015,62
2.825,-2.8639,6024,83
2.83,-2.9447,6033,83
2.835,-3.0262,6042,83
2.84,-3.1084,6052,83
2.845,-3.1913,6061,71
2.85,-3.2749,6070,71
2.855,-3.3592,6079,71
2.86,-3.4442,6088,71
2.865,-3.5298,6098,71
2.87,-3.616,6107,71
2.875,-3.7027,6116,71
2.88,-3.7901,6126,71
2.885,-3.878,6135,71
2.89,-3.9664,6145,71
2.895,-4.0553,6154,79
2.9,-4.1447,6164,79
2.905,-4.2346,6174,79
2.91,-4.3248,6183,79
2.915,-4.4155,6193,63
2.92,-4.5066,6203,63
2.925,-4.5981,6213,63
2.93,-4.6899,6223,79
2.935,-4.782,6233,79
2.94,-4.8745,6243,79
2.945,-4.9672,6254,79
2.95,-5.0601,6264,71
2.955,-5.1533,6274,71
2.96,-5.2467,6285,71
2.965,-5.3403,6295,76
2.97,-5.4341,6306,76
2.975,-5.528,6317,76
2.98,-5.622,6328,76
2.985,-5.7161,6338,63
2.99,-5.8103,6349,63
2.995,-5.9045,6360,63
3,-5.9987,6372,63
3.005,-6.093,6383,63
3.01,-6.1872,6394,63
3.015,-6.2814,6405,63
3.02,-6.3755,6417,63
3.025,-6.4695,6428,63
3.03,-6.5634,6440,63
3.035,-6.6571,6452,63
3.04,-6.7507,6463,76
3.045,-6.8441,6475,76
3.05,-6.9373,6487,76
3.055,-7.0303,6499,56
3.06,-7.123,6511,56
3.065,-7.2155,6523,56
3.07,-7.3076,6536,56
3.075,-7.3994,6548,48
3.08,-7.4909,6560,48
3.085,-7.582,6573,48
3.09,-7.6727,6586,48
3.095,-7.763,6598,48
3.1,-7.8529,6611,48
3.105,-7.9423,6624,48
3.11,-8.0312,6637,48
3.115,-8.1197,6650,48
3.12,-8.2076,6663,48
3.125,-8.2949,6676,39
3.13,-8.3817,6689,39
3.135,-8.4679,6702,39
3.14,-8.5535,6715,39
3.145,-8.6385,6729,31
3.15,-8.7228,6742,31
3.155,-8.8064,6756,31
3.16,-8.8894,6769,49
3.165,-8.9716,6783,49
3.17,-9.0531,6796,49
3.175,-9.1339,6810,49
3.18,-9.2139,6824,31
3.185,-9.2931,6838,31
3.19,-9.3714,6852,31
3.195,-9.449,6866,31
3.2,-9.5257,6880,31
3.205,-9.6015,6894,31
3.21,-9.6764,6908,31
3.215,-9.7504,6922,30
3.22,-9.8235,6936,30
3.225,-9.8957,6950,30
3.23,-9.9669,6965,30
3.235,-10.037,6979,28
3.24,-10.106,6994,28
3.245,-10.175,7008,28
3.25,-10.242,7022,39
3.255,-10.308,7037,39
3.26,-10.373,7052,39
3.265,-10.437,7066,39
3.27,-10.5,7081,24
3.275,-10.562,7095,24
3.28,-10.622,7110,24
3.285,-10.682,7125,24
3.29,-10.74,7140,24
3.295,-10.797,7154,24
3.3,-10.853,7169,24
3.305,-10.908,7184,24
3.31,-10.962,7199,24
3.315,-11.014,7214,24
3.32,-11.065,7229,24
3.325,-11.115,7244,24
3.33,-11.164,7259,24
3.335,-11.211,7274,24
3.34,-11.257,7289,15
3.345,-11.302,7304,15
3.35,-11.345,7320,15
3.355,-11.388,7335,15
3.36,-11.428,7350,15
3.365,-11.468,7365,15
3.37,-11.506,7380,15
3.375,-11.543,7396,15
3.38,-11.578,7411,15
3.385,-11.612,7426,15
3.39,-11.645,7442,15
3.395,-11.676,7457,24
3.4,-11.706,7472,24
3.405,-11.734,7488,24
3.41,-11.761,7503,15
3.415,-11.787,7519,15
3.42,-11.811,7534,15
3.425,-11.834,7550,15
3.43,-11.855,7565,15
3.435,-11.875,7580,15
3.44,-11.893,7596,15
3.445,-11.91,7612,14
3.45,-11.926,7627,14
3.455,-11.94,7643,14
3.46,-11.953,7658,14
3.465,-11.964,7674,15
3.47,-11.973,7689,15
3.475,-11.981,7705,15
3.48,-11.988,7720,15
3.485,-11.993,7736,15
3.49,-11.997,7752,15
3.495,-11.999,7767,15
3.5,-12,7783,15
3.505,-11.999,7799,15
3.51,-11.997,7814,15
3.515,-11.993,7830,24
3.52,-11.988,7846,24
3.525,-11.982,7861,24
3.53,-11.973,7877,24
3.535,-11.964,7893,7
3.54,-11.953,7908,7
3.545,-11.94,7924,7
3.55,-11.926,7940,15
3.555,-11.911,7956,15
3.56,-11.894,7971,15
3.565,-11.876,7987,15
3.57,-11.856,8003,7
3.575,-11.835,8018,7
3.58,-11.812,8034,7
3.585,-11.788,8050,7
3.59,-11.762,8066,15
3.595,-11.735,8081,15
3.6,-11.707,8097,15
3.605,-11.677,8113,17
3.61,-11.646,8128,17
3.615,-11.613,8144,17
3.62,-11.579,8160,17
3.625,-11.544,8176,15
3.63,-11.507,8192,15
3.635,-11.469,8207,15
3.64,-11.43,8223,7
3.645,-11.389,8239,7
3.65,-11.347,8254,7
3.655,-11.303,8270,7
3.66,-11.258,8286,14
3.665,-11.212,8302,14
3.67,-11.165,8317,14
3.675,-11.117,8333,15
3.68,-11.067,8349,15
3.685,-11.016,8364,15
3.69,-10.963,8380,15
3.695,-10.91,8396,15
3.7,-10.855,8412,15
3.705,-10.799,8427,15
3.71,-10.742,8443,12
3.715,-10.683,8459,12
3.72,-10.624,8474,12
3.725,-10.563,8490,12
3.73,-10.502,8506,14
3.735,-10.439,8522,14
3.74,-10.375,8537,14
3.745,-10.31,8553,7
3.75,-10.244,8569,7
3.755,-10.176,8584,7
3.76,-10.108,8600,7
3.765,-10.039,8616,15
3.77,-9.9689,8632,15
3.775,-9.8977,8647,15
3.78,-9.8256,8663,15
3.785,-9.7525,8679,24
3.79,-9.6785,8694,24
3.795,-9.6036,8710,24
3.8,-9.5278,8726,15
3.805,-9.4511,8741,15
3.81,-9.3736,8757,15
3.815,-9.2953,8772,15
3.82,-9.2161,8788,15
3.825,-9.1362,8804,15
3.83,-9.0554,8819,15
3.835,-8.9739,8835,15
3.84,-8.8917,8850,15
3.845,-8.8088,8866,15
3.85,-8.7252,8882,15
3.855,-8.6409,8897,15
3.86,-8.5559,8913,15
3.865,-8.4703,8928,15
3.87,-8.3842,8944,15
3.875,-8.2974,8960,15
3.88,-8.21,8975,15
3.885,-8.1221,8991,15
3.89,-8.0337,9006,15
3.895,-7.9448,9022,15
3.9,-7.8554,9037,15
3.905,-7.7656,9053,15
3.91,-7.6753,9068,15
3.915,-7.5846,9084,15
3.92,-7.4935,9099,15
3.925,-7.402,9114,15
3.93,-7.3102,9130,15
3.935,-7.2181,9145,15
3.94,-7.1256,9161,15
3.945,-7.0329,9176,15
3.95,-6.94,9191,15
3.955,-6.8468,9207,15
3.96,-6.7534,9222,15
3.965,-6.6598,9237,15
3.97,-6.566,9253,15
3.975,-6.4721,9268,15
3.98,-6.3781,9283,28
3.985,-6.284,9299,28
3.99,-6.1899,9314,28
3.995,-6.0956,9329,24
4,-6.0014,9344,24
4.005,-5.9072,9360,24
4.01,-5.8129,9375,24
4.015,-5.7188,9390,15
4.02,-5.6247,9405,15
4.025,-5.5306,9420,15
4.03,-5.4367,9435,17
4.035,-5.343,9450,17
4.04,-5.2494,9466,17
4.045,-5.156,9481,17
4.05,-5.0628,9496,24
4.055,-4.9698,9511,24
4.06,-4.8771,9526,24
4.065,-4.7847,9540,24
4.07,-4.6925,9555,24
4.075,-4.6007,9570,24
4.08,-4.5092,9585,24
4.085,-4.4181,9600,17
4.09,-4.3274,9615,17
4.095,-4.2371,9630,17
4.1,-4.1472,9644,31
4.105,-4.0578,9659,31
4.11,-3.9689,9674,31
4.115,-3.8805,9689,31
4.12,-3.7926,9703,24
4.125,-3.7052,9718,24
4.13,-3.6184,9733,24
4.135,-3.5322,9747,24
4.14,-3.4466,9762,24
4.145,-3.3616,9776,24
4.15,-3.2773,9791,24
4.155,-3.1937,9805,24
4.16,-3.1107,9820,24
4.165,-3.0285,9834,24
4.17,-2.947,9848,24
4.175,-2.8662,9863,24
4.18,-2.7862,9877,24
4.185,-2.7071,9891,24
4.19,-2.6287,9906,24
4.195,-2.5511,9920,24
4.2,-2.4744,9934,24
4.205,-2.3986,9948,24
4.21,-2.3237,9962,28
4.215,-2.2497,9976,28
4.22,-2.1766,9990,28
4.225,-2.1044,10004,24
4.23,-2.0332,10018,24
4.235,-1.963,10032,24
4.24,-1.8938,10046,24
4.245,-1.8255,10060,28
4.25,-1.7584,10073,28
4.255,-1.6922,10087,28
4.26,-1.6272,10101,24
4.265,-1.5632,10114,24
4.2701,-1.5003,10128,24
4.2751,-1.4385,10141,24
4.2801,-1.3778,10155,24
4.2851,-1.3183,10168,24
4.2901,-1.2599,10182,24
4.2951,-1.2028,10195,24
4.3001,-1.1467,10208,24
4.3051,-1.0919,10222,24
4.3101,-1.0383,10235,24
4.3151,-0.98595,10248,19
4.3201,-0.9348,10261,19
4.3251,-0.88491,10274,19
4.3301,-0.83628,10287,19
4.3351,-0.78892,10300,15
4.3401,-0.74285,10313,15
4.3451,-0.69808,10326,15
4.3501,-0.65462,10339,15
4.3551,-0.61247,10351,15
4.3601,-0.57165,10364,15
4.3651,-0.53217,10377,15
4.3701,-0.49405,10389,7
4.3751,-0.45727,10402,7
4.3801,-0.42187,10414,7
4.3851,-0.38785,10427,7
4.3901,-0.35521,10439,7
4.3951,-0.32396,10452,7
4.4001,-0.29411,10464,7
4.4051,-0.26567,10476,7
4.4101,-0.23864,10488,7
4.4151,-0.21304,10500,7
4.4201,-0.18886,10512,7
4.4251,-0.16612,10524,7
4.4301,-0.14482,10536,7
4.4351,-0.12496,10548,7
4.4401,-0.10655,10560,3
4.4451,-0.089594,10572,3
4.4501,-0.074098,10584,3
4.4551,-0.060063,10595,1
4.4601,-0.047494,10607,1
4.4651,-0.036394,10618,1
4.4701,-0.026765,10630,1
4.4751,-0.01861,10641,0
4.4801,-0.011931,10653,0
4.4851,-0.0067301,10664,0
4.4901,-0.0030065,10675,0
4.4951,-0.00076389,10687,0
4.5001,0,10698,0
4.5051,-0.00071716,10709,0
4.5101,-0.0029149,10720,-1
4.5151,-0.0065923,10731,-1
4.5201,-0.011748,10742,-1
4.5251,-0.018381,10753,-1
4.5301,-0.026491,10764,0
4.5351,-0.036074,10775,0
4.5401,-0.047129,10786,0
4.5451,-0.059652,10796,1
4.5501,-0.073641,10807,1
4.5551,-0.089093,10818,1
4.5601,-0.106,10828,1
4.5651,-0.12437,10839,1
4.5701,-0.14418,10849,1
4.5751,-0.16544,10860,1
4.5801,-0.18814,10870,3
4.5851,-0.21227,10880,3
4.5901,-0.23783,10890,3
4.5951,-0.26481,10901,3
4.6001,-0.29321,10911,7
4.6051,-0.32301,10921,7
4.6101,-0.35422,10931,7
4.6151,-0.38682,10941,7
4.6201,-0.4208,10951,7
4.6251,-0.45616,10961,7
4.6301,-0.49289,10971,7
4.6351,-0.53097,10980,24
4.6401,-0.57041,10990,24
4.6451,-0.61119,11000,24
4.6501,-0.65329,11010,15
4.6551,-0.69671,11019,15
4.6601,-0.74145,11029,15
4.6651,-0.78748,11038,15
4.6701,-0.83479,11048,24
4.6751,-0.88339,11058,24
4.6801,-0.93324,11067,24
4.6851,-0.98434,11076,31
4.6901,-1.0367,11086,31
4.6951,-1.0902,11095,31
4.7001,-1.145,11104,31
4.7051,-1.201,11114,31
4.7101,-1.2582,11123,31
4.7151,-1.3165,11132,31
4.7201,-1.376,11141,31
4.7251,-1.4366,11150,39
4.7301,-1.4984,11159,39
4.7351,-1.5612,11168,39
4.7401,-1.6252,11178,44
4.7451,-1.6902,11186,44
4.7501,-1.7563,11196,44
4.7551,-1.8235,11204,44
