Time(s), V(V),Encoder,ADC
1.085,4.4174,-3015,-28
1.09,4.3266,-3030,-24
1.095,4.2364,-3045,-24
1.1,4.1465,-3061,-24
1.105,4.0571,-3076,-24
1.11,3.9682,-3091,-24
1.115,3.8797,-3106,-24
1.12,3.7918,-3121,-24
1.125,3.7045,-3136,-24
1.13,3.6177,-3151,-24
1.135,3.5315,-3166,-24
1.14,3.4459,-3181,-24
1.145,3.361,-3196,-24
1.15,3.2766,-3211,-24
1.155,3.193,-3226,-24
1.16,3.1101,-3241,-24
1.165,3.0278,-3255,-24
1.17,2.9463,-3270,-24
1.175,2.8656,-3285,-24
1.18,2.7856,-3300,-24
1.185,2.7064,-3314,-24
1.19,2.6281,-3329,-24
1.195,2.5505,-3343,-24
1.2,2.4738,-3358,-24
1.205,2.398,-3373,-24
1.21,2.3231,-3387,-28
1.215,2.2491,-3401,-28
1.22,2.176,-3416,-28
1.225,2.1038,-3430,-28
1.23,2.0327,-3444,-24
1.235,1.9624,-3459,-24
1.24,1.8932,-3473,-24
1.245,1.825,-3487,-24
1.25,1.7579,-3501,-24
1.255,1.6917,-3515,-24
1.26,1.6267,-3529,-24
1.265,1.5627,-3543,-24
1.27,1.4998,-3557,-24
1.275,1.438,-3571,-24
1.28,1.3774,-3584,-24
1.285,1.3179,-3598,-15
1.29,1.2595,-3612,-15
1.295,1.2023,-3625,-15
1.3,1.1463,-3639,-15
1.305,1.0915,-3653,-15
1.31,1.0379,-3666,-15
1.315,0.98557,-3680,-15
1.32,0.93444,-3693,-15
1.325,0.88455,-3706,-15
1.33,0.83593,-3720,-15
1.335,0.78859,-3733,-14
1.34,0.74253,-3746,-14
1.345,0.69777,-3759,-14
1.35,0.65431,-3772,-14
1.355,0.61217,-3785,-14
1.36,0.57137,-3798,-14
1.365,0.5319,-3811,-14
1.37,0.49378,-3824,-15
1.375,0.45702,-3837,-15
1.38,0.42163,-3849,-15
1.385,0.38762,-3862,-15
1.39,0.35498,-3875,-12
1.395,0.32375,-3887,-12
1.4,0.29391,-3900,-12
1.405,0.26548,-3912,-7
1.41,0.23846,-3925,-7
1.415,0.21287,-3937,-7
1.42,0.1887,-3949,-7
1.425,0.16597,-3961,-7
1.43,0.14468,-3974,-7
1.435,0.12483,-3986,-7
1.44,0.10643,-3998,-7
1.445,0.089486,-4010,-7
1.45,0.073999,-4022,-7
1.455,0.059976,-4033,-7
1.46,0.047417,-4045,-1
1.465,0.036326,-4057,-1
1.47,0.026708,-4069,-1
1.475,0.018562,-4080,-1
1.48,0.011893,-4092,-1
1.485,0.006701,-4103,-1
1.49,0.0029874,-4115,-1
1.495,0.00075436,-4126,0
1.5,4.7684e-07,-4138,0
1.505,0.0007267,-4149,0
1.51,0.002934,-4160,0
1.515,0.0066209,-4171,0
1.52,0.011786,-4183,0
1.525,0.018428,-4194,0
1.53,0.026546,-4205,0
1.535,0.036139,-4216,0
1.54,0.047202,-4227,0
1.545,0.059734,-4237,0
1.55,0.073731,-4248,-1
1.555,0.089191,-4259,-1
1.56,0.10611,-4270,-1
1.565,0.12448,-4280,-1
1.57,0.1443,-4291,-1
1.575,0.16557,-4301,-1
1.58,0.18828,-4312,-1
1.585,0.21242,-4322,-3
1.59,0.23798,-4333,-3
1.595,0.26497,-4343,-3
1.6,0.29338,-4353,-7
1.605,0.32319,-4363,-7
1.61,0.3544,-4373,-7
1.615,0.38701,-4383,-7
1.62,0.421,-4394,-14
1.625,0.45637,-4404,-14
1.63,0.4931,-4413,-14
1.635,0.5312,-4423,-24
1.64,0.57064,-4433,-24
1.645,0.61142,-4443,-24
1.65,0.65353,-4453,-24
1.655,0.69696,-4463,-17
1.66,0.7417,-4472,-17
1.665,0.78774,-4482,-17
1.67,0.83506,-4491,-17
1.675,0.88366,-4501,-31
1.68,0.93352,-4510,-31
1.685,0.98463,-4520,-31
1.69,1.037,-4529,-31
1.695,1.0905,-4539,-31
1.7,1.1453,-4548,-31
1.705,1.2013,-4557,-31
1.71,1.2585,-4566,-48
1.715,1.3168,-4576,-48
1.72,1.3763,-4585,-48
1.725,1.4369,-4594,-31
1.73,1.4987,-4603,-31
1.735,1.5615,-4612,-31
1.74,1.6255,-4621,-31
1.745,1.6905,-4631,-48
1.75,1.7567,-4640,-48
1.755,1.8238,-4649,-48
1.76,1.892,-4658,-48
1.765,1.9612,-4667,-48
1.77,2.0314,-4676,-48
1.775,2.1025,-4685,-48
1.78,2.1747,-4694,-60
1.785,2.2477,-4703,-60
1.79,2.3218,-4712,-60
1.795,2.3967,-4721,-63
1.8,2.4725,-4730,-63
1.805,2.5491,-4739,-63
1.81,2.6266,-4748,-63
1.815,2.705,-4757,-63
1.82,2.7842,-4766,-63
1.825,2.8641,-4775,-63
1.83,2.9449,-4784,-63
1.835,3.0263,-4793,-63
1.84,3.1086,-4803,-63
1.845,3.1915,-4812,-63
1.85,3.2751,-4821,-76
1.855,3.3594,-4830,-76
1.86,3.4444,-4840,-76
1.865,3.5299,-4849,-76
1.87,3.6161,-4858,-71
1.875,3.7029,-4868,-71
1.88,3.7903,-4877,-71
1.885,3.8781,-4887,-79
1.89,3.9666,-4896,-79
1.895,4.0555,-4906,-79
1.9,4.1449,-4916,-79
1.905,4.2347,-4925,-63
1.91,4.325,-4935,-63
1.915,4.4157,-4945,-63
1.92,4.5068,-4955,-71
1.925,4.5983,-4965,-71
1.93,4.6901,-4975,-71
1.935,4.7822,-4985,-71
1.94,4.8746,-4995,-63
1.945,4.9673,-5006,-63
1.95,5.0603,-5016,-63
1.955,5.1535,-5027,-63
1.96,5.2469,-5037,-63
1.965,5.3405,-5048,-63
1.97,5.4342,-5058,-63
1.975,5.5281,-5069,-63
1.98,5.6221,-5080,-63
1.985,5.7162,-5091,-63
1.99,5.8104,-5102,-63
1.995,5.9046,-5113,-63
2,5.9989,-5124,-63
2.005,6.0931,-5135,-63
2.01,6.1873,-5147,-63
2.015,6.2815,-5158,-63
2.02,6.3756,-5170,-63
2.025,6.4696,-5181,-48
2.03,6.5635,-5193,-48
2.035,6.6573,-5205,-48
2.04,6.7509,-5217,-48
2.045,6.8443,-5229,-60
2.05,6.9375,-5241,-60
2.055,7.0304,-5253,-60
2.06,7.1232,-5265,-60
2.065,7.2156,-5278,-49
2.07,7.3077,-5290,-49
2.075,7.3996,-5303,-49
2.08,7.491,-5315,-48
2.085,7.5821,-5328,-48
2.09,7.6728,-5341,-48
2.095,7.7631,-5353,-48
2.1,7.853,-5366,-49
2.105,7.9424,-5379,-49
2.11,8.0313,-5392,-49
2.115,8.1198,-5405,-44
2.12,8.2077,-5419,-44
2.125,8.295,-5432,-44
2.13,8.3818,-5445,-44
2.135,8.468,-5459,-48
2.14,8.5536,-5472,-48
2.145,8.6386,-5486,-48
2.15,8.7229,-5500,-39
2.155,8.8066,-5513,-39
2.16,8.8895,-5527,-39
2.165,8.9717,-5541,-39
2.17,9.0532,-5555,-39
2.175,9.134,-5569,-39
2.18,9.214,-5583,-39
2.185,9.2932,-5597,-39
2.19,9.3715,-5611,-39
2.195,9.4491,-5625,-39
2.2,9.5258,-5640,-39
2.205,9.6016,-5654,-31
2.21,9.6765,-5669,-31
2.215,9.7505,-5683,-31
2.22,9.8236,-5698,-31
2.225,9.8958,-5712,-31
2.23,9.967,-5727,-31
2.235,10.037,-5742,-31
2.24,10.106,-5757,-31
2.245,10.175,-5771,-31
2.25,10.242,-5786,-31
2.255,10.308,-5801,-31
2.26,10.373,-5816,-30
2.265,10.437,-5831,-30
2.27,10.5,-5846,-30
2.275,10.562,-5861,-28
2.28,10.622,-5876,-28
2.285,10.682,-5892,-28
2.29,10.74,-5907,-28
2.295,10.797,-5922,-28
2.3,10.853,-5937,-28
2.305,10.908,-5953,-28
2.31,10.962,-5968,-28
2.315,11.014,-5983,-28
2.32,11.065,-5999,-28
2.325,11.115,-6015,-28
2.33,11.164,-6030,-28
2.335,11.211,-6046,-28
2.34,11.257,-6061,-28
2.345,11.302,-6077,-24
2.35,11.345,-6092,-24
2.355,11.388,-6108,-24
2.36,11.428,-6124,-24
2.365,11.468,-6140,-24
2.37,11.506,-6155,-24
2.375,11.543,-6171,-24
2.38,11.578,-6187,-15
2.385,11.612,-6203,-15
2.39,11.645,-6219,-15
2.395,11.676,-6234,-15
2.4,11.706,-6250,-15
2.405,11.734,-6266,-15
2.41,11.761,-6282,-15
2.415,11.787,-6298,-24
2.42,11.811,-6314,-24
2.425,11.834,-6330,-24
2.43,11.855,-6346,-24
2.435,11.875,-6362,-15
2.44,11.893,-6378,-15
2.445,11.91,-6394,-15
2.45,11.926,-6410,-15
2.455,11.94,-6426,-15
2.46,11.953,-6442,-15
2.465,11.964,-6459,-15
2.47,11.973,-6475,-15
2.475,11.981,-6491,-15
2.48,11.988,-6507,-15
2.485,11.993,-6523,-15
2.49,11.997,-6539,-15
2.495,11.999,-6555,-15
2.5,12,-6572,-15
2.505,11.999,-6588,-24
2.51,11.997,-6604,-24
2.515,11.993,-6621,-24
2.52,11.988,-6637,-24
2.525,11.982,-6653,-24
2.53,11.973,-6669,-24
2.535,11.964,-6686,-24
2.54,11.953,-6702,-14
2.545,11.94,-6718,-14
2.55,11.926,-6735,-14
2.555,11.911,-6751,-14
2.56,11.894,-6767,-14
2.565,11.876,-6784,-14
2.57,11.856,-6800,-14
2.575,11.835,-6816,-15
2.58,11.812,-6833,-15
2.585,11.788,-6849,-15
2.59,11.762,-6865,-15
2.595,11.735,-6882,-15
2.6,11.707,-6898,-15
2.605,11.677,-6914,-15
2.61,11.646,-6931,-15
2.615,11.613,-6947,-15
2.62,11.579,-6963,-15
2.625,11.544,-6980,-15
2.63,11.507,-6996,-14
2.635,11.469,-7013,-14
2.64,11.429,-7029,-14
2.645,11.389,-7045,-14
2.65,11.347,-7062,-12
2.655,11.303,-7078,-12
2.66,11.258,-7094,-12
2.665,11.212,-7111,-15
2.67,11.165,-7127,-15
2.675,11.116,-7143,-15
2.68,11.067,-7160,-15
2.685,11.016,-7176,-15
2.69,10.963,-7193,-15
2.695,10.91,-7209,-15
2.7,10.855,-7225,-19
2.705,10.799,-7242,-19
2.71,10.742,-7258,-19
2.715,10.683,-7274,-19
2.72,10.624,-7291,-15
2.725,10.563,-7307,-15
2.73,10.501,-7323,-15
2.735,10.439,-7340,-12
2.74,10.375,-7356,-12
2.745,10.31,-7372,-12
2.75,10.244,-7389,-12
2.755,10.176,-7405,-15
2.76,10.108,-7421,-15
2.765,10.039,-7437,-15
2.77,9.9688,-7454,-15
2.775,9.8976,-7470,-15
2.78,9.8255,-7486,-15
2.785,9.7524,-7503,-15
2.79,9.6784,-7519,-15
2.795,9.6035,-7535,-15
2.8,9.5277,-7551,-15
2.805,9.451,-7568,-14
2.81,9.3735,-7584,-14
2.815,9.2952,-7600,-14
2.82,9.216,-7616,-14
2.825,9.1361,-7632,-15
2.83,9.0553,-7649,-15
2.835,8.9738,-7665,-15
2.84,8.8916,-7681,-15
2.845,8.8087,-7697,-24
2.85,8.7251,-7713,-24
2.855,8.6408,-7729,-24
2.86,8.5558,-7746,-14
2.865,8.4702,-7762,-14
2.87,8.384,-7778,-14
2.875,8.2973,-7794,-14
2.88,8.2099,-7810,-17
2.885,8.122,-7826,-17
2.89,8.0336,-7842,-17
2.895,7.9447,-7858,-15
2.9,7.8553,-7874,-15
2.905,7.7654,-7890,-15
2.91,7.6752,-7906,-15
2.915,7.5845,-7922,-24
2.92,7.4934,-7938,-24
2.925,7.4019,-7954,-24
2.93,7.3101,-7970,-15
2.935,7.218,-7986,-15
2.94,7.1255,-8002,-15
2.945,7.0328,-8018,-15
2.95,6.9399,-8034,-19
2.955,6.8467,-8050,-19
2.96,6.7533,-8066,-19
2.965,6.6597,-8082,-15
2.97,6.5659,-8098,-15
2.975,6.472,-8113,-15
2.98,6.378,-8129,-15
2.985,6.2839,-8145,-19
2.99,6.1897,-8161,-19
2.995,6.0955,-8177,-19
3,6.0013,-8192,-19
3.005,5.907,-8208,-24
3.01,5.8128,-8224,-24
3.015,5.7186,-8239,-24
3.02,5.6245,-8255,-24
3.025,5.5305,-8271,-24
3.03,5.4366,-8286,-24
3.035,5.3429,-8302,-24
3.04,5.2493,-8317,-24
3.045,5.1559,-8333,-24
3.05,5.0627,-8348,-24
3.055,4.9697,-8364,-24
3.06,4.877,-8379,-24
3.065,4.7845,-8395,-24
3.07,4.6924,-8410,-24
3.075,4.6006,-8426,-24
3.08,4.5091,-8441,-24
3.085,4.418,-8456,-24
3.09,4.3273,-8472,-28
3.095,4.237,-8487,-28
3.1,4.1471,-8502,-28
3.105,4.0577,-8517,-28
3.11,3.9688,-8533,-24
3.115,3.8803,-8548,-24
3.12,3.7924,-8563,-24
3.125,3.7051,-8578,-17
3.13,3.6183,-8593,-17
3.135,3.5321,-8608,-17
3.14,3.4465,-8623,-17
3.145,3.3615,-8638,-30
3.15,3.2772,-8653,-30
3.155,3.1936,-8668,-30
3.16,3.1106,-8683,-24
3.165,3.0284,-8698,-24
3.17,2.9469,-8713,-24
3.175,2.8661,-8728,-24
3.18,2.7861,-8742,-24
3.185,2.7069,-8757,-24
3.19,2.6286,-8772,-24
3.195,2.551,-8786,-24
3.2,2.4743,-8801,-24
3.205,2.3985,-8816,-24
3.21,2.3236,-8830,-24
3.215,2.2496,-8845,-24
3.22,2.1765,-8859,-24
3.225,2.1043,-8873,-24
3.23,2.0331,-8888,-24
3.235,1.9629,-8902,-24
3.24,1.8937,-8916,-24
3.245,1.8255,-8931,-24
3.25,1.7583,-8945,-15
3.255,1.6921,-8959,-15
3.26,1.6271,-8973,-15
3.265,1.5631,-8987,-15
3.27,1.5002,-9001,-15
3.275,1.4384,-9015,-15
3.28,1.3778,-9029,-15
3.285,1.3182,-9043,-28
3.29,1.2599,-9056,-28
3.295,1.2027,-9070,-28
3.3,1.1467,-9084,-28
3.305,1.0919,-9097,-24
3.31,1.0383,-9111,-24
3.315,0.98587,-9124,-24
3.32,0.93473,-9138,-15
3.325,0.88484,-9151,-15
3.33,0.83621,-9165,-15
3.335,0.78886,-9178,-15
3.34,0.74279,-9191,-15
3.345,0.69802,-9204,-15
3.35,0.65456,-9217,-15
3.355,0.61241,-9231,-15
3.36,0.5716,-9244,-15
3.365,0.53212,-9257,-15
3.37,0.49399,-9269,-15
3.375,0.45723,-9282,-7
3.38,0.42182,-9295,-7
3.385,0.3878,-9308,-7
3.39,0.35516,-9321,-7
3.395,0.32392,-9333,-15
3.4,0.29407,-9346,-15
3.405,0.26563,-9358,-15
3.41,0.23861,-9371,-7
3.415,0.213,-9383,-7
3.42,0.18883,-9396,-7
3.425,0.16609,-9408,-7
3.43,0.14479,-9420,-7
3.435,0.12493,-9432,-7
3.44,0.10652,-9445,-7
3.445,0.089572,-9457,-3
3.45,0.074077,-9469,-3
3.455,0.060045,-9481,-3
3.46,0.047478,-9492,-3
3.465,0.03638,-9504,-1
3.47,0.026753,-9516,-1
3.475,0.0186,-9528,-1
3.48,0.011923,-9539,0
3.485,0.0067239,-9551,0
3.49,0.0030026,-9563,0
3.495,0.00076103,-9574,0
3.5,0,-9585,1
3.505,0.00071955,-9597,1
3.51,0.0029187,-9608,1
3.515,0.0065985,-9619,0
3.52,0.011756,-9631,0
3.525,0.018392,-9642,0
3.53,0.026503,-9653,0
3.535,0.036088,-9664,0
3.54,0.047145,-9675,0
3.545,0.05967,-9686,0
3.55,0.073662,-9697,-1
3.555,0.089115,-9708,-1
3.56,0.10603,-9719,-1
3.565,0.12439,-9729,-1
3.57,0.14421,-9740,-3
3.575,0.16547,-9751,-3
3.58,0.18817,-9761,-3
3.585,0.2123,-9772,-3
3.59,0.23786,-9782,-14
3.595,0.26485,-9793,-14
3.6,0.29325,-9803,-14
3.605,0.32305,-9813,-15
3.61,0.35426,-9823,-15
3.615,0.38686,-9834,-15
3.62,0.42085,-9844,-15
3.625,0.45621,-9854,-24
3.63,0.49294,-9864,-24
3.635,0.53103,-9874,-24
3.64,0.57047,-9884,-15
3.645,0.61124,-9894,-15
3.65,0.65335,-9904,-15
3.655,0.69677,-9913,-15
3.66,0.74151,-9923,-28
3.665,0.78754,-9933,-28
3.67,0.83486,-9943,-28
3.675,0.88345,-9952,-28
3.68,0.93331,-9962,-28
3.685,0.98441,-9971,-28
3.69,1.0368,-9981,-28
3.695,1.0903,-9990,-31
3.7,1.1451,-10000,-31
3.705,1.2011,-10009,-31
3.71,1.2582,-10019,-39
3.715,1.3166,-10028,-39
3.72,1.3761,-10037,-39
3.725,1.4367,-10047,-39
3.73,1.4984,-10056,-48
3.735,1.5613,-10065,-48
3.74,1.6253,-10075,-48
3.745,1.6903,-10084,-48
3.75,1.7564,-10093,-48
3.755,1.8235,-10102,-48
3.76,1.8917,-10111,-48
3.765,1.9609,-10121,-48
3.77,2.0311,-10130,-48
3.775,2.1023,-10139,-48
3.78,2.1744,-10148,-48
3.785,2.2475,-10157,-56
3.79,2.3215,-10166,-56
3.795,2.3964,-10175,-56
3.8,2.4722,-10184,-63
3.805,2.5489,-10194,-63
3.81,2.6264,-10203,-63
3.815,2.7047,-10212,-63
3.82,2.7839,-10221,-71
3.825,2.8638,-10230,-71
3.83,2.9446,-10240,-71
3.835,3.0261,-10249,-63
3.84,3.1083,-10258,-63
3.845,3.1912,-10267,-63
3.85,3.2748,-10277,-63
3.855,3.3591,-10286,-71
3.86,3.4441,-10295,-71
3.865,3.5297,-10305,-71
3.87,3.6158,-10315,-71
3.875,3.7026,-10324,-71
3.88,3.79,-10334,-71
3.885,3.8779,-10343,-71
3.89,3.9663,-10353,-79
3.895,4.0552,-10363,-79
3.9,4.1446,-10373,-79
3.905,4.2344,-10382,-71
3.91,4.3247,-10392,-71
3.915,4.4154,-10402,-71
3.92,4.5065,-10412,-71
3.925,4.598,-10423,-78
3.93,4.6898,-10433,-78
3.935,4.7819,-10443,-78
3.94,4.8744,-10453,-71
3.945,4.9671,-10464,-71
3.95,5.06,-10474,-71
3.955,5.1532,-10485,-71
3.96,5.2466,-10496,-78
3.965,5.3402,-10507,-78
3.97,5.434,-10517,-78
3.975,5.5279,-10528,-78
3.98,5.6219,-10539,-63
3.985,5.716,-10550,-63
3.99,5.8101,-10561,-63
3.995,5.9044,-10573,-60
4,5.9986,-10584,-60
4.005,6.0928,-10595,-60
4.01,6.1871,-10607,-60
4.015,6.2812,-10619,-63
4.02,6.3753,-10630,-63
4.025,6.4694,-10642,-63
4.03,6.5633,-10654,-62
4.035,6.657,-10666,-62
4.04,6.7506,-10678,-62
4.045,6.844,-10690,-62
4.05,6.9372,-10702,-56
4.055,7.0302,-10714,-56
4.06,7.1229,-10727,-56
4.065,7.2153,-10739,-48
4.07,7.3075,-10752,-48
4.075,7.3993,-10764,-48
4.08,7.4908,-10777,-48
4.085,7.5819,-10790,-51
4.09,7.6726,-10803,-51
4.095,7.7629,-10816,-51
4.1,7.8528,-10829,-48
4.105,7.9422,-10842,-48
4.11,8.0311,-10855,-48
4.115,8.1195,-10868,-48
4.12,8.2074,-10882,-48
4.125,8.2948,-10895,-48
4.13,8.3816,-10909,-48
4.135,8.4678,-10922,-39
4.14,8.5534,-10936,-39
4.145,8.6384,-10949,-39
4.15,8.7227,-10963,-39
4.155,8.8063,-10977,-39
4.16,8.8893,-10991,-39
4.165,8.9715,-11005,-39
4.17,9.053,-11019,-39
4.175,9.1338,-11033,-39
4.18,9.2138,-11047,-39
4.185,9.2929,-11061,-39
4.19,9.3713,-11075,-39
4.195,9.4489,-11090,-39
4.2,9.5256,-11104,-39
4.205,9.6014,-11119,-39
4.21,9.6763,-11133,-28
4.215,9.7503,-11148,-28
4.22,9.8234,-11162,-28
4.225,9.8956,-11177,-35
4.23,9.9668,-11192,-35
4.235,10.037,-11207,-35
4.24,10.106,-11221,-35
4.245,10.174,-11236,-31
4.25,10.242,-11251,-31
4.255,10.308,-11266,-31
4.26,10.373,-11281,-28
4.265,10.437,-11296,-28
4.2701,10.5,-11311,-28
4.2751,10.562,-11327,-28
4.2801,10.622,-11342,-30
4.2851,10.682,-11357,-30
4.2901,10.74,-11372,-30
4.2951,10.797,-11387,-30
4.3001,10.853,-11403,-30
4.3051,10.908,-11418,-30
4.3101,10.962,-11434,-30
4.3151,11.014,-11449,-28
4.3201,11.065,-11465,-28
4.3251,11.115,-11480,-28
4.3301,11.164,-11496,-24
4.3351,11.211,-11511,-24
4.3401,11.257,-11527,-24
4.3451,11.302,-11543,-24
4.3501,11.345,-11558,-24
4.3551,11.388,-11574,-24
4.3601,11.428,-11590,-24
4.3651,11.468,-11605,-24
4.3701,11.506,-11621,-24
4.3751,11.543,-11637,-24
4.3801,11.578,-11653,-24
4.3851,11.612,-11669,-15
4.3901,11.645,-11684,-15
4.3951,11.676,-11700,-15
4.4001,11.706,-11716,-15
4.4051,11.734,-11732,-15
4.4101,11.761,-11748,-15
4.4151,11.787,-11764,-15
4.4201,11.811,-11780,-24
4.4251,11.834,-11796,-24
4.4301,11.855,-11812,-24
4.4351,11.875,-11828,-24
4.4401,11.893,-11844,-15
4.4451,11.91,-11860,-15
4.4501,11.926,-11876,-15
4.4551,11.94,-11892,-15
4.4601,11.953,-11909,-15
4.4651,11.964,-11925,-15
4.4701,11.973,-11941,-15
4.4751,11.981,-11957,-15
4.4801,11.988,-11973,-15
