Time(s), V(V),Encoder,ADC
17.265,-10.433,-44734,-24
17.27,-10.496,-44749,-24
17.275,-10.557,-44764,-24
17.28,-10.618,-44779,-24
17.285,-10.678,-44793,-14
17.29,-10.736,-44808,-14
17.295,-10.793,-44823,-14
17.3,-10.85,-44838,-30
17.305,-10.904,-44853,-30
17.31,-10.958,-44868,-30
17.315,-11.011,-44883,-30
17.32,-11.062,-44898,-24
17.325,-11.112,-44913,-24
17.33,-11.16,-44928,-24
17.335,-11.208,-44943,-24
17.34,-11.254,-44958,-28
17.345,-11.299,-44973,-28
17.35,-11.342,-44988,-28
17.355,-11.385,-45003,-24
17.36,-11.426,-45019,-24
17.365,-11.465,-45034,-24
17.37,-11.503,-45049,-24
17.375,-11.54,-45064,-24
17.38,-11.576,-45080,-24
17.385,-11.61,-45095,-24
17.39,-11.643,-45110,-24
17.395,-11.674,-45126,-24
17.4,-11.704,-45141,-24
17.405,-11.732,-45156,-24
17.41,-11.759,-45172,-15
17.415,-11.785,-45187,-15
17.42,-11.809,-45203,-15
17.425,-11.832,-45218,-15
17.43,-11.854,-45234,-15
17.435,-11.874,-45249,-15
17.44,-11.892,-45265,-15
17.445,-11.909,-45280,-15
17.45,-11.925,-45296,-15
17.455,-11.939,-45312,-15
17.46,-11.952,-45327,-15
17.465,-11.963,-45343,-15
17.47,-11.973,-45359,-15
17.475,-11.981,-45374,-15
17.48,-11.988,-45390,-15
17.485,-11.993,-45406,-15
17.49,-11.997,-45421,-15
17.495,-11.999,-45437,-15
17.5,-12,-45453,-15
17.505,-11.999,-45469,-15
17.51,-11.997,-45485,-15
17.515,-11.994,-45501,-15
17.52,-11.989,-45516,-15
17.525,-11.982,-45532,-15
17.53,-11.974,-45548,-15
17.535,-11.965,-45564,-15
17.54,-11.954,-45580,-15
17.545,-11.941,-45596,-15
17.55,-11.927,-45612,-15
17.555,-11.912,-45627,-15
17.56,-11.895,-45643,-15
17.565,-11.877,-45659,-15
17.57,-11.857,-45675,-15
17.575,-11.836,-45691,-15
17.58,-11.814,-45707,-15
17.585,-11.79,-45723,-1
17.59,-11.764,-45739,-1
17.595,-11.737,-45755,-1
17.6,-11.709,-45771,-1
17.605,-11.679,-45787,-15
17.61,-11.648,-45803,-15
17.615,-11.616,-45819,-15
17.62,-11.582,-45835,-7
17.625,-11.547,-45851,-7
17.63,-11.51,-45867,-7
17.635,-11.472,-45883,-7
17.64,-11.433,-45899,-15
17.645,-11.392,-45915,-15
17.65,-11.35,-45931,-15
17.655,-11.307,-45947,-14
17.66,-11.262,-45963,-14
17.665,-11.216,-45979,-14
17.67,-11.169,-45995,-14
17.675,-11.121,-46011,-15
17.68,-11.071,-46027,-15
17.685,-11.02,-46043,-15
17.69,-10.968,-46059,-15
17.695,-10.914,-46075,-15
17.7,-10.86,-46091,-15
17.705,-10.804,-46107,-15
17.71,-10.747,-46123,-7
17.715,-10.688,-46139,-7
17.72,-10.629,-46155,-7
17.725,-10.568,-46171,-7
17.73,-10.507,-46187,-15
17.735,-10.444,-46203,-15
17.74,-10.38,-46219,-15
17.745,-10.315,-46235,-15
17.75,-10.249,-46251,-15
17.755,-10.182,-46267,-15
17.76,-10.114,-46283,-15
17.765,-10.045,-46299,-15
17.77,-9.975,-46315,-15
17.775,-9.9039,-46331,-15
17.78,-9.8319,-46347,-15
17.785,-9.7589,-46363,-15
17.79,-9.685,-46379,-15
17.795,-9.6102,-46395,-15
17.8,-9.5345,-46411,-15
17.805,-9.4579,-46426,-15
17.81,-9.3805,-46442,-15
17.815,-9.3022,-46458,-15
17.82,-9.2231,-46474,-15
17.825,-9.1432,-46490,-15
17.83,-9.0626,-46506,-15
17.835,-8.9812,-46522,-3
17.84,-8.899,-46538,-3
17.845,-8.8162,-46553,-3
17.85,-8.7326,-46569,-15
17.855,-8.6484,-46585,-15
17.86,-8.5636,-46601,-15
17.865,-8.478,-46617,-15
17.87,-8.3919,-46633,-14
17.875,-8.3052,-46649,-14
17.88,-8.2179,-46664,-14
17.885,-8.1301,-46680,-14
17.89,-8.0418,-46696,-15
17.895,-7.9529,-46712,-15
17.9,-7.8636,-46727,-15
17.905,-7.7738,-46743,-15
17.91,-7.6835,-46759,-15
17.915,-7.5929,-46775,-15
17.92,-7.5018,-46790,-15
17.925,-7.4104,-46806,-19
17.93,-7.3187,-46822,-19
17.935,-7.2266,-46837,-19
17.94,-7.1342,-46853,-15
17.945,-7.0416,-46875,-15
17.95,-6.9486,-46891,-15
17.955,-6.8555,-46907,-15
17.96,-6.7621,-46922,-15
17.965,-6.6685,-46938,-15
17.97,-6.5748,-46953,-15
17.975,-6.481,-46969,-24
17.98,-6.387,-46985,-24
17.985,-6.2929,-47000,-24
17.99,-6.1987,-47015,-24
17.995,-6.1045,-47031,-24
18,-6.0103,-47047,-24
18.005,-5.9161,-47062,-24
18.01,-5.8219,-47077,-24
18.015,-5.7277,-47093,-24
18.02,-5.6336,-47108,-24
18.025,-5.5396,-47124,-24
18.03,-5.4458,-47139,-24
18.035,-5.352,-47155,-24
18.04,-5.2584,-47170,-24
18.045,-5.165,-47185,-15
18.05,-5.0718,-47201,-15
18.055,-4.9788,-47216,-15
18.06,-4.8861,-47231,-15
18.065,-4.7936,-47246,-24
18.07,-4.7015,-47262,-24
18.075,-4.6096,-47277,-24
18.08,-4.5181,-47292,-24
18.085,-4.427,-47307,-24
18.09,-4.3363,-47322,-24
18.095,-4.246,-47337,-24
18.1,-4.1561,-47352,-24
18.105,-4.0666,-47367,-24
18.11,-3.9777,-47383,-24
18.115,-3.8892,-47397,-15
18.12,-3.8013,-47412,-15
18.125,-3.7139,-47427,-15
18.13,-3.627,-47442,-15
18.135,-3.5408,-47457,-7
18.14,-3.4551,-47472,-7
18.145,-3.3701,-47487,-7
18.15,-3.2858,-47502,-24
18.155,-3.2021,-47516,-24
18.16,-3.119,-47531,-24
18.165,-3.0368,-47546,-24
18.17,-2.9552,-47561,-24
18.175,-2.8744,-47575,-24
18.18,-2.7943,-47590,-24
18.185,-2.7151,-47604,-28
18.19,-2.6366,-47619,-28
18.195,-2.559,-47633,-28
18.2,-2.4823,-47648,-28
18.205,-2.4064,-47662,-30
18.21,-2.3313,-47677,-30
18.215,-2.2572,-47691,-30
18.22,-2.184,-47705,-30
18.225,-2.1118,-47720,-24
18.23,-2.0405,-47734,-24
18.235,-1.9702,-47748,-24
18.24,-1.9009,-47762,-17
18.245,-1.8326,-47777,-17
18.25,-1.7653,-47791,-17
18.255,-1.6991,-47805,-17
18.26,-1.6339,-47819,-24
18.265,-1.5698,-47833,-24
18.27,-1.5068,-47847,-24
18.275,-1.4449,-47861,-24
18.28,-1.3842,-47874,-24
18.285,-1.3245,-47888,-24
18.29,-1.2661,-47902,-24
18.295,-1.2088,-47916,-28
18.3,-1.1526,-47930,-28
18.305,-1.0977,-47943,-28
18.31,-1.044,-47957,-15
18.315,-0.99148,-47971,-15
18.32,-0.94021,-47984,-15
18.325,-0.8902,-47997,-15
18.33,-0.84145,-48011,-15
18.335,-0.79396,-48024,-15
18.34,-0.74776,-48037,-15
18.345,-0.70285,-48051,-15
18.35,-0.65925,-48064,-15
18.355,-0.61697,-48077,-15
18.36,-0.57602,-48090,-15
18.365,-0.5364,-48104,-15
18.37,-0.49813,-48117,-15
18.375,-0.46122,-48130,-15
18.38,-0.42567,-48143,-12
18.385,-0.3915,-48155,-12
18.39,-0.35871,-48168,-12
18.395,-0.32732,-48181,-12
18.4,-0.29733,-48194,-7
18.405,-0.26874,-48206,-7
18.41,-0.24156,-48219,-7
18.415,-0.2158,-48232,-7
18.42,-0.19147,-48244,-7
18.425,-0.16857,-48257,-7
18.43,-0.14711,-48269,-7
18.435,-0.1271,-48282,-3
18.44,-0.10853,-48294,-3
18.445,-0.091416,-48306,-3
18.45,-0.075759,-48318,-3
18.455,-0.061563,-48331,-1
18.46,-0.048832,-48343,-1
18.465,-0.037569,-48355,-1
18.47,-0.027776,-48367,-1
18.475,-0.019456,-48379,-1
18.48,-0.012613,-48391,-1
18.485,-0.0072451,-48403,-1
18.49,-0.003355,-48415,0
18.495,-0.00094366,-48426,0
18.5,-1.2398e-05,-48438,0
18.505,-0.00056076,-48450,1
18.51,-0.0025887,-48461,1
18.515,-0.0060959,-48473,1
18.52,-0.011082,-48485,1
18.525,-0.017545,-48496,0
18.53,-0.025484,-48507,0
18.535,-0.034895,-48519,0
18.54,-0.045779,-48530,0
18.545,-0.058131,-48542,0
18.55,-0.071948,-48553,0
18.555,-0.087224,-48564,0
18.56,-0.10396,-48575,-1
18.565,-0.12215,-48586,-1
18.57,-0.14179,-48597,-1
18.575,-0.16288,-48609,-7
18.58,-0.18541,-48619,-7
18.585,-0.20937,-48631,-7
18.59,-0.23476,-48641,-7
18.595,-0.26157,-48652,-7
18.6,-0.28979,-48663,-7
18.605,-0.31943,-48674,-7
18.61,-0.35046,-48684,-7
18.615,-0.38289,-48695,-15
18.62,-0.4167,-48706,-15
18.625,-0.4519,-48716,-15
18.63,-0.48846,-48727,-15
18.635,-0.52637,-48737,-15
18.64,-0.56563,-48748,-15
18.645,-0.60624,-48758,-15
18.65,-0.64818,-48769,-24
18.655,-0.69144,-48779,-24
18.66,-0.73601,-48789,-24
18.665,-0.78188,-48799,-28
18.67,-0.82903,-48809,-28
18.675,-0.87746,-48819,-28
18.68,-0.92716,-48830,-28
18.685,-0.9781,-48840,-31
18.69,-1.0303,-48850,-31
18.695,-1.0837,-48860,-31
18.7,-1.1383,-48870,-31
18.705,-1.1941,-48879,-31
18.71,-1.2511,-48889,-31
18.715,-1.3093,-48899,-31
18.72,-1.3686,-48909,-44
18.725,-1.4291,-48919,-44
18.73,-1.4907,-48929,-44
18.735,-1.5534,-48939,-48
18.74,-1.6172,-48948,-48
18.745,-1.6821,-48958,-48
18.75,-1.7481,-48968,-48
18.755,-1.8151,-48977,-56
18.76,-1.8831,-48987,-56
18.765,-1.9522,-48997,-56
18.77,-2.0222,-49006,-60
18.775,-2.0933,-49016,-60
18.78,-2.1653,-49026,-60
18.785,-2.2382,-49035,-60
18.79,-2.3121,-49045,-60
18.795,-2.3869,-49055,-60
18.8,-2.4625,-49064,-60
18.805,-2.5391,-49074,-60
18.81,-2.6165,-49084,-71
18.815,-2.6947,-49093,-71
18.82,-2.7737,-49103,-71
18.825,-2.8536,-49113,-63
18.83,-2.9342,-49123,-63
18.835,-3.0156,-49132,-63
18.84,-3.0977,-49142,-63
18.845,-3.1805,-49152,-60
18.85,-3.264,-49162,-60
18.855,-3.3482,-49172,-60
18.86,-3.4331,-49182,-78
18.865,-3.5186,-49192,-78
18.87,-3.6047,-49202,-78
18.875,-3.6913,-49212,-78
18.88,-3.7786,-49222,-71
18.885,-3.8664,-49232,-71
18.89,-3.9547,-49242,-71
18.895,-4.0436,-49252,-71
18.9,-4.1329,-49263,-71
18.905,-4.2227,-49273,-71
18.91,-4.3129,-49283,-71
18.915,-4.4035,-49294,-79
18.92,-4.4945,-49304,-79
18.925,-4.5859,-49315,-79
18.93,-4.6777,-49325,-63
18.935,-4.7698,-49336,-63
18.94,-4.8621,-49347,-63
18.945,-4.9548,-49357,-63
18.95,-5.0477,-49368,-79
18.955,-5.1408,-49379,-79
18.96,-5.2342,-49390,-79
18.965,-5.3278,-49401,-63
18.97,-5.4215,-49413,-63
18.975,-5.5153,-49424,-63
18.98,-5.6093,-49435,-63
18.985,-5.7034,-49447,-60
18.99,-5.7975,-49458,-60
18.995,-5.8917,-49469,-60
19,-5.986,-49481,-60
19.005,-6.0802,-49493,-63
19.01,-6.1744,-49505,-63
19.015,-6.2686,-49516,-63
19.02,-6.3627,-49528,-63
19.025,-6.4566,-49540,-63
19.03,-6.5505,-49552,-63
19.035,-6.6443,-49564,-63
19.04,-6.7379,-49577,-60
19.045,-6.8313,-49589,-60
19.05,-6.9245,-49601,-60
19.055,-7.0175,-49614,-56
19.06,-7.1103,-49626,-56
19.065,-7.2027,-49639,-56
19.07,-7.2949,-49651,-56
19.075,-7.3867,-49664,-56
19.08,-7.4782,-49677,-56
19.085,-7.5694,-49690,-56
19.09,-7.6601,-49703,-56
19.095,-7.7505,-49716,-56
19.1,-7.8404,-49729,-56
19.105,-7.9298,-49742,-56
19.11,-8.0188,-49755,-39
19.115,-8.1073,-49768,-39
19.12,-8.1953,-49782,-39
19.125,-8.2827,-49795,-39
19.13,-8.3695,-49808,-39
19.135,-8.4558,-49822,-39
19.14,-8.5415,-49835,-39
19.145,-8.6265,-49849,-44
19.15,-8.7109,-49863,-44
19.155,-8.7946,-49877,-44
19.16,-8.8777,-49890,-28
19.165,-8.96,-49904,-28
19.17,-9.0416,-49918,-28
19.175,-9.1225,-49932,-28
19.18,-9.2025,-49946,-31
19.185,-9.2818,-49960,-31
19.19,-9.3603,-49974,-31
19.195,-9.4379,-49989,-31
19.2,-9.5147,-50003,-30
19.205,-9.5907,-50017,-30
19.21,-9.6657,-50031,-30
19.215,-9.7399,-50045,-31
19.22,-9.8131,-50060,-31
19.225,-9.8854,-50074,-31
19.23,-9.9567,-50089,-31
19.235,-10.027,-50103,-30
19.24,-10.096,-50118,-30
19.245,-10.165,-50132,-30
19.25,-10.232,-50147,-15
19.255,-10.298,-50161,-15
19.26,-10.364,-50176,-15
19.265,-10.428,-50191,-15
19.27,-10.491,-50205,-30
19.275,-10.553,-50220,-30
19.28,-10.613,-50235,-30
19.285,-10.673,-50250,-31
19.29,-10.732,-50264,-31
19.295,-10.789,-50279,-31
19.3,-10.845,-50294,-31
19.305,-10.9,-50309,-24
19.31,-10.954,-50324,-24
19.315,-11.006,-50339,-24
19.32,-11.058,-50354,-15
19.325,-11.108,-50369,-15
19.33,-11.157,-50384,-15
19.335,-11.204,-50399,-15
19.34,-11.25,-50414,-7
19.345,-11.295,-50429,-7
19.35,-11.339,-50444,-7
19.355,-11.381,-50460,-28
19.36,-11.422,-50475,-28
19.365,-11.462,-50490,-28
19.37,-11.5,-50505,-28
19.375,-11.537,-50520,-24
19.38,-11.573,-50536,-24
19.385,-11.607,-50551,-24
19.39,-11.64,-50566,-24
19.395,-11.671,-50582,-24
19.4,-11.702,-50597,-24
19.405,-11.73,-50613,-24
19.41,-11.757,-50628,-24
19.415,-11.783,-50643,-24
19.42,-11.808,-50659,-24
19.425,-11.831,-50674,-24
19.43,-11.852,-50690,-24
19.435,-11.872,-50705,-24
19.44,-11.891,-50721,-24
19.445,-11.908,-50736,-24
19.45,-11.924,-50752,-24
19.455,-11.938,-50767,-24
19.46,-11.951,-50783,-24
19.465,-11.962,-50799,-15
19.47,-11.972,-50814,-15
19.475,-11.98,-50830,-15
19.48,-11.987,-50846,-24
19.485,-11.993,-50861,-24
19.49,-11.997,-50877,-24
19.495,-11.999,-50893,-24
19.5,-12,-50909,-15
19.505,-11.999,-50924,-15
19.51,-11.998,-50940,-15
19.515,-11.994,-50956,-24
19.52,-11.989,-50972,-24
19.525,-11.983,-50987,-24
19.53,-11.975,-51003,-24
19.535,-11.966,-51019,-17
19.54,-11.955,-51035,-17
19.545,-11.942,-51051,-17
19.55,-11.929,-51067,-7
19.555,-11.913,-51083,-7
19.56,-11.897,-51099,-7
19.565,-11.879,-51115,-7
19.57,-11.859,-51130,-17
19.575,-11.838,-51146,-17
19.58,-11.816,-51162,-17
19.585,-11.792,-51178,-17
19.59,-11.766,-51194,-15
19.595,-11.74,-51210,-15
19.6,-11.711,-51226,-15
19.605,-11.682,-51242,-15
19.61,-11.651,-51258,-15
19.615,-11.618,-51274,-15
19.62,-11.585,-51290,-15
19.625,-11.55,-51306,-15
19.63,-11.513,-51322,-15
19.635,-11.475,-51338,-15
19.64,-11.436,-51354,-15
19.645,-11.395,-51370,-15
19.65,-11.353,-51386,-15
19.655,-11.31,-51402,-15
19.66,-11.266,-51418,-15
19.665,-11.22,-51434,-15
19.67,-11.173,-51450,-15
19.675,-11.124,-51466,-7
19.68,-11.075,-51482,-7
19.685,-11.024,-51497,-7
19.69,-10.972,-51513,-7
19.695,-10.918,-51529,-19
19.7,-10.864,-51545,-19
19.705,-10.808,-51561,-19
19.71,-10.751,-51577,-15
19.715,-10.693,-51593,-15
19.72,-10.634,-51609,-15
19.725,-10.573,-51625,-15
19.73,-10.512,-51641,-15
19.735,-10.449,-51657,-15
19.74,-10.385,-51673,-15
19.745,-10.32,-51689,-15
19.75,-10.255,-51705,-15
19.755,-10.188,-51721,-15
19.76,-10.12,-51737,-15
19.765,-10.051,-51753,-15
19.77,-9.9805,-51769,-15
19.775,-9.9095,-51785,-15
19.78,-9.8376,-51801,-15
19.785,-9.7647,-51816,-15
19.79,-9.6908,-51832,-15
19.795,-9.6161,-51848,-15
19.8,-9.5405,-51864,-7
19.805,-9.464,-51880,-7
19.81,-9.3866,-51896,-7
19.815,-9.3084,-51912,-7
19.82,-9.2294,-51928,-15
19.825,-9.1496,-51943,-15
19.83,-9.069,-51959,-15
19.835,-8.9876,-51975,-15
19.84,-8.9056,-51991,-15
19.845,-8.8228,-52007,-15
19.85,-8.7393,-52023,-15
19.855,-8.6551,-52038,-15
19.86,-8.5703,-52054,-15
19.865,-8.4848,-52070,-15
19.87,-8.3987,-52086,-15
19.875,-8.3121,-52102,-15
19.88,-8.2249,-52117,-15
19.885,-8.1371,-52133,-15
19.89,-8.0488,-52149,-24
19.895,-7.9599,-52165,-24
19.9,-7.8706,-52180,-24
19.905,-7.7809,-52196,-15
19.91,-7.6907,-52212,-15
19.915,-7.6001,-52227,-15
19.92,-7.5091,-52243,-15
19.925,-7.4177,-52259,-19
19.93,-7.3259,-52274,-19
19.935,-7.2339,-52290,-19
19.94,-7.1415,-52305,-24
19.945,-7.0489,-52321,-24
19.95,-6.956,-52337,-24
19.955,-6.8628,-52352,-24
19.96,-6.7695,-52368,-15
19.965,-6.6759,-52383,-15
19.97,-6.5822,-52399,-15
19.975,-6.4884,-52415,-15
19.98,-6.3944,-52430,-24
19.985,-6.3003,-52445,-24
19.99,-6.2062,-52461,-24
19.995,-6.112,-52477,-24
20,-6.0178,-52492,-24
